Event Number	Event Type	Onset
1	cue	0.0163196730
2	trial	0.5330758060
3	return	1.5999023070
4	trial	2.3241612530
5	return	3.0407170010
6	trial	3.7570652040
7	return	4.4901163770
8	trial	5.2066484840
9	return	6.0396126550
10	trial	6.7555486460
11	return	7.4719593430
12	trial	8.1883398740
13	return	8.9177333410
14	trial	9.6344973060
15	return	10.4880997670
16	trial	11.2040443790
17	return	11.9205290210
18	trial	12.6373665570
19	return	13.4372033700
20	trial	14.2531778070
21	return	14.9693326260
22	trial	15.6858392390
23	return	17.2858825430
24	trial	18.0019871880
25	return	18.8018853540
26	trial	19.5186574760
27	return	20.3027453070
28	trial	21.0529464330
29	return	21.7696923390
30	trial	22.4864715170
31	return	23.2033146120
32	trial	23.9366767200
33	return	24.6534857100
34	rest	25.3702710270
35	cue	37.3886958420
36	trial	37.9122565620
37	return	40.2447637770
38	trial	41.5443673620
39	return	42.2774715470
40	trial	43.2604526930
41	return	44.9599163060
42	trial	46.2427845190
43	return	47.8922391740
44	trial	48.9419101670
45	return	51.0078076410
46	trial	51.9410210670
47	return	53.5578443540
48	trial	54.8747383920
49	return	56.4749566790
50	trial	57.5084057420
51	return	59.6922749440
52	trial	61.1090032640
53	return	63.1593936300
54	trial	64.1262838660
55	return	65.7764000270
56	trial	66.8433055560
57	return	68.1686779250
58	trial	69.1184024690
59	return	70.7511755700
60	trial	71.8508422230
61	return	73.2170231450
62	trial	74.4334046650
63	return	75.5495955110
64	trial	76.5159841630
65	return	79.2648884800
66	trial	80.1314227110
67	return	81.8474348940
68	trial	82.8304366390
69	return	83.9800938080
70	trial	84.7131542370
71	return	85.6128742440
72	trial	86.3295545250
73	return	87.7297084210
74	trial	88.5632036590
75	return	89.9300888260
76	trial	90.8136327150
77	return	91.6470584700
78	trial	92.5306353110
79	return	94.0641418910
80	trial	94.9976967150
81	return	96.2644026310
82	trial	97.2312214450
83	return	98.2479930380
84	trial	99.1482252250
85	return	99.9649586580
86	trial	100.6818600530
87	return	102.2572954420
88	trial	103.2655876580
89	return	104.6065781010
90	trial	105.5561370470
91	return	106.9723108300
92	trial	107.9053164290
93	return	109.0383392820
94	trial	109.7548298340
95	return	110.6711087880
96	trial	111.6874291710
