Event Number	Event Type	Onset
1	cue	0.0140887460
2	trial	0.5307858190
3	return	3.5981946920
4	trial	5.2815104270
5	return	7.8657176710
6	trial	8.6650247600
7	return	10.3317646840
8	trial	11.5158910370
9	return	13.4330823880
10	trial	14.4665623880
11	return	16.2167784750
12	trial	17.1325291290
13	return	19.0501571480
14	trial	20.0169114690
15	return	22.1678644810
16	trial	22.9171709060
17	return	24.0011607620
18	trial	24.7515109170
19	return	25.6846539050
20	trial	26.5017417670
21	return	27.9181617970
22	trial	28.6356184020
23	return	30.4520829920
24	trial	31.2687222480
25	return	32.4850886330
26	trial	33.2527751730
27	return	34.6531530630
28	trial	35.4857444710
29	return	36.5036301130
30	trial	37.2536050750
31	return	38.9201155160
32	trial	39.8368934350
33	return	41.4372212910
34	rest	42.1878549070
35	cue	47.2048587810
36	trial	47.7545963970
37	return	49.1376337410
38	trial	50.1222847710
39	return	52.6049123620
40	trial	53.5388211510
41	return	55.1890199420
42	trial	55.8397147820
43	return	57.5726579230
44	trial	58.3391746850
45	return	59.4560507210
46	trial	60.0892275900
47	return	61.1906186350
48	trial	61.9408310800
49	return	63.2239563180
50	trial	63.9410794450
51	return	65.3738044590
52	trial	66.1410611990
53	return	67.4241944840
54	trial	68.1411349850
55	return	69.0584259170
56	trial	69.8408163990
57	return	71.0245536640
58	trial	71.9080395270
59	return	72.8082080740
60	trial	73.7586993490
61	return	75.1249727820
62	trial	75.9425844010
63	return	77.2588196110
64	trial	77.9922664950
65	return	79.5431540550
66	trial	80.2596375340
67	return	81.5104235500
68	rest	82.3267155990
