Event Number	Event Type	Onset
1	cue	0.0329289600
2	trial	0.7826821910
3	return	1.8828870830
4	trial	2.6825939791
5	return	3.9163007360
6	trial	4.6325710240
7	return	5.6826817940
8	trial	6.3995673771
9	return	7.2831123790
10	trial	8.0001016720
11	return	8.8002339971
12	trial	9.5161515960
13	return	10.3004559110
14	trial	11.0174374330
15	return	12.0000322401
16	trial	13.1343401190
17	return	13.9673407651
18	trial	14.6847149490
19	return	15.4845492271
20	trial	16.2008480190
21	return	17.0682717550
22	trial	17.7846796270
23	return	18.5512397670
24	trial	19.2686535560
25	return	20.3687539850
26	trial	21.0856374110
27	return	21.9858368681
28	trial	22.7020622300
29	return	23.4196108540
30	trial	24.1354219480
31	return	24.8521588070
32	trial	25.5697542700
33	return	26.4031875241
34	rest	27.1533191550
35	cue	32.1699416460
36	trial	32.7032574291
37	return	33.7205665830
38	trial	34.3864925950
39	return	35.1868808710
40	trial	35.8707172670
41	return	36.6381035820
42	trial	37.3715687220
43	return	38.8041892400
44	trial	39.8216232590
45	return	41.0387846821
46	trial	41.9380613430
47	return	43.0053526830
48	trial	43.8726021490
49	return	44.8060402781
50	trial	45.4393787710
51	return	46.2062537310
52	trial	46.8394438480
53	return	47.5563988270
54	trial	48.1899402980
55	return	49.1223190450
56	trial	49.7726404170
57	return	50.5394809130
58	trial	51.1726255470
59	return	51.8904505540
60	trial	52.5230754910
61	return	53.2735089720
62	trial	53.9070477961
63	return	54.6568326961
64	trial	55.3735324410
65	return	56.6401590561
66	trial	57.4570784511
67	return	58.1745266930
68	rest	58.8072786840
69	cue	63.8255945460
70	trial	64.3589586640
71	return	65.5253940920
72	trial	66.2425591890
73	return	66.9759387660
74	trial	67.6087891930
75	return	68.3257019121
76	trial	68.9597775410
77	return	69.6930659000
78	trial	70.4097710870
79	return	71.2589321350
80	trial	71.9759464141
81	return	72.7766845931
82	trial	73.4596821240
83	return	74.3270919350
84	trial	75.0433595480
85	return	76.0098180310
86	trial	76.6437904970
87	return	77.4269315141
88	trial	78.1438677280
89	return	79.1439828940
90	trial	79.8607542370
91	return	80.6106965550
92	trial	81.3279299950
93	return	82.0441020860
94	trial	82.7613920720
95	return	83.4947150160
96	trial	84.2109992780
97	return	84.9279200460
98	trial	85.6456070431
99	return	86.4458603490
100	trial	87.1619368290
101	return	87.8953509710
102	rest	88.6121364590
103	cue	93.6297648780
104	trial	94.1466404831
105	return	95.3966578190
106	trial	96.1295776321
107	return	96.8803146341
108	trial	97.5133338621
109	return	98.2301993960
110	trial	98.9465244280
111	return	99.6634909631
112	trial	100.2981450770
113	return	101.0143512320
114	trial	101.6644074750
115	return	102.6142356710
116	trial	103.3976692720
117	return	104.1473627150
118	trial	105.3317096271
119	return	106.3315215810
120	trial	107.0987585250
121	return	108.3645622330
122	trial	109.0323031660
123	return	109.8315916030
124	trial	110.4983914470
125	return	111.2329296350
126	trial	112.1160227170
127	return	112.8665506660
128	trial	113.4990351780
129	return	114.2159129661
130	trial	114.9326427850
131	return	115.8997444730
132	trial	116.6160116630
133	return	117.3995062750
134	trial	118.0667637800
135	return	118.7828616190
136	rest	119.5164703510
