::Queue started at 12-Feb-2013 15:56:29, with machine clock reading 706990.8592.::
space	1413987.8315
RightShift	1413990.8825
::Experiment started at 12-Feb-2013 15:56:34, with machine clock reading 706995.5186.::
::TTL #1 expected (time-based): 0 recorded: 0 ::
=+	1413991.0313
::Onset of cue expected: [N/A SELF PACED]  recorded: 0.030636 ::
cue	0.0306
::Onset of trial expected: [N/A SELF PACED]  recorded: 0.55937 ::
trial	0.5594
::Onset of return expected: [N/A SELF PACED]  recorded: 1.2981 ::
return	1.2981
::Onset of trial expected: [N/A SELF PACED]  recorded: 1.9478 ::
trial	1.9478
::Onset of return expected: [N/A SELF PACED]  recorded: 2.6802 ::
return	2.6802
::Onset of trial expected: [N/A SELF PACED]  recorded: 3.3975 ::
trial	3.3975
::Onset of return expected: [N/A SELF PACED]  recorded: 4.8808 ::
return	4.8808
::Onset of trial expected: [N/A SELF PACED]  recorded: 5.5986 ::
trial	5.5986
::Onset of return expected: [N/A SELF PACED]  recorded: 6.3153 ::
return	6.3153
::Onset of trial expected: [N/A SELF PACED]  recorded: 7.0317 ::
trial	7.0317
::Onset of return expected: [N/A SELF PACED]  recorded: 7.7479 ::
return	7.7479
::Onset of trial expected: [N/A SELF PACED]  recorded: 8.465 ::
trial	8.4650
::Onset of return expected: [N/A SELF PACED]  recorded: 9.1816 ::
return	9.1816
::Onset of trial expected: [N/A SELF PACED]  recorded: 9.8984 ::
trial	9.8984
::Onset of return expected: [N/A SELF PACED]  recorded: 10.6156 ::
return	10.6156
::Onset of trial expected: [N/A SELF PACED]  recorded: 11.3318 ::
trial	11.3318
::Onset of return expected: [N/A SELF PACED]  recorded: 12.4655 ::
return	12.4655
::Onset of trial expected: [N/A SELF PACED]  recorded: 13.1827 ::
trial	13.1827
::Onset of return expected: [N/A SELF PACED]  recorded: 14.0327 ::
return	14.0327
::Onset of trial expected: [N/A SELF PACED]  recorded: 14.7491 ::
trial	14.7491
::Onset of return expected: [N/A SELF PACED]  recorded: 15.4663 ::
return	15.4663
::Onset of trial expected: [N/A SELF PACED]  recorded: 16.1835 ::
trial	16.1835
::Onset of return expected: [N/A SELF PACED]  recorded: 16.9495 ::
return	16.9495
::Onset of trial expected: [N/A SELF PACED]  recorded: 17.5837 ::
trial	17.5837
::Onset of return expected: [N/A SELF PACED]  recorded: 18.3668 ::
return	18.3668
::Onset of trial expected: [N/A SELF PACED]  recorded: 19.0839 ::
trial	19.0839
::Onset of return expected: [N/A SELF PACED]  recorded: 19.8005 ::
return	19.8005
::Onset of trial expected: [N/A SELF PACED]  recorded: 20.5181 ::
trial	20.5181
::Onset of return expected: [N/A SELF PACED]  recorded: 21.233 ::
return	21.2330
::Onset of trial expected: [N/A SELF PACED]  recorded: 21.951 ::
trial	21.9510
::Onset of return expected: [N/A SELF PACED]  recorded: 22.6678 ::
return	22.6678
::Onset of trial expected: [N/A SELF PACED]  recorded: 23.3837 ::
trial	23.3837
::Onset of return expected: [N/A SELF PACED]  recorded: 24.5509 ::
return	24.5509
::Onset of trial expected: [N/A SELF PACED]  recorded: 25.268 ::
trial	25.2680
::Onset of return expected: [N/A SELF PACED]  recorded: 25.9848 ::
return	25.9848
::Onset of trial expected: [N/A SELF PACED]  recorded: 26.7013 ::
trial	26.7013
::Onset of return expected: [N/A SELF PACED]  recorded: 27.4688 ::
return	27.4688
::Onset of trial expected: [N/A SELF PACED]  recorded: 28.1851 ::
trial	28.1851
::Onset of return expected: [N/A SELF PACED]  recorded: 28.9013 ::
return	28.9013
::Onset of trial expected: [N/A SELF PACED]  recorded: 29.6183 ::
trial	29.6183
::Onset of return expected: [N/A SELF PACED]  recorded: 30.5511 ::
return	30.5511
::Onset of trial expected: [N/A SELF PACED]  recorded: 31.2685 ::
trial	31.2685
::Onset of return expected: [N/A SELF PACED]  recorded: 31.9855 ::
return	31.9855
::Onset of trial expected: [N/A SELF PACED]  recorded: 32.7017 ::
trial	32.7017
::Onset of return expected: [N/A SELF PACED]  recorded: 33.4185 ::
return	33.4185
::Onset of trial expected: [N/A SELF PACED]  recorded: 34.1362 ::
trial	34.1362
::Onset of return expected: [N/A SELF PACED]  recorded: 35.1029 ::
return	35.1029
::Onset of trial expected: [N/A SELF PACED]  recorded: 35.8188 ::
trial	35.8188
::Onset of return expected: [N/A SELF PACED]  recorded: 36.5358 ::
return	36.5358
::Onset of trial expected: [N/A SELF PACED]  recorded: 37.2524 ::
trial	37.2524
::Onset of return expected: [N/A SELF PACED]  recorded: 38.0696 ::
return	38.0696
::Onset of trial expected: [N/A SELF PACED]  recorded: 38.786 ::
trial	38.7860
::Onset of return expected: [N/A SELF PACED]  recorded: 39.9366 ::
return	39.9366
::Onset of trial expected: [N/A SELF PACED]  recorded: 40.6536 ::
trial	40.6536
::Onset of return expected: [N/A SELF PACED]  recorded: 41.6038 ::
return	41.6038
::Onset of trial expected: [N/A SELF PACED]  recorded: 42.3194 ::
trial	42.3194
::Onset of return expected: [N/A SELF PACED]  recorded: 43.1044 ::
return	43.1044
::Onset of trial expected: [N/A SELF PACED]  recorded: 43.8199 ::
trial	43.8199
::Onset of return expected: [N/A SELF PACED]  recorded: 44.5378 ::
return	44.5378
::Onset of trial expected: [N/A SELF PACED]  recorded: 45.2544 ::
trial	45.2544
::Onset of return expected: [N/A SELF PACED]  recorded: 46.3704 ::
return	46.3704
::Onset of trial expected: [N/A SELF PACED]  recorded: 47.0874 ::
trial	47.0874
::Onset of return expected: [N/A SELF PACED]  recorded: 47.8052 ::
return	47.8052
::Onset of trial expected: [N/A SELF PACED]  recorded: 48.5206 ::
trial	48.5206
::Onset of return expected: [N/A SELF PACED]  recorded: 49.2376 ::
return	49.2376
::Onset of trial expected: [N/A SELF PACED]  recorded: 49.955 ::
trial	49.9550
::Onset of return expected: [N/A SELF PACED]  recorded: 51.0884 ::
return	51.0884
::Onset of trial expected: [N/A SELF PACED]  recorded: 51.8053 ::
trial	51.8053
::Onset of return expected: [N/A SELF PACED]  recorded: 52.5221 ::
return	52.5221
::Onset of trial expected: [N/A SELF PACED]  recorded: 53.2373 ::
trial	53.2373
::Onset of return expected: [N/A SELF PACED]  recorded: 54.2726 ::
return	54.2726
::Onset of trial expected: [N/A SELF PACED]  recorded: 54.9883 ::
trial	54.9883
::Onset of return expected: [N/A SELF PACED]  recorded: 56.0388 ::
return	56.0388
::Onset of trial expected: [N/A SELF PACED]  recorded: 56.7554 ::
trial	56.7554
::Onset of return expected: [N/A SELF PACED]  recorded: 57.4728 ::
return	57.4728
::Onset of trial expected: [N/A SELF PACED]  recorded: 58.19 ::
trial	58.1900
::Onset of return expected: [N/A SELF PACED]  recorded: 59.6397 ::
return	59.6397
::Onset of trial expected: [N/A SELF PACED]  recorded: 60.3566 ::
trial	60.3566
::Onset of return expected: [N/A SELF PACED]  recorded: 61.3729 ::
return	61.3729
::Onset of trial expected: [N/A SELF PACED]  recorded: 62.0899 ::
trial	62.0899
::Onset of return expected: [N/A SELF PACED]  recorded: 62.89 ::
return	62.8900
::Onset of rest expected: [N/A SELF PACED]  recorded: 63.6065 ::
rest	63.6065
::Onset of cue expected: [N/A SELF PACED]  recorded: 75.6253 ::
cue	75.6253
::Onset of trial expected: [N/A SELF PACED]  recorded: 76.1422 ::
trial	76.1422
::Onset of return expected: [N/A SELF PACED]  recorded: 77.3757 ::
return	77.3757
::Onset of trial expected: [N/A SELF PACED]  recorded: 78.0929 ::
trial	78.0929
::Onset of return expected: [N/A SELF PACED]  recorded: 78.8091 ::
return	78.8091
::Onset of trial expected: [N/A SELF PACED]  recorded: 79.5252 ::
trial	79.5252
::Onset of return expected: [N/A SELF PACED]  recorded: 80.2429 ::
return	80.2429
::Onset of trial expected: [N/A SELF PACED]  recorded: 80.9598 ::
trial	80.9598
::Onset of return expected: [N/A SELF PACED]  recorded: 81.6764 ::
return	81.6764
::Onset of trial expected: [N/A SELF PACED]  recorded: 82.3926 ::
trial	82.3926
::Onset of return expected: [N/A SELF PACED]  recorded: 83.1098 ::
return	83.1098
::Onset of trial expected: [N/A SELF PACED]  recorded: 83.827 ::
trial	83.8270
::Onset of return expected: [N/A SELF PACED]  recorded: 84.56 ::
return	84.5600
::Onset of trial expected: [N/A SELF PACED]  recorded: 85.2763 ::
trial	85.2763
::Onset of return expected: [N/A SELF PACED]  recorded: 85.9935 ::
return	85.9935
::Onset of trial expected: [N/A SELF PACED]  recorded: 86.7104 ::
trial	86.7104
::Onset of return expected: [N/A SELF PACED]  recorded: 87.4616 ::
return	87.4616
::Onset of trial expected: [N/A SELF PACED]  recorded: 88.178 ::
trial	88.1780
::Onset of return expected: [N/A SELF PACED]  recorded: 88.8944 ::
return	88.8944
::Onset of trial expected: [N/A SELF PACED]  recorded: 89.6104 ::
trial	89.6104
::Onset of return expected: [N/A SELF PACED]  recorded: 90.5944 ::
return	90.5944
::Onset of trial expected: [N/A SELF PACED]  recorded: 91.3108 ::
trial	91.3108
::Onset of return expected: [N/A SELF PACED]  recorded: 92.2117 ::
return	92.2117
::Onset of trial expected: [N/A SELF PACED]  recorded: 92.9278 ::
trial	92.9278
::Onset of return expected: [N/A SELF PACED]  recorded: 93.9281 ::
return	93.9281
::Onset of trial expected: [N/A SELF PACED]  recorded: 94.6451 ::
trial	94.6451
::Onset of return expected: [N/A SELF PACED]  recorded: 95.6122 ::
return	95.6122
::Onset of trial expected: [N/A SELF PACED]  recorded: 96.3289 ::
trial	96.3289
::Onset of return expected: [N/A SELF PACED]  recorded: 97.6126 ::
return	97.6126
::Onset of trial expected: [N/A SELF PACED]  recorded: 98.3283 ::
trial	98.3283
::Onset of return expected: [N/A SELF PACED]  recorded: 99.196 ::
return	99.1960
::Onset of trial expected: [N/A SELF PACED]  recorded: 99.9116 ::
trial	99.9116
::Onset of return expected: [N/A SELF PACED]  recorded: 100.6297 ::
return	100.6297
::Onset of trial expected: [N/A SELF PACED]  recorded: 101.346 ::
trial	101.3460
::Onset of return expected: [N/A SELF PACED]  recorded: 102.079 ::
return	102.0790
::Onset of trial expected: [N/A SELF PACED]  recorded: 102.7964 ::
trial	102.7964
::Onset of return expected: [N/A SELF PACED]  recorded: 103.5789 ::
return	103.5789
::Onset of trial expected: [N/A SELF PACED]  recorded: 104.2965 ::
trial	104.2965
::Onset of return expected: [N/A SELF PACED]  recorded: 105.1465 ::
return	105.1465
::Onset of trial expected: [N/A SELF PACED]  recorded: 105.8636 ::
trial	105.8636
::Onset of return expected: [N/A SELF PACED]  recorded: 106.5799 ::
return	106.5799
::Onset of trial expected: [N/A SELF PACED]  recorded: 107.2966 ::
trial	107.2966
::Onset of return expected: [N/A SELF PACED]  recorded: 108.0134 ::
return	108.0134
::Onset of trial expected: [N/A SELF PACED]  recorded: 108.7311 ::
trial	108.7311
::Onset of return expected: [N/A SELF PACED]  recorded: 109.5637 ::
return	109.5637
::Onset of trial expected: [N/A SELF PACED]  recorded: 110.2804 ::
trial	110.2804
::Onset of return expected: [N/A SELF PACED]  recorded: 111.0143 ::
return	111.0143
::Onset of trial expected: [N/A SELF PACED]  recorded: 111.7304 ::
trial	111.7304
::Onset of return expected: [N/A SELF PACED]  recorded: 112.4482 ::
return	112.4482
::Onset of trial expected: [N/A SELF PACED]  recorded: 113.1643 ::
trial	113.1643
::Onset of return expected: [N/A SELF PACED]  recorded: 113.9479 ::
return	113.9479
::Onset of trial expected: [N/A SELF PACED]  recorded: 114.6649 ::
trial	114.6649
::Onset of return expected: [N/A SELF PACED]  recorded: 115.5149 ::
return	115.5149
::Onset of trial expected: [N/A SELF PACED]  recorded: 116.2315 ::
trial	116.2315
::Onset of return expected: [N/A SELF PACED]  recorded: 116.949 ::
return	116.9490
::Onset of trial expected: [N/A SELF PACED]  recorded: 117.6649 ::
trial	117.6649
::Onset of return expected: [N/A SELF PACED]  recorded: 118.3814 ::
return	118.3814
::Onset of trial expected: [N/A SELF PACED]  recorded: 119.0982 ::
trial	119.0982
::Onset of return expected: [N/A SELF PACED]  recorded: 119.8156 ::
return	119.8156
::Onset of trial expected: [N/A SELF PACED]  recorded: 120.5327 ::
trial	120.5327
::Onset of return expected: [N/A SELF PACED]  recorded: 121.3156 ::
return	121.3156
::Onset of trial expected: [N/A SELF PACED]  recorded: 122.0317 ::
trial	122.0317
::Onset of return expected: [N/A SELF PACED]  recorded: 122.75 ::
return	122.7500
::Onset of trial expected: [N/A SELF PACED]  recorded: 123.466 ::
trial	123.4660
::Onset of return expected: [N/A SELF PACED]  recorded: 124.1832 ::
return	124.1832
::Onset of trial expected: [N/A SELF PACED]  recorded: 124.8998 ::
trial	124.8998
::Onset of return expected: [N/A SELF PACED]  recorded: 125.6163 ::
return	125.6163
::Onset of trial expected: [N/A SELF PACED]  recorded: 126.2498 ::
trial	126.2498
::Onset of return expected: [N/A SELF PACED]  recorded: 126.9674 ::
return	126.9674
::Onset of trial expected: [N/A SELF PACED]  recorded: 127.7007 ::
trial	127.7007
::Onset of return expected: [N/A SELF PACED]  recorded: 128.4164 ::
return	128.4164
::Onset of trial expected: [N/A SELF PACED]  recorded: 129.1339 ::
trial	129.1339
::Onset of return expected: [N/A SELF PACED]  recorded: 129.8505 ::
return	129.8505
::Onset of trial expected: [N/A SELF PACED]  recorded: 130.5673 ::
trial	130.5673
::Onset of return expected: [N/A SELF PACED]  recorded: 131.634 ::
return	131.6340
::Onset of trial expected: [N/A SELF PACED]  recorded: 132.351 ::
trial	132.3510
::Onset of return expected: [N/A SELF PACED]  recorded: 133.0668 ::
return	133.0668
::Onset of trial expected: [N/A SELF PACED]  recorded: 133.7848 ::
trial	133.7848
::Onset of return expected: [N/A SELF PACED]  recorded: 134.5019 ::
return	134.5019
::Onset of trial expected: [N/A SELF PACED]  recorded: 135.2174 ::
trial	135.2174
::Onset of return expected: [N/A SELF PACED]  recorded: 136.3009 ::
return	136.3009
::Onset of trial expected: [N/A SELF PACED]  recorded: 137.0184 ::
trial	137.0184
::Onset of return expected: [N/A SELF PACED]  recorded: 137.9187 ::
return	137.9187
::Onset of trial expected: [N/A SELF PACED]  recorded: 138.6348 ::
trial	138.6348
::Onset of return expected: [N/A SELF PACED]  recorded: 139.6022 ::
return	139.6022
::Onset of trial expected: [N/A SELF PACED]  recorded: 140.3185 ::
trial	140.3185
::Onset of return expected: [N/A SELF PACED]  recorded: 141.2525 ::
return	141.2525
::Onset of trial expected: [N/A SELF PACED]  recorded: 141.9682 ::
trial	141.9682
::Onset of return expected: [N/A SELF PACED]  recorded: 142.7362 ::
return	142.7362
