Event Number	Event Type	Onset
1	cue	0.0137852160
2	trial	1.3998856330
3	return	3.8044237480
4	trial	5.0568844480
5	return	6.4094970750
6	trial	7.2444389880
7	return	8.5971070000
8	trial	9.3486370510
9	return	10.4507823300
10	trial	11.2022317110
11	return	12.1540730110
12	trial	12.9056179980
13	return	14.1079794910
14	trial	14.9427637550
15	return	16.2620142800
16	trial	17.0134428520
17	return	18.1323635790
18	trial	18.8839054250
19	return	19.9525010850
20	trial	20.7041270080
21	return	21.5557546390
22	trial	22.3070793950
23	return	23.2588246320
24	trial	24.0103482910
25	return	24.9624000950
26	trial	25.7137345090
27	return	26.9494277150
28	trial	27.7009619080
29	return	28.8865201210
30	trial	29.6380550650
31	return	30.5064181710
32	trial	31.2578456460
33	return	32.2263909190
34	rest	33.0279547460
35	cue	38.0543283380
36	trial	38.6555445370
37	return	40.1417956160
38	trial	41.2940387310
39	return	43.1642797000
40	trial	44.3332480790
41	return	45.6024971830
42	trial	46.7212547930
43	return	48.6917543320
44	trial	49.6770341720
45	return	50.9627756030
46	trial	51.7978137790
47	return	53.4343259570
48	trial	54.1858103360
49	return	55.5717700910
50	trial	56.3233239440
51	return	57.4921992450
52	trial	58.4774008120
53	return	59.9970286560
54	trial	60.7652088600
55	return	62.1178846990
56	trial	62.9528066590
57	return	64.6394785000
58	trial	65.6079868260
59	return	67.5784620330
60	trial	68.3133392470
61	return	69.6157420280
62	trial	70.3672229910
63	return	71.8701819090
64	trial	72.7217713470
65	return	74.8760022830
66	trial	75.8444849000
67	return	77.2138313110
68	rest	78.0655307130
