Event Number	Event Type	Onset
1	cue	0.0207789080
2	trial	0.7541511710
3	return	3.3712637490
4	trial	4.6380658950
5	return	6.1883266950
6	trial	6.9050576200
7	return	8.0886289690
8	trial	8.9806576210
9	return	11.7058656000
10	trial	12.9959105770
11	return	14.9286092120
12	trial	16.0782172240
13	return	17.0279685230
14	trial	17.7443610810
15	return	19.4937730420
16	trial	20.3268271910
17	return	21.5598817160
18	trial	22.2761698920
19	return	23.1759374890
20	trial	23.9589877970
21	return	25.4084345920
22	trial	26.3580705840
23	return	27.7583074210
24	trial	28.4751435900
25	return	29.1918809810
26	trial	29.9086700560
27	return	30.8921301390
28	trial	31.6755157820
29	return	32.5757564130
30	trial	33.2925705620
31	return	35.1426868570
32	trial	36.0261948300
33	return	37.9766049780
34	trial	39.0267229200
35	return	40.2768550620
36	trial	40.9936671850
37	return	42.5193927500
38	trial	43.2356947550
39	return	44.0854535040
40	trial	44.9853310370
41	return	45.9515130030
42	trial	46.6778575760
43	return	48.1007872820
44	trial	48.8172030190
45	return	49.6336273920
46	trial	50.2783852730
47	return	51.2498078050
48	trial	52.0494796120
49	return	53.2989729930
50	trial	54.0154840170
51	return	55.1317370630
52	trial	55.7649646880
53	return	57.2477154980
54	trial	57.9642044310
55	return	59.3471133650
56	trial	60.0634725100
57	return	61.8302313130
58	trial	62.7803413930
59	return	63.4971480540
60	trial	64.2138011300
61	return	65.9309125170
62	trial	66.9642916700
63	return	68.0145247030
64	trial	68.7314096310
65	return	70.3147838020
66	trial	71.0316670800
67	return	71.7595222030
68	trial	72.4758720170
69	return	73.3986006600
70	trial	74.1820478150
71	return	75.7156652020
72	trial	76.4823723690
73	return	78.3661316190
74	trial	79.1736388500
75	return	80.1899957470
76	trial	80.9065069010
77	return	82.3726953820
78	trial	83.0890521740
79	return	84.3886090450
80	trial	85.1049107790
81	return	86.3546559810
82	trial	87.0710169660
83	return	88.4538896090
84	trial	89.1703160630
85	return	90.7364911540
86	trial	91.4528768570
87	return	92.6191765890
88	trial	93.3357353490
89	return	94.1353430920
90	trial	94.8520008890
91	return	96.1353647580
92	trial	97.1690477510
93	return	98.0191248330
94	trial	98.7358145540
95	return	100.4861025230
96	trial	101.2028186460
97	return	101.9196544910
98	rest	102.6530535210
99	cue	114.6716455780
100	trial	115.2050164210
101	return	116.2945057150
102	trial	117.0109830320
103	return	118.2938876070
104	trial	119.0102455000
105	return	119.7766398560
106	trial	120.5431360200
107	return	121.7260563040
108	trial	122.4425348630
109	return	123.3588137350
110	trial	124.0752056570
111	return	124.8417443330
112	trial	125.5580141890
113	return	126.8408957270
114	trial	127.5574702500
115	return	129.3406378450
116	trial	130.0573979580
117	return	130.8074979880
118	trial	131.5241794590
119	return	133.1411057530
120	trial	133.8578849300
121	return	135.4582356760
122	trial	136.1749717340
123	return	137.5583863400
124	trial	138.2752390070
125	return	139.4587872530
126	trial	140.1755136220
127	return	140.9029386590
128	trial	141.6194595140
129	return	142.8592706090
130	trial	143.5760880720
131	return	144.6428915760
132	trial	145.3681140340
133	return	146.6176316160
134	trial	147.5173829280
135	return	148.8335621540
136	trial	149.6499934260
137	return	150.7330149880
138	trial	151.4493761970
139	return	152.8655837460
140	trial	153.5819251120
141	return	154.9981853550
142	trial	155.7146747030
143	return	156.5309867830
144	trial	157.2474342770
145	return	158.2639303350
146	trial	158.9801720990
147	return	160.6128961050
148	trial	161.3294448050
149	return	162.4290084580
150	trial	163.1458884300
151	return	164.4459842910
152	trial	165.1959292530
153	return	165.9794935730
154	trial	166.6962330370
155	return	167.5630533840
156	trial	168.2797797630
157	return	169.1966143910
158	trial	169.9135398740
159	return	171.4969759740
160	trial	172.2137508600
161	return	173.6139846520
162	trial	174.5307517930
163	return	175.5810173490
164	trial	176.2978928620
165	return	177.0978487050
166	trial	177.8238781830
167	return	179.5981684770
168	trial	180.3149968260
169	return	181.1894180890
170	trial	181.9057725290
171	return	184.0884563580
172	trial	184.8047655950
173	return	185.7045617050
174	trial	186.4209578400
175	return	187.3538933250
176	trial	188.0703355430
177	return	188.7868249220
178	trial	189.5163847570
179	return	190.5695697660
180	trial	191.2857424180
181	return	192.5023155990
182	trial	193.2186397530
183	return	193.9517357510
184	trial	194.6681730600
185	return	195.9010395370
186	trial	196.6175227390
187	return	197.4510411990
188	trial	198.1675172990
189	return	199.4346165010
190	trial	200.2681383780
191	return	201.7016810390
192	trial	202.4184685260
193	return	203.1352098120
194	trial	203.8519758190
195	return	204.6188294700
196	rest	205.3354811850
197	cue	217.3540240510
198	trial	217.8707745060
199	return	219.4098297110
200	trial	220.1262433530
201	return	221.3425327900
202	trial	222.0590257280
203	return	222.8253313340
204	trial	223.5418107610
205	return	224.2582672020
206	trial	224.9745957810
207	return	227.1572873510
208	trial	227.8736388540
209	return	228.9564831340
210	trial	229.6730479920
211	return	230.4894567000
212	trial	231.2062090830
213	return	231.9563042290
214	trial	232.6731093580
215	return	233.9898898020
216	trial	234.7066418120
217	return	235.7402584180
218	trial	236.4569919670
219	return	237.3404309490
220	trial	238.0572410830
221	return	238.7738559380
222	trial	240.1908068290
223	return	241.0410047970
224	trial	241.7576865510
225	return	242.8913065720
226	trial	243.6081164660
227	return	244.5082421230
228	trial	245.2345450440
229	return	245.9917724660
230	trial	246.7085301690
231	return	248.0586941590
232	trial	248.7832501820
233	return	249.4997510830
234	trial	250.3494336070
235	return	251.2157373320
236	trial	251.8822773130
237	return	253.0819736510
238	trial	253.9482652450
239	return	255.1644201150
240	trial	255.9641773900
241	return	257.0638763130
242	trial	257.9303188060
243	return	258.9964916040
244	trial	259.7129308950
245	return	260.8292708690
246	trial	261.4623041310
247	return	263.1951106560
248	trial	264.0281418720
249	return	264.8280058430
250	trial	265.5447744160
251	return	266.8115762470
252	trial	267.6118012230
253	return	268.7786174510
254	trial	269.4121085110
255	return	270.5622589550
256	trial	271.3957269120
257	return	272.2125021270
258	trial	272.9292558450
259	return	273.9127270940
260	trial	274.6294228080
261	return	275.5129476700
262	trial	276.4131881650
263	return	277.4465980810
264	trial	278.1967167740
265	return	278.9800809550
266	trial	279.7062260680
267	return	280.5639360440
268	trial	281.2805410840
269	return	282.2806057640
270	trial	283.1384301460
271	return	284.0047724030
272	trial	284.7310760810
273	return	285.9374762480
274	trial	286.6538271260
275	return	287.6201738110
276	trial	288.3368066960
277	return	289.1363229260
278	trial	289.8861482380
279	return	290.7524411400
280	trial	291.4689751890
281	return	292.5352791880
282	trial	293.3350245720
283	return	294.3513119430
284	trial	295.1676266210
285	return	296.0174276090
286	trial	296.7338066350
287	return	298.3499298830
288	trial	298.9832337180
289	return	299.9166351640
290	trial	300.6335160120
291	return	301.5169570500
292	trial	302.2339096210
293	return	303.1171303470
294	rest	303.8339973370
295	cue	315.8524705390
296	trial	316.3691767510
297	return	317.3769140260
298	trial	318.0932969510
299	return	319.1762545130
300	trial	319.8928043360
301	return	320.6199893190
302	trial	321.3367879590
303	return	322.0585545630
304	trial	322.7750265160
305	return	323.7581270900
306	trial	324.4745080010
307	return	326.2071890350
308	trial	326.9736904410
309	return	327.7567614240
310	trial	328.4731839310
311	return	329.7226996370
312	trial	330.4891364720
313	return	331.5221224590
314	trial	332.2551098940
315	return	333.2384100810
316	trial	333.9553501870
317	return	334.9887584400
318	trial	335.7888170350
319	return	336.5890060080
320	trial	337.3057345970
321	return	338.4892217720
322	trial	339.2060542940
323	return	340.1728375510
324	trial	340.8897392770
325	return	341.6230550230
326	trial	342.3398974850
327	return	343.3066254310
328	trial	344.0235016320
329	return	344.8569229130
330	trial	345.5736523910
331	return	346.9406774100
332	trial	347.5833477690
333	return	348.8408945730
334	trial	349.5576084920
335	return	350.5911779670
336	trial	351.3154843670
337	return	352.5649850980
338	trial	353.2814754260
339	return	354.2477570900
340	trial	355.0974484920
341	return	356.0970824130
342	trial	356.8136611850
343	return	357.6633005540
344	trial	358.3797379760
345	return	359.4460238050
346	trial	360.1957914000
347	return	361.2954428650
348	trial	362.0617808830
349	return	363.0447826520
350	trial	363.7613012780
351	return	364.6442303820
352	trial	365.3606381030
