Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.5336	4	1.1553	0.000000	1.117309e+00	1.104320e+02	5.067722e+00	57.1697	1	1
1	0	1.8528	4	0.5205	0.000000	4.060410e-02	7.655658e+00	1.015691e+00	100.0000	1	0
2	1	2.5876	1	0.9541	-0.036825	4.244302e+00	4.100320e+02	1.008744e+01	78.5735	1	1
2	0	3.6730	1	0.5868	0.000000	1.742341e+00	3.226771e+02	2.797333e+00	53.8273	1	0
3	1	4.4078	2	0.9204	-0.028713	9.649151e-01	9.397910e+01	2.797281e+00	100.0000	1	1
3	0	5.4597	2	0.4532	0.000000	3.126272e+00	6.129928e+02	4.828650e+00	54.6072	1	0
4	1	6.2112	3	0.9544	-0.023742	9.014414e-01	8.689139e+01	2.288983e+00	100.0000	1	1
4	0	7.2966	3	0.5535	0.000000	3.058981e+00	5.739972e+02	4.320853e+00	55.9867	1	0
5	1	8.0481	4	0.9543	0.000000	1.223164e-14	1.170025e-12	2.342886e-14	100.0000	1	1
5	0	9.1502	4	0.5701	0.000000	1.099154e-01	2.323711e+01	1.017413e+00	84.2406	1	0
6	1	9.9016	1	1.1214	0.000000	2.938916e+00	2.833667e+02	1.751226e+01	71.8834	1	1
6	0	11.1708	1	0.5202	0.000000	5.289474e-15	1.041540e-12	6.604944e-15	55.2972	1	0
7	1	11.9223	3	0.9875	0.000000	6.076605e-03	5.797153e-01	7.631754e-01	84.7962	1	1
7	0	13.0411	3	0.3363	0.000000	6.629381e-02	1.263215e+01	1.271845e+00	69.0308	1	0
8	1	13.7925	2	0.7871	0.000000	1.214211e-14	1.164550e-12	2.595644e-14	100.0000	1	1
8	0	14.7111	2	0.4198	0.000000	2.087575e-14	4.222131e-12	2.757652e-14	53.9623	1	0
9	1	15.4625	3	1.0377	-0.039662	5.068023e+00	4.924768e+02	1.008794e+01	39.4999	1	1
9	0	16.6314	3	0.5202	0.000000	2.191659e+00	4.476321e+02	3.813661e+00	56.3129	1	0
10	1	17.3830	2	0.9373	0.000000	1.213955e-14	1.170481e-12	2.601875e-14	100.0000	1	1
10	0	18.4516	2	0.6201	0.000000	2.265590e-14	4.789661e-12	2.832425e-14	54.5126	1	0
11	1	19.2031	4	1.1711	-0.021161	3.050597e+00	2.932931e+02	5.056943e+00	47.3384	1	1
11	0	20.5390	4	0.4031	0.000000	3.046702e+00	5.907677e+02	9.526444e+00	91.7536	1	0
