Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.5332	4	1.2849	0.028564	7.061367e+00	8.881495e+02	1.009754e+01	22.3421	1	1
1	0	1.9666	4	0.5183	0.000000	3.055562e+00	5.771464e+02	4.593470e+00	100.0000	1	0
2	1	2.6834	1	0.4678	-0.159996	1.065720e+01	1.189098e+03	1.553781e+01	94.6497	1	1
2	0	3.4003	1	0.4011	0.000000	7.617693e+00	1.413724e+03	1.186973e+01	52.6639	1	0
3	1	4.1336	2	0.6679	-0.094589	5.338672e+00	5.356851e+02	1.299141e+01	6.7404	0	1
3	0	4.9337	2	0.3178	0.000000	1.399038e+01	2.835451e+03	2.242353e+01	54.8244	1	0
4	1	5.5672	3	0.6513	-0.080043	7.525097e+00	8.572020e+02	1.103225e+01	44.1114	1	1
4	0	6.3507	3	0.3180	0.000000	5.545033e+00	9.736854e+02	1.452310e+01	64.8026	1	0
5	1	7.0675	4	0.6345	-0.058756	6.502836e+00	6.203003e+02	1.589048e+01	6.8908	1	1
5	0	7.8509	4	0.3845	0.000000	7.078285e+00	1.270753e+03	9.797362e+00	75.0771	1	0
6	1	8.5676	1	0.5345	0.061257	5.311944e+00	6.279802e+02	1.218757e+01	20.0980	1	1
6	0	9.2844	1	0.3680	0.000000	4.942212e+00	8.740033e+02	6.303396e+00	84.2057	1	0
7	1	10.0129	3	0.7010	-0.015830	4.087641e+00	4.063988e+02	1.007385e+01	73.9596	1	1
7	0	10.8680	3	0.3844	0.000000	1.623764e+00	2.980137e+02	6.788562e+00	86.0847	1	0
8	1	11.5848	2	0.6346	0.070614	5.131805e+00	5.445896e+02	7.359305e+00	100.0000	1	1
8	0	12.3683	2	0.2844	0.000000	1.000879e+00	2.126472e+02	1.271934e+00	52.9248	1	0
9	1	13.0851	3	0.5516	0.090419	3.061071e+00	2.950535e+02	8.614372e+00	100.0000	1	1
9	0	13.8115	3	0.3177	0.000000	5.985867e+00	1.066126e+03	8.864749e+00	56.4198	1	0
10	1	14.5282	2	0.7178	0.177531	1.232440e+01	2.197784e+03	2.017775e+01	25.5019	1	1
10	0	15.3944	2	0.2847	0.000000	1.372430e+01	2.766503e+03	1.536616e+01	53.9856	1	0
11	1	16.1189	4	0.6845	0.026732	4.166012e+00	4.473560e+02	7.598980e+00	87.1453	1	1
11	0	16.9357	4	0.4678	0.000000	3.101577e+00	5.524729e+02	6.596507e+00	97.7715	1	0
12	1	17.6603	1	0.4677	-0.083793	6.228824e+00	6.059602e+02	8.360636e+00	94.9900	1	1
12	0	18.3767	1	0.2843	0.000000	2.566014e+00	4.568645e+02	3.559316e+00	55.2613	1	0
13	1	19.0932	3	0.5512	0.058756	4.301066e+00	4.107162e+02	8.588379e+00	75.6583	1	1
13	0	19.8097	3	0.4008	0.000000	1.179065e+01	2.091890e+03	1.669604e+01	64.6314	1	0
14	1	20.5260	4	0.6674	0.066216	9.952605e+00	9.911495e+02	1.672155e+01	88.8603	1	1
14	0	21.3424	4	0.4343	0.000000	2.976270e+00	5.234378e+02	9.426366e+00	86.3814	1	0
15	1	22.0589	2	0.6009	0.007653	6.848900e+00	6.997636e+02	1.008794e+01	39.9640	1	1
15	0	22.8086	2	0.2843	0.000000	8.180818e+00	1.666269e+03	1.237462e+01	58.8215	1	0
16	1	23.5250	1	0.4176	-0.031652	2.652376e+00	2.568785e+02	4.259044e+00	1.2695	1	1
16	0	24.2415	1	0.2512	0.000000	4.628249e+00	8.357413e+02	1.184341e+01	93.5626	1	0
17	2	37.5055	2	0.8846	-0.039144	7.418488e+00	7.313237e+02	1.810346e+01	81.4852	1	1
17	0	38.5223	2	0.4345	0.000000	1.090905e+01	2.218635e+03	1.413257e+01	54.5993	1	0
