Event Number	Event Type	Onset
1	cue	0.0164960980
2	trial	0.5495594870
3	return	1.4659840710
4	trial	2.1158804740
5	return	2.8425292030
6	trial	3.4759692340
7	return	4.1927502491
8	trial	4.8315069460
9	return	5.7977609150
10	trial	6.5976528490
11	return	7.6138776940
12	trial	8.3304126001
13	return	9.1468762830
14	trial	9.8631837671
15	return	10.8788738280
16	trial	11.5953678340
17	return	12.3118048920
18	trial	13.0288060900
19	return	14.0451107491
20	trial	14.7615247481
21	return	15.4779819180
22	trial	16.1945989900
23	return	17.0447110020
24	trial	17.7614490860
25	return	18.5448513760
26	trial	19.2617630090
27	return	20.2452348270
28	trial	20.9953100600
29	return	22.0454142890
30	trial	22.7621552630
31	return	23.4789474120
32	trial	24.1291050591
33	return	24.9125157740
34	rest	25.6293207550
35	cue	37.6477967390
36	trial	38.1646377160
37	return	39.0032917110
38	trial	39.7197860901
39	return	40.6028019991
40	trial	41.3186908250
41	return	42.2017506730
42	trial	42.9181735910
43	return	43.8511973331
44	trial	44.6174891241
45	return	46.0337408030
46	trial	46.7501018021
47	return	47.4666301031
48	trial	48.1837125870
49	return	49.1666166091
50	trial	49.8824811260
51	return	50.5992774580
52	trial	51.3160290851
53	return	52.0834176571
54	trial	52.8001333011
55	return	53.5336916260
56	trial	54.2504085751
57	return	54.9670485980
58	trial	55.6838992210
59	return	56.8174551490
60	trial	57.4508327100
61	return	58.7176295180
62	trial	59.4345287191
63	return	60.1513283181
64	trial	60.8013633840
65	return	62.6017489770
66	trial	63.2451291741
67	return	64.0685392420
68	trial	64.7853325111
69	return	65.7855723150
70	trial	66.5108226070
71	return	67.2605786520
72	trial	67.9764484410
73	return	68.7019676811
74	trial	69.4187807600
75	return	70.2762148110
76	trial	70.9927206740
77	return	71.7089939461
78	trial	72.4255929070
79	return	73.2745595321
80	trial	73.9909611481
81	return	74.7074680610
82	trial	75.4745174301
83	return	76.1903668290
84	trial	76.9067798430
85	return	77.6366709081
86	trial	78.5901363400
87	return	79.8556958741
88	trial	80.5721492660
89	return	81.2891302491
90	trial	82.0050421071
91	return	83.1552346391
92	trial	83.9544574401
93	return	84.6712436221
94	trial	85.3877935810
95	return	86.1053399630
96	trial	86.8220410420
97	return	87.6389636931
98	trial	88.3556189680
99	return	89.1557262801
100	trial	89.8725088991
101	return	90.5893243360
102	trial	91.2393557071
103	return	92.0395156400
104	trial	92.7562626090
105	return	93.4729704551
106	trial	94.2014710670
107	return	95.3734182500
108	trial	96.0901137891
109	return	96.8068949931
110	trial	97.4402834630
111	return	98.1668546071
112	trial	98.9571807841
113	return	99.8907496621
114	trial	100.6159724591
115	return	101.3576540151
116	trial	102.0744146510
117	return	102.7911038630
118	trial	103.5079863500
119	return	104.5979419301
120	trial	105.5810321111
121	return	106.4473438340
122	trial	107.1638452461
123	return	108.3468718000
124	trial	109.0632379451
125	return	110.1627798850
126	trial	110.8791542710
127	return	111.5956223180
128	trial	112.3120937691
129	return	113.0784729801
130	trial	113.8115514780
131	return	114.5280143210
132	rest	115.4276630670
133	cue	127.4449914390
134	trial	127.9617341510
135	return	128.0950354360
136	trial	129.3118733220
137	return	130.0286688880
138	trial	130.7557358390
139	return	131.6789871351
140	trial	132.3957317900
141	return	133.4292083411
142	trial	134.1547142541
143	return	134.8712093070
144	trial	135.5876088201
145	return	137.2202720291
146	trial	137.9464797000
147	return	138.7531046610
148	trial	139.4696068740
149	return	140.6857533311
150	trial	141.4688949500
151	return	142.3019168511
152	trial	143.0183705800
153	return	144.0014181311
154	trial	144.7178585831
155	return	145.4342970981
156	trial	146.0842130490
157	return	147.8666956681
158	trial	148.5498830121
159	return	149.3829205760
160	trial	150.1493435580
161	return	150.8657396090
162	trial	151.5822845340
163	return	152.2988179730
164	trial	153.0155264060
165	return	153.9490192180
166	rest	154.6659005621
167	cue	166.6843596990
168	trial	167.2010524390
169	return	168.0511385971
170	trial	168.7764424140
171	return	169.4928074951
172	trial	170.8424912441
173	return	171.5684315501
174	trial	172.2851952290
175	return	173.9246190910
176	trial	174.6411438381
177	return	175.8740653940
178	trial	176.6237051260
179	return	177.3402827301
180	trial	178.0567157801
181	return	178.7897177771
182	trial	179.5061631300
183	return	180.3891497230
184	trial	181.1056400980
185	return	182.0886129671
186	trial	182.7218592900
187	return	183.5214564000
188	trial	184.1878081351
189	return	184.9377175011
190	trial	185.6541042271
191	return	186.5039887010
192	trial	187.2209418861
193	return	187.9876610240
194	trial	188.6210017781
195	return	189.3378499991
196	trial	190.0379229210
197	return	190.9546892830
198	trial	191.6047952580
199	return	192.3215769770
200	trial	193.0383716200
201	return	193.7551389551
202	trial	194.4052367760
203	return	195.1220704131
204	trial	195.7554653040
205	return	196.4723620070
206	trial	197.1889574711
207	return	198.1891274530
208	trial	198.8893830021
209	return	199.6560383920
210	trial	200.3727555240
211	return	201.0988429020
212	trial	201.7320005901
213	return	202.6483751230
214	trial	203.5732976591
215	return	204.4144479820
216	trial	205.1307841931
217	return	206.7636773310
218	trial	207.4066788810
219	return	208.2792992680
220	trial	208.9962567911
221	return	209.7126505000
222	trial	210.4291484511
223	return	211.2787991550
224	trial	212.0114318470
225	return	212.8443586030
226	trial	213.5608031830
227	return	214.3604227970
228	trial	214.9936730621
229	return	215.7100347960
230	trial	216.4264901080
231	return	217.1595694351
232	trial	217.8765744551
233	return	218.5930617660
234	trial	219.2256135630
235	return	219.9919780630
236	trial	220.7088769380
237	return	221.5088981390
238	trial	222.2256137710
239	return	223.0095928430
240	trial	223.6763490400
241	return	224.4765872210
242	trial	225.1932431951
243	return	225.9100348360
244	trial	226.5602703231
245	return	227.3769213880
246	trial	228.0937811551
247	return	228.9105527850
248	trial	229.6273569270
249	return	230.3941544311
250	trial	231.2107989821
251	return	232.2610595550
252	trial	232.9778781941
253	return	233.7046856560
254	trial	234.4209903451
255	return	235.4108920870
256	trial	236.1277103050
257	return	236.9617350841
258	trial	237.8452753040
259	return	238.5696094311
260	trial	239.2861116930
261	return	240.0358512180
262	trial	240.7623593271
263	return	241.6013475381
264	rest	242.3177561780
265	cue	254.3477920700
266	trial	254.8645017201
267	return	255.8147219610
268	trial	256.5314787191
269	return	257.2981969391
270	trial	257.9816749400
271	return	258.7150795250
272	trial	259.4317821710
273	return	260.2652888930
274	trial	260.9821699380
275	return	261.8822336850
276	trial	262.5156424040
277	return	263.2658895220
278	trial	263.8992047090
279	return	264.6994254810
280	trial	265.4161055230
281	return	266.1437079140
282	trial	266.8600545560
283	return	271.8504286670
284	trial	272.5673310230
285	return	273.3079204421
286	trial	274.0410617311
287	return	274.8073033700
288	trial	275.4510120030
289	return	276.1677787950
290	trial	276.8844687920
291	return	277.7064589501
292	trial	278.4229059060
293	return	279.1394605170
294	trial	279.8557193960
295	return	280.6554375461
296	trial	281.3719224441
297	return	282.2715315750
298	rest	282.9881126240
299	cue	295.0207152710
300	trial	295.5373766890
301	return	296.3209072110
302	trial	297.0376822280
303	return	297.9545108230
304	trial	298.6713073021
305	return	299.3990869380
306	trial	300.1155266090
307	return	300.9548901641
308	trial	301.6716587921
309	return	302.8552713491
310	trial	303.5811245220
311	return	304.2974889370
312	trial	305.0140180390
313	return	305.7970545901
314	trial	306.4467661000
315	return	307.2465387360
316	trial	308.1294712861
317	return	309.1792784351
318	trial	309.8957392210
319	return	310.6230916281
320	trial	311.3398957010
321	return	312.1449005581
322	trial	312.8612865340
323	return	313.6444214880
324	trial	314.3606988271
325	return	315.0772750950
326	trial	315.7936206551
327	return	316.5267140020
328	trial	317.2430857681
329	return	318.0929546020
330	trial	318.8093227210
331	return	319.5258521180
332	trial	320.2421882360
333	return	320.9751755780
334	trial	321.6083576740
335	return	322.8916365771
336	trial	323.6084249830
337	return	324.4418725360
338	trial	325.1586490910
339	return	325.9588061121
340	trial	326.6755525151
341	return	327.3923049161
342	trial	328.1091134041
343	return	328.8258998170
344	trial	329.5427523610
345	return	330.4595471510
346	trial	331.1762746670
347	return	332.0430060581
348	trial	332.7597973511
349	return	333.5265679300
350	trial	334.2434278551
351	return	335.3435331300
352	trial	336.0603070151
353	return	336.9604417870
354	trial	337.6862801220
355	return	339.6022227660
356	trial	340.4687600210
357	return	341.2185170420
358	trial	341.9348844840
359	return	342.6514090131
360	trial	343.3781140370
361	return	344.2338938210
362	trial	344.9506162361
363	return	345.6669762101
364	trial	346.3832571370
365	return	347.1331676530
366	trial	347.8495606860
367	return	348.6492556360
368	trial	349.3657770701
369	return	350.0821893191
370	trial	350.7985374490
371	return	351.6482272340
372	trial	352.4479430991
373	return	353.1645666490
374	trial	354.0641893101
375	return	355.0304688000
376	trial	355.6635515450
377	return	356.5301223240
378	trial	357.2470453480
379	return	357.9637120981
380	trial	358.6803946340
381	return	359.3973083991
382	trial	360.0472802271
383	return	360.7975257210
384	trial	361.5142933980
385	return	362.2310099431
386	trial	362.9478187991
387	return	363.7145269651
388	trial	364.3813528421
389	return	365.0981274830
390	trial	365.8150005931
391	return	366.5432598511
392	trial	367.2596332211
393	return	367.9762138861
394	trial	368.6987253150
