Event Number	Event Type	Onset
1	cue	0.0160235930
2	trial	0.5335549960
3	return	1.8527866910
4	trial	2.5876117310
5	return	3.6729806740
6	trial	4.4077562180
7	return	5.4596766800
8	trial	6.2112058880
9	return	7.2965708590
10	trial	8.0481291900
11	return	9.1502324760
12	trial	9.9016406860
13	return	11.1707902520
14	trial	11.9223060760
15	return	13.0410682950
16	trial	13.7925106590
17	return	14.7111060070
18	trial	15.4624787680
19	return	16.6313622170
20	trial	17.3829949500
21	return	18.4516093870
22	trial	19.2030663750
23	return	20.5390202540
24	trial	21.2570829990
25	return	22.2256829270
26	trial	22.9770953130
27	return	23.8454692310
28	trial	24.5968976140
29	return	25.3650623890
30	trial	26.1165519650
31	return	26.8679030900
32	trial	27.6194031760
33	return	28.4210412620
34	trial	29.1725003470
35	return	30.0408952660
36	trial	30.7922319050
37	return	31.6440541390
38	trial	32.3953658950
39	return	33.2972307190
40	trial	34.0485972370
41	return	34.9169863570
42	trial	35.6684962820
43	return	36.4365866340
44	trial	37.1880945150
45	return	37.9227012460
46	trial	38.6742457410
47	return	39.4591953480
48	trial	40.2106104400
49	return	40.9453084570
50	trial	41.6968496140
51	return	42.4482811650
52	trial	43.1831012800
53	return	43.9344827250
54	trial	44.6692045650
55	return	45.4541921830
56	trial	46.2054649560
57	return	46.9403312270
58	trial	47.6918707640
59	return	48.5767368800
60	trial	49.3282873070
61	return	50.1132047670
62	trial	50.8648127780
63	return	51.7830520250
64	trial	52.5345404900
65	return	53.4529445510
66	trial	54.2045353360
67	return	55.0728338600
68	trial	55.8242899970
69	return	56.7092934050
70	trial	57.4608896840
71	return	58.2122111630
72	trial	58.9469115000
73	return	60.1159683870
74	trial	60.8674769270
75	return	61.6189038070
76	trial	62.3536506200
77	return	63.1051188050
78	trial	63.8399264490
79	return	64.6414861740
80	trial	65.3928131740
81	return	66.1945113350
82	rest	66.9459596490
83	cue	78.9692201270
84	trial	79.4869099090
85	return	80.7560951050
86	trial	81.5075715740
87	return	82.2589653550
88	trial	82.9937786340
89	return	83.9456802530
90	trial	84.6969947370
91	return	85.4151176580
92	trial	86.1665831630
93	return	86.9848485700
94	trial	87.7362825620
95	return	88.5044169520
96	trial	89.2560129570
97	return	89.9740172290
98	trial	90.7255457760
99	return	91.4769610510
100	trial	92.2284548780
101	return	93.0633272440
102	trial	93.8148213080
103	return	94.5496050420
104	trial	95.3010681510
105	return	96.0524737360
106	trial	96.7872746260
107	return	97.7057476070
108	trial	98.4571877590
109	return	99.2252206450
110	trial	99.9766915300
111	return	100.7782607440
112	trial	101.5298724740
113	return	102.2645722900
114	trial	103.0158785920
115	return	103.7674431000
116	trial	104.5022280490
117	return	105.2537913950
118	trial	106.0052378400
119	return	106.7400817470
120	trial	107.4914874780
121	return	108.2428037800
122	trial	108.9776209130
123	return	109.8125613800
124	trial	110.5641326440
125	return	111.3487815850
126	trial	112.1003870600
127	return	113.0689061770
128	trial	113.8204880630
129	return	114.8223115880
130	trial	115.5737213210
131	return	116.3920659880
132	trial	117.1435040570
133	return	117.9283183710
134	trial	118.6798469270
135	return	119.4146445910
136	trial	120.0825029030
137	return	121.1178794710
138	trial	121.8691995050
139	return	122.6040803540
140	trial	123.3556265850
141	return	124.1236817350
142	trial	124.8751466820
143	return	125.7769999570
144	trial	126.5284768090
145	return	127.2631781060
146	trial	128.0146300660
147	return	129.1834772530
148	trial	129.9349732290
149	return	130.6698008060
150	trial	131.4212506660
151	return	132.1727489060
152	trial	132.9073882140
153	return	133.6588620930
154	trial	134.3937827970
155	return	135.1952182340
156	trial	135.9467849550
157	return	136.8149716240
158	trial	137.5665170250
159	return	138.4015486010
160	trial	139.1529335930
161	return	139.8878241780
162	trial	140.6391830730
163	return	141.3905800510
164	trial	142.1254942090
165	return	142.9602468710
166	trial	143.7118568020
167	return	144.4465280690
168	trial	145.1980085580
169	return	145.9327472400
170	trial	146.6842493750
171	return	147.4357783710
172	trial	148.1705664030
173	return	148.9220334700
174	trial	149.6566704600
175	return	150.8756567610
176	trial	151.6272007370
177	return	152.3786150040
178	trial	153.1133121700
179	return	153.8648502540
180	trial	154.5996155500
181	return	155.3344118530
182	trial	156.0858235610
183	return	156.8207288260
184	trial	157.5721454820
185	return	158.3235206650
186	trial	159.0583168990
187	return	159.8432286740
188	trial	160.5945612560
189	return	161.4295294320
190	trial	162.1811224620
191	return	163.0660850900
192	trial	163.9177671640
193	return	164.7361084580
194	trial	165.4874791230
195	return	166.3725213360
196	trial	167.1240105540
197	return	168.3262560970
198	trial	169.0778147570
199	return	170.2634418140
200	trial	171.0147736560
201	return	171.7329621210
202	trial	172.4843520860
203	return	173.2191686230
204	trial	173.9706299240
205	return	174.8390397190
206	trial	175.5904659520
207	return	176.4421021640
208	trial	177.1936393970
209	return	177.9282942550
210	trial	178.6797642120
211	return	179.5648707310
212	trial	180.3163083400
213	return	181.0510976550
214	trial	181.8025140130
215	return	182.5372909160
216	trial	183.2887667650
217	return	184.6078963150
218	trial	185.3594652480
219	return	186.1110541210
220	trial	186.8456024650
221	return	187.5971517400
222	trial	188.3319183980
223	return	189.1000891090
224	trial	189.8515183440
225	return	190.5862748410
226	trial	191.3377807140
227	return	192.0892216010
228	trial	192.8406658220
229	return	193.7925051470
230	trial	194.5439049860
231	return	195.4456378120
232	trial	196.1805049700
233	return	197.1156226870
234	trial	197.8671203150
235	return	198.6853960760
236	trial	199.4367929020
237	return	200.2550000450
238	trial	201.0065530900
239	return	201.7746543160
240	trial	202.5261877340
241	return	203.4945540770
242	trial	204.2462469410
243	return	205.2147343460
244	trial	205.9660501890
245	return	206.7009969320
246	trial	207.4524093730
247	return	208.2039106600
248	trial	208.9386291110
249	return	211.0260510120
250	trial	211.7775045280
251	return	212.5288772740
252	trial	213.2638224690
253	return	214.0150836060
254	trial	214.7666981320
255	return	215.8353301220
256	trial	216.5867658290
257	return	217.3049195830
258	trial	218.0563830760
259	return	218.7911086090
260	trial	219.5425650580
261	return	220.4109032840
262	trial	221.1625423820
