Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	-1.944552e+05	-3.141593e+00	7.243941e-15	7.153392e-13	1.226178e-14	6.759494e+01	0	0
2	1	4	6.674252e-01	-2.068074e+00	6.444565e+01	2.964500e+03	8.475000e+01	100	0	1
3	1	1	8.675682e-01	2.484345e+00	4.498501e+01	4.689688e+03	60	7.769784e+01	0	1
4	1	2	7.507757e-01	7.231948e-01	3.356189e+01	2.575875e+03	6.775000e+01	100	0	1
5	1	3	7.008189e-01	-7.911839e-02	1.017903e+00	9.950000e+01	7.750000e+00	100	1	1
6	1	1	1.017508e+00	6.123234e-17	2.783344e-15	2.929470e-13	5.832380e-15	100	1	1
7	1	4	9.507848e-01	2.449294e-16	1.434441e-14	1.559955e-12	2.663607e-14	100	1	1
8	1	2	6.840048e-01	3.374129e-01	1.514572e+01	1.370688e+03	3.175000e+01	100	0	1
9	1	3	7.006890e-01	-5.221885e-03	5.000000e-01	4.787500e+01	5.000000e-01	2.610966e-01	1	1
10	1	4	8.507830e-01	-2.197688e-01	2.350909e+01	2.262750e+03	2.475000e+01	2.259740e+01	0	1
11	1	1	7.503358e-01	1.180059e-01	4.370513e+00	4.261250e+02	1.150000e+01	100	1	1
12	1	2	7.503048e-01	1.224647e-16	6.315147e-15	6.236208e-13	1.209339e-14	100	1	1
13	1	1	8.836590e-01	1.664055e-01	9.248708e+00	8.948125e+02	1.625000e+01	9.069767e+01	0	1
14	1	3	7.172345e-01	-2.570688e-03	2.500000e-01	2.431250e+01	2.500000e-01	2.570694e-01	1	1
15	1	2	7.507042e-01	1.693468e-01	1.388342e+01	1.339750e+03	1.650000e+01	7.616580e+01	0	1
16	1	4	1.000493e+00	-2.080281e-01	1.703100e+01	1.613687e+03	2.025000e+01	5.092348e+01	0	1
17	2	2	1.050858e+00	1.224647e-16	6.323879e-15	6.197402e-13	1.200154e-14	100	1	1
18	2	4	8.839188e-01	2.449294e-16	1.270049e-14	1.247823e-12	2.406431e-14	100	1	1
19	2	1	8.341482e-01	-7.751783e-03	7.500000e-01	7.256250e+01	7.500000e-01	2.583979e-01	1	1
20	2	3	7.341264e-01	1.836970e-16	9.572899e-15	9.525035e-13	1.827785e-14	100	1	1
21	2	4	8.008718e-01	-7.518655e-03	7.500000e-01	7.481250e+01	7.500000e-01	2.506266e-01	1	1
22	2	2	8.339782e-01	1.224647e-16	6.477935e-15	6.445546e-13	1.218524e-14	100	1	1
23	2	3	6.839560e-01	-2.624666e-03	2.500000e-01	2.381250e+01	2.500000e-01	5.249344e-01	1	1
24	2	1	9.507958e-01	6.123234e-17	3.099220e-15	3.021739e-13	5.970153e-15	100	1	1
25	2	2	7.507832e-01	-5.089015e-03	5.000000e-01	4.912500e+01	5.000000e-01	2.544529e-01	1	1
26	2	4	1.033926e+00	2.449294e-16	1.201545e-14	1.150479e-12	2.345199e-14	100	1	1
27	2	1	7.336843e-01	3.824048e-01	2.655579e+01	2.409938e+03	3.650000e+01	7.961433e+01	0	1
28	2	3	7.171289e-01	-1.834800e-01	4.698454e+00	4.557500e+02	1.800000e+01	100	0	1
29	2	4	8.005625e-01	-2.538066e-03	2.500000e-01	2.462500e+01	2.500000e-01	2.538071e-01	1	1
30	2	2	7.836910e-01	1.224647e-16	6.095832e-15	5.806280e-13	1.166476e-14	100	1	1
31	2	3	7.335709e-01	-2.597397e-03	2.500000e-01	2.406250e+01	2.500000e-01	2.597403e-01	1	1
32	2	1	8.170781e-01	6.123234e-17	3.022746e-15	2.886722e-13	5.847688e-15	100	1	1
33	2	2	7.837133e-01	-5.263109e-03	5.000000e-01	4.750000e+01	5.000000e-01	2.631579e-01	1	1
34	2	4	8.337081e-01	2.449294e-16	1.230802e-14	1.196954e-12	2.381938e-14	100	1	1
35	2	1	8.668590e-01	-7.711929e-03	7.500000e-01	7.293750e+01	7.500000e-01	2.570694e-01	1	1
36	2	3	7.172841e-01	1.836970e-16	9.236771e-15	8.844208e-13	1.758899e-14	100	1	1
37	2	4	7.840163e-01	-2.557539e-03	2.500000e-01	2.443750e+01	2.500000e-01	2.557545e-01	1	1
38	2	2	7.841967e-01	1.224647e-16	6.644299e-15	6.893460e-13	1.270571e-14	100	1	1
39	2	3	7.173903e-01	1.836970e-16	9.569177e-15	9.473485e-13	1.818600e-14	100	1	1
40	2	1	9.342365e-01	6.123234e-17	3.220972e-15	3.261234e-13	6.199774e-15	100	1	1
41	2	2	8.174951e-01	-2.557539e-03	2.500000e-01	2.443750e+01	2.500000e-01	2.557545e-01	1	1
42	2	4	9.509104e-01	2.449294e-16	1.302036e-14	1.315056e-12	2.473787e-14	100	1	1
43	2	1	8.507571e-01	1.594391e-01	5.549623e+00	5.521875e+02	1.600000e+01	100	0	1
44	2	3	6.008668e-01	1.836970e-16	9.426102e-15	9.119753e-13	1.777269e-14	100	1	1
45	2	4	8.007196e-01	-1.728606e-01	6.189815e+00	5.849375e+02	1.650000e+01	100	0	1
46	2	2	6.506245e-01	-2.827010e-02	2.685733e+00	2.611875e+02	2.750000e+00	1.465296e+01	1	1
47	2	3	7.340146e-01	-1.362072e-01	4.985406e+00	4.910625e+02	1.350000e+01	100	1	1
48	2	1	7.842005e-01	6.123234e-17	3.104456e-15	3.042367e-13	6.000769e-15	100	1	1
49	2	2	8.176226e-01	-5.141343e-03	5.000000e-01	4.862500e+01	5.000000e-01	2.570694e-01	1	1
50	2	4	8.507530e-01	2.449294e-16	1.228330e-14	1.179197e-12	2.351322e-14	100	1	1
51	2	1	8.004123e-01	-7.633440e-03	7.500000e-01	7.368750e+01	7.500000e-01	2.544529e-01	1	1
52	2	3	6.838357e-01	1.836970e-16	9.436441e-15	9.271303e-13	1.804823e-14	100	1	1
53	2	4	7.503867e-01	-1.796284e-01	8.502558e+00	8.311250e+02	1.775000e+01	100	0	1
54	2	2	6.338724e-01	1.224647e-16	6.118585e-15	5.843249e-13	1.169538e-14	100	1	1
55	2	3	6.839912e-01	1.836970e-16	9.342457e-15	9.085540e-13	1.786454e-14	100	1	1
56	2	1	6.669671e-01	6.123234e-17	3.061457e-15	2.931345e-13	5.862997e-15	100	1	1
57	2	2	6.838749e-01	2.564097e-03	2.500000e-01	2.437500e+01	2.500000e-01	100	1	1
58	2	4	8.668721e-01	-1.702119e-01	5.880208e+00	5.645000e+02	1.650000e+01	100	0	1
59	2	1	7.335478e-01	3.922595e-01	2.032671e+01	1.854813e+03	3.775000e+01	100	0	1
60	2	3	6.171915e-01	-1.178721e-01	3.682237e+00	3.498125e+02	1.125000e+01	100	1	1
61	2	4	7.007722e-01	-1.404572e-01	9.150386e+00	8.898750e+02	1.375000e+01	7.634961e+01	1	1
62	2	2	7.008903e-01	1.224647e-16	6.570928e-15	6.488791e-13	1.209339e-14	100	1	1
63	2	3	9.007620e-01	-2.631573e-03	2.500000e-01	2.375000e+01	2.500000e-01	7.894737e-01	1	1
64	2	1	8.342277e-01	1.382206e-01	4.231627e+00	4.030625e+02	1.325000e+01	100	1	1
