Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.5495	4	4.5498	-0.037416	1.295970e+01	1.572789e+03	1.802556e+01	23.8532	1	1
1	0	5.2480	4	0.4845	0.000000	1.757275e+00	3.304409e+02	2.289060e+00	54.6496	1	0
2	1	5.9645	1	0.7510	0.038149	2.770325e+00	2.787065e+02	4.059014e+00	53.8417	1	1
2	0	6.8641	1	0.3846	0.000000	1.672787e+00	3.549636e+02	4.783607e+00	93.7894	1	0
3	1	7.5805	2	0.6175	-0.056091	9.050087e+00	9.681538e+02	1.942591e+01	13.5571	1	1
3	0	8.3303	2	0.3175	0.000000	7.680751e+00	1.355938e+03	7.859544e+00	53.7120	1	0
4	1	9.0470	3	1.2848	0.026589	8.134992e+00	9.975594e+02	1.296818e+01	74.0484	1	1
4	0	10.4804	3	0.7346	0.000000	7.810200e+00	1.392324e+03	8.867542e+00	54.7164	1	0
5	1	11.3640	4	0.8181	0.021161	7.659732e+00	7.713128e+02	1.314177e+01	1.9995	1	1
5	0	12.3307	4	0.3678	0.000000	3.312560e+00	5.944962e+02	6.070619e+00	78.5484	1	0
6	1	13.0475	1	0.6679	0.128911	1.283485e+01	1.264350e+03	1.497344e+01	79.9505	1	1
6	0	13.8476	1	0.5679	0.000000	5.985148e+00	1.167850e+03	9.877353e+00	53.3465	1	0
7	1	14.5645	3	0.7845	0.010695	1.289833e+00	1.227516e+02	3.049827e+00	72.1334	1	1
7	0	15.4812	3	0.6179	0.000000	4.044345e+00	6.969110e+02	1.258558e+01	61.5327	1	0
8	1	16.2314	2	0.5846	0.066746	6.779317e+00	6.475002e+02	7.102978e+00	98.8754	1	1
8	0	16.9649	2	0.4847	0.000000	4.343354e+00	7.417479e+02	4.573962e+00	55.6494	1	0
9	1	17.6817	3	1.6182	-0.064083	9.087319e+00	1.069743e+03	1.620923e+01	47.4161	1	1
9	0	19.4486	3	0.7179	0.000000	5.408113e+00	9.798533e+02	6.094379e+00	55.2203	1	0
10	1	20.3153	2	0.5015	0.048091	4.494769e+00	4.274738e+02	4.573962e+00	100.0000	1	1
10	0	21.0321	2	0.4182	0.000000	7.619467e+00	1.328147e+03	8.111264e+00	54.7496	1	0
11	1	21.7591	4	0.7841	-0.160833	6.055463e+00	5.829649e+02	1.531831e+01	100.0000	0	1
11	0	22.6990	4	0.4515	0.000000	1.392619e+01	2.519791e+03	1.533679e+01	54.8870	1	0
12	1	23.3325	1	0.9683	-0.039144	1.748636e+00	1.743878e+02	5.333401e+00	1.7016	1	1
12	0	24.4493	1	0.4514	0.000000	5.183718e+00	1.053732e+03	8.782960e+00	82.6420	1	0
13	1	25.1746	3	0.6679	0.108043	4.584657e+00	5.508113e+02	1.085907e+01	94.6245	1	1
13	0	25.9911	3	0.7008	0.000000	8.423009e+00	1.553979e+03	1.012486e+01	54.4680	1	0
14	1	26.8241	4	0.7009	0.032075	4.623691e+00	4.567148e+02	7.002871e+00	3.0721	1	1
14	0	27.6738	4	0.6011	0.000000	8.696399e+00	1.556997e+03	1.712492e+01	89.4903	1	0
15	1	28.4068	2	0.4843	0.177264	7.314499e+00	7.206413e+02	1.677791e+01	100.0000	0	1
15	0	29.1333	2	0.4012	0.000000	1.559793e+01	2.742046e+03	1.726551e+01	53.5193	1	0
16	1	29.7669	1	0.7680	0.125978	9.756785e+00	1.049855e+03	1.247314e+01	69.0630	1	1
16	0	30.6728	1	0.4679	0.000000	7.666716e+00	1.615399e+03	1.164214e+01	54.1728	1	0
17	3	43.9356	3	1.8347	-0.003814	1.918973e+01	1.996115e+03	3.751741e+01	85.0519	1	1
17	0	45.9026	3	0.8181	0.000000	2.756154e+00	5.173608e+02	9.510841e+00	99.3140	1	0
18	3	46.8694	2	0.4011	0.582355	3.146778e+01	2.553553e+03	5.232996e+01	100.0000	0	1
18	0	47.5862	2	0.6678	0.000000	1.937537e+01	4.181020e+03	4.007203e+01	52.4658	1	0
19	3	48.3863	4	0.5015	0.366997	1.561707e+01	1.414920e+03	3.493274e+01	94.4546	0	1
19	0	49.1031	4	0.9013	0.000000	2.107439e+01	4.846868e+03	3.873512e+01	78.1152	1	0
20	3	50.1532	1	0.4849	0.624587	2.976684e+01	2.888165e+03	5.578704e+01	100.0000	0	1
20	0	50.8700	1	1.1518	0.000000	2.323168e+01	6.131817e+03	4.985932e+01	80.1833	1	0
21	3	52.1702	2	0.5845	0.472840	3.460588e+01	2.981470e+03	5.194273e+01	91.3757	0	1
21	0	52.8870	2	0.6844	0.000000	2.118687e+01	3.847090e+03	3.229780e+01	49.2883	1	0
22	3	53.7038	4	1.2016	-0.075399	8.925977e+00	8.619054e+02	1.951340e+01	72.7858	1	1
22	0	55.0373	4	0.6848	0.000000	9.688542e+00	1.870192e+03	2.003307e+01	97.3097	1	0
23	3	56.0541	1	0.9516	0.312871	2.169844e+01	2.246547e+03	3.647660e+01	78.9876	0	1
23	0	57.1544	1	1.0681	0.000000	2.063801e+01	4.660454e+03	4.781101e+01	83.1568	1	0
24	3	58.3545	3	2.3515	0.023318	1.508963e+01	3.784909e+03	3.630713e+01	32.7268	1	1
24	0	60.8460	3	0.6177	0.000000	9.796453e+00	1.740232e+03	1.319242e+01	54.6348	1	0
25	3	61.6124	1	0.4842	0.551510	3.106536e+01	2.685850e+03	5.252047e+01	100.0000	0	1
25	0	62.3385	1	1.1349	0.000000	2.606645e+01	7.514287e+03	5.345558e+01	77.7417	1	0
26	3	63.6284	3	1.4505	-0.036198	1.275072e+01	1.319730e+03	2.543025e+01	55.3427	1	1
26	0	65.2111	3	0.8010	0.000000	4.104268e+00	7.844849e+02	1.770713e+01	95.9143	1	0
27	3	66.1442	2	0.4009	0.343745	1.897956e+01	2.001473e+03	3.590591e+01	96.5192	0	1
27	0	66.8606	2	0.4012	0.000000	9.363976e+00	1.661960e+03	2.999743e+01	59.8648	1	0
28	3	67.5058	4	0.6721	0.104151	8.451057e+00	9.367907e+02	1.514288e+01	87.7501	1	1
28	0	68.3101	4	0.7674	0.000000	1.070643e+01	2.378165e+03	2.817247e+01	87.3173	1	0
29	3	69.2098	3	1.7005	-0.161116	1.774341e+01	2.175622e+03	3.811007e+01	72.9055	1	1
29	0	71.0592	3	0.7008	0.000000	9.019247e+00	1.688873e+03	2.383926e+01	81.4986	1	0
30	3	72.1755	2	0.5178	-0.027758	5.199382e+00	5.014356e+02	1.050624e+01	6.4535	1	1
30	0	72.8919	2	0.3676	0.000000	6.844139e+00	1.204127e+03	1.082332e+01	100.0000	1	0
31	3	73.6084	1	0.6345	0.388654	1.966737e+01	2.407288e+03	3.692283e+01	100.0000	0	1
