Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	1.166820e+00	-9.065989e-02	4.178571e+00	4.021875e+02	8.750000e+00	9.740260e+01	1	1
2	1	4	8.503875e-01	7.878396e-02	8.863816e+00	8.420625e+02	9.000000e+00	8.789474e+01	1	1
3	1	1	7.337332e-01	2.634005e+00	2.230764e+01	1.935187e+03	4.825000e+01	100	0	1
4	1	2	5.837572e-01	-1.401758e+00	7.531250e+01	1.506250e+03	9.375000e+01	100	0	1
5	1	3	9.673698e-01	-3.738207e-01	1.572294e+01	1.525125e+03	3.550000e+01	100	0	1
6	1	1	-1.939257e+05	-3.141593e+00	1.732517e-15	1.888444e-13	3.413703e-15	5.114679e+01	0	0
7	1	4	1.117522e+00	-1.339449e-01	4.327541e+01	4.576375e+03	9.175000e+01	5.673759e+00	1	1
8	1	2	7.340605e-01	9.889306e-02	3.515013e+00	3.365625e+02	9.500000e+00	100	1	1
9	1	3	6.840530e-01	-3.848333e-01	1.925486e+01	1.732937e+03	3.625000e+01	100	0	1
10	1	4	9.507188e-01	-3.897086e-01	2.512946e+01	2.462687e+03	4.025000e+01	100	0	1
11	1	1	9.341412e-01	6.123234e-17	3.149305e-15	3.070572e-13	5.970153e-15	100	1	1
12	1	2	8.341847e-01	3.442187e-01	1.595620e+01	1.479938e+03	3.325000e+01	100	0	1
13	1	1	1.000802e+00	1.169573e-01	1.125000e+01	1.077188e+03	1.125000e+01	8.093995e+01	1	1
14	1	3	1.134342e+00	1.836970e-16	9.177432e-15	8.947997e-13	1.791046e-14	100	1	1
15	1	2	8.007532e-01	1.224647e-16	6.421742e-15	6.357524e-13	1.212400e-14	100	1	1
16	1	4	-1.939117e+05	2.449294e-16	1.015440e-14	8.098130e-13	1.953312e-14	100	1	0
17	2	2	9.503912e-01	5.181301e-03	8.290155e+00	8.000000e+02	1.175000e+01	1.036269e+00	1	1
18	2	4	-1.938964e+05	2.449294e-16	1.168142e-14	1.089293e-12	2.283966e-14	100	1	0
19	2	1	8.003471e-01	-5.221885e-03	5.000000e-01	4.787500e+01	5.000000e-01	2.610966e-01	1	1
20	2	3	1.000378e+00	1.836970e-16	9.342272e-15	9.225494e-13	1.814008e-14	100	1	1
21	2	4	-1.938922e+05	-6.211100e-03	5.000000e-01	4.025000e+01	5.000000e-01	3.105590e-01	1	0
22	2	2	7.174519e-01	1.224647e-16	6.349256e-15	6.142905e-13	1.184846e-14	100	1	1
23	2	3	1.084121e+00	-2.597397e-03	2.500000e-01	2.406250e+01	2.500000e-01	2.597403e-01	1	1
24	2	1	7.840783e-01	3.593629e-01	1.724730e+01	1.595375e+03	3.475000e+01	100	0	1
25	2	2	-1.938866e+05	-3.703687e-03	2.500000e-01	1.687500e+01	2.500000e-01	3.703704e-01	1	0
26	2	4	-1.938852e+05	2.449294e-16	8.707283e-15	5.964489e-13	1.677766e-14	100	1	0
27	2	1	8.174492e-01	-2.590668e-03	2.500000e-01	2.412500e+01	2.500000e-01	2.590674e-01	1	1
28	2	3	1.134274e+00	-1.906389e-01	1.236028e+01	1.232937e+03	1.925000e+01	6.641604e+01	0	1
29	2	4	-1.938810e+05	1.175116e-01	1.494792e+00	1.076250e+02	8.500000e+00	100	1	0
30	2	2	1.017589e+00	1.224647e-16	6.365001e-15	6.317264e-13	1.215462e-14	100	1	1
31	2	3	1.084143e+00	-5.181301e-03	5.000000e-01	4.825000e+01	5.000000e-01	2.590674e-01	1	1
32	2	1	7.340946e-01	1.754267e-01	8.092593e+00	7.647500e+02	1.675000e+01	100	0	1
33	2	2	8.007130e-01	-2.597397e-03	2.500000e-01	2.406250e+01	2.500000e-01	2.597403e-01	1	1
34	2	4	9.674254e-01	2.873366e-01	1.495976e+01	1.417438e+03	2.800000e+01	100	0	1
35	2	1	7.504736e-01	-2.610960e-03	2.500000e-01	2.393750e+01	2.500000e-01	2.610966e-01	1	1
36	2	3	9.337006e-01	1.836970e-16	9.316080e-15	9.153048e-13	1.804823e-14	100	1	1
37	2	4	1.000383e+00	-5.154594e-03	5.000000e-01	4.850000e+01	5.000000e-01	2.577320e-01	1	1
38	2	2	8.002701e-01	-2.531640e-03	2.500000e-01	2.468750e+01	2.500000e-01	2.531646e-01	1	1
39	2	3	9.671451e-01	1.836970e-16	7.519919e-15	9.700695e-13	1.800231e-14	100	1	1
40	2	1	8.338164e-01	6.123234e-17	3.075012e-15	2.952011e-13	5.878305e-15	100	1	1
41	2	2	7.337519e-01	2.617203e-02	2.413613e+00	2.305000e+02	2.500000e+00	100	1	1
42	2	4	8.671092e-01	2.449294e-16	1.234247e-14	1.206476e-12	2.394184e-14	100	1	1
43	2	1	8.835745e-01	6.123234e-17	3.145617e-15	3.098433e-13	6.031385e-15	100	1	1
44	2	3	8.338431e-01	1.836970e-16	9.290021e-15	9.127446e-13	1.804823e-14	100	1	1
45	2	4	1.000734e+00	5.221885e-03	5.000000e-01	4.787500e+01	5.000000e-01	100	1	1
46	2	2	5.840698e-01	-1.546269e-02	1.005155e-01	9.750000e+00	1.500000e+00	100	1	1
47	2	3	7.842764e-01	-3.743336e-01	1.839835e+01	1.674250e+03	3.575000e+01	100	0	1
48	2	1	7.007686e-01	6.123234e-17	3.162363e-15	3.114927e-13	6.031385e-15	100	1	1
49	2	2	7.340132e-01	-7.692156e-03	7.500000e-01	7.312500e+01	7.500000e-01	2.564103e-01	1	1
