Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.7587	3	0.9689	0.031016	5.151767e+00	6.055803e+02	1.059358e+01	20.1227	1	1
1	0	1.8747	3	0.6367	0.000000	4.465940e+00	1.035050e+03	7.340570e+00	76.7266	1	0
2	1	2.6760	4	1.4518	0.000000	1.329112e+01	1.297171e+03	2.335078e+01	43.5738	1	1
2	0	4.2928	4	0.3345	0.000000	1.032793e+00	2.066891e+02	3.980871e+00	100.0000	1	0
3	1	5.0098	1	0.8509	0.000000	3.290848e-15	3.298576e-13	6.137613e-15	100.0000	1	1
3	0	6.0090	1	0.3688	0.000000	5.254925e-15	1.148371e-12	6.963231e-15	52.0373	1	0
4	1	6.7263	2	0.8689	-0.082044	3.241402e+00	3.131469e+02	7.859969e+00	100.0000	1	1
4	0	7.7592	2	0.3858	0.000000	5.314841e+00	9.879626e+02	6.851336e+00	51.4639	1	0
5	1	8.4761	3	0.6687	-0.042641	7.027931e-01	6.698634e+01	4.066750e+00	100.0000	0	1
5	0	9.3106	3	0.4843	0.000000	1.432782e+01	3.462009e+03	2.496674e+01	53.1033	1	0
6	1	9.9435	1	0.9678	0.074727	4.412706e+00	4.186830e+02	7.103408e+00	100.0000	1	1
6	0	11.0603	1	0.4344	0.000000	1.031891e+01	1.898072e+03	1.959443e+01	81.7413	1	0
7	1	11.7766	4	1.3682	-0.018371	3.657321e-01	3.563252e+01	2.288940e+00	96.3323	1	1
7	0	13.2937	4	0.3190	0.000000	5.284986e+00	1.077433e+03	1.105075e+01	88.2647	1	0
8	1	14.0110	2	0.8504	0.005305	1.698137e-01	1.628660e+01	1.780493e+00	96.5352	1	1
8	0	15.0106	2	0.2977	0.000000	2.129098e+00	4.498889e+02	5.013066e+00	100.0000	1	0
9	1	15.7280	3	0.5508	0.000000	9.722310e-15	9.497802e-13	1.794551e-14	100.0000	1	1
9	0	16.4437	3	0.3355	0.000000	8.883354e-01	2.106457e+02	4.981114e+00	93.9853	1	0
10	1	17.1608	4	1.2853	0.000000	1.362934e+01	1.365928e+03	2.608847e+01	49.4059	1	1
10	0	18.6112	4	0.3183	0.000000	2.746324e+00	5.530058e+02	7.016655e+00	84.6984	1	0
11	1	19.3283	1	0.8345	0.000000	3.737199e+00	3.555824e+02	6.062183e+00	53.0950	1	1
11	0	20.3108	1	0.3352	0.000000	1.548335e+00	2.893474e+02	5.815192e+00	100.0000	1	0
12	1	21.0282	2	0.6848	0.000000	1.224246e-14	1.177289e-12	2.586297e-14	100.0000	1	1
12	0	21.8626	2	0.3175	0.000000	2.069791e-14	4.791708e-12	2.876043e-14	51.3187	1	0
13	1	22.5788	1	0.7186	0.073939	5.385224e+00	5.164518e+02	7.605731e+00	95.1691	1	1
13	0	23.4626	1	0.3518	0.000000	1.105891e+01	2.206450e+03	2.022713e+01	89.4760	1	0
14	1	24.1786	3	0.5517	0.000000	9.745676e-15	9.520629e-13	1.794551e-14	100.0000	1	1
14	0	24.8956	3	0.2847	0.000000	1.736464e-14	3.887504e-12	2.210475e-14	53.7500	1	0
15	1	25.6119	2	0.7697	0.000000	1.174927e-14	1.129861e-12	2.586297e-14	100.0000	1	1
15	0	26.5465	2	0.3006	0.000000	5.022893e-02	9.571709e+00	5.080646e-01	100.0000	1	0
16	1	27.2625	4	1.5511	0.000000	1.327221e+00	1.414199e+02	6.308964e+00	48.1509	1	1
16	0	28.9633	4	0.3848	0.000000	1.010212e+00	2.052470e+02	2.794453e+00	82.1780	1	0
17	3	35.2804	2	0.6518	0.662539	3.288486e+01	2.550094e+03	5.930922e+01	100.0000	0	1
17	0	36.0965	2	0.4184	0.000000	3.019940e+01	5.322241e+03	5.049902e+01	49.6304	1	0
18	3	36.7302	3	0.8853	0.383195	2.264994e+01	2.183764e+03	3.782636e+01	95.6062	0	1
18	0	37.7637	3	0.5354	0.000000	2.108835e+01	4.670720e+03	3.119345e+01	49.1355	1	0
19	3	38.4644	4	1.0188	0.149345	1.023147e+01	1.108978e+03	1.744297e+01	88.8193	1	1
19	0	39.6485	4	0.5173	0.000000	2.411488e+01	5.277162e+03	3.797551e+01	77.9708	1	0
20	3	40.3642	1	0.6857	0.523599	2.526516e+01	2.081837e+03	4.757339e+01	100.0000	0	1
20	0	41.1983	1	0.4186	0.000000	1.331320e+01	2.428527e+03	2.122686e+01	83.5097	1	0
21	3	41.8319	4	1.0005	-0.178775	1.400045e+01	1.398110e+03	2.750198e+01	84.5104	1	1
21	0	42.9822	4	0.5683	0.000000	2.215846e+01	4.997722e+03	5.507989e+01	79.9455	1	0
22	3	43.7148	3	0.6848	0.097976	2.493823e+01	2.382734e+03	4.439968e+01	83.2477	1	1
22	0	44.5485	3	0.3349	0.000000	1.108708e+01	2.055556e+03	3.065558e+01	77.1839	1	0
23	3	45.2651	1	1.1182	0.056756	1.766333e+01	1.992464e+03	3.727006e+01	58.5804	1	1
23	0	46.5315	1	0.5190	0.000000	1.016971e+01	2.099866e+03	1.181101e+01	84.1526	1	0
24	3	47.2485	2	0.9524	-0.045031	1.911610e+01	2.057158e+03	4.159491e+01	66.9472	1	1
24	0	48.3656	2	0.3688	0.000000	6.178833e+00	1.422874e+03	1.784589e+01	98.9505	1	0
25	3	49.0825	4	1.3182	0.065299	2.166752e+01	2.300058e+03	4.540249e+01	70.8514	1	1
25	0	50.5658	4	0.4359	0.000000	1.084847e+01	2.002802e+03	2.672670e+01	90.5688	1	0
