Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	1.135788e+00	-3.073591e-02	7.603236e+00	7.408255e+02	1.821191e+01	4.533245e+00	1	1
2	1	1	1.116697e+00	2.644647e-02	1.711816e+00	1.629820e+02	6.423828e+00	7.532079e+01	1	1
3	1	2	6.001197e-01	1.061809e-01	4.861261e+00	4.593132e+02	1.007031e+01	100	1	1
4	1	4	8.004131e-01	-3.374233e-02	3.159612e-01	3.006476e+01	3.211914e+00	9.890493e+01	1	1
5	1	1	9.008968e-01	1.445312e-02	3.096929e+00	3.107787e+02	7.799805e+00	4.985549e+01	1	1
6	1	4	7.844736e-01	-8.712434e-02	2.839232e+00	2.709026e+02	8.333984e+00	100	1	1
7	1	2	4.511954e-01	5.295178e-02	1.777148e+00	1.746585e+02	5.208984e+00	100	1	1
8	1	3	8.678550e-01	-2.998640e-02	3.371423e+00	3.217173e+02	5.125000e+00	3.876887e+01	1	1
9	1	4	6.673066e-01	8.319516e-02	5.131756e+00	4.922075e+02	1.060254e+01	9.022359e+01	1	1
10	1	3	8.173471e-01	-1.310007e-01	8.808794e+00	8.307536e+02	1.423926e+01	9.863005e+01	1	1
11	1	1	1.201024e+00	-2.584698e-02	1.975438e+00	2.014002e+02	3.385742e+00	9.166276e+01	1	1
12	1	2	5.001449e-01	3.132701e-01	1.873232e+01	1.732045e+03	2.995215e+01	100	0	1
13	1	3	6.349609e-01	-4.893022e-02	2.185354e+00	2.092327e+02	4.688477e+00	7.869055e+01	1	1
14	1	2	7.014395e-01	3.201023e-02	3.807647e+00	3.625371e+02	5.122070e+00	8.120167e+01	1	1
15	1	1	5.840127e-01	8.012156e-02	4.220753e+00	4.062104e+02	7.727539e+00	100	1	1
16	1	4	8.668053e-01	-7.578502e-02	2.352800e+00	2.259515e+02	7.291992e+00	9.349095e+01	1	1
17	2	2	6.683826e-01	1.342451e-02	3.260216e+00	3.253689e+02	4.031250e+00	8.381917e+01	1	1
18	2	4	7.004503e-01	-8.619478e-02	1.597187e+00	1.540459e+02	8.333984e+00	100	1	1
19	2	1	5.341408e-01	-7.258904e-02	1.813941e+00	1.754209e+02	7.032227e+00	100	1	1
20	2	3	7.342925e-01	-4.515038e-02	2.023944e+00	1.944963e+02	4.341797e+00	8.943031e+01	1	1
21	2	4	6.507819e-01	-7.265353e-03	1.743953e+00	1.666633e+02	2.431641e+00	9.155120e+01	1	1
22	2	2	5.669600e-01	5.132350e-02	2.419616e+00	2.330771e+02	4.948242e+00	100	1	1
23	2	3	7.177770e-01	2.702645e-02	1.966903e+00	1.902114e+02	2.614258e+00	100	1	1
