Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.5332	4	0.8179	-0.145247	1.170462e+01	1.317893e+03	2.317060e+01	10.3039	1	1
1	0	1.4835	4	0.5677	0.000000	1.258897e+01	2.417655e+03	2.136702e+01	85.2896	1	0
2	1	2.2002	1	0.4010	-0.156729	9.027219e+00	9.927309e+02	1.608224e+01	100.0000	0	1
2	0	2.9169	1	0.4013	0.000000	1.038859e+01	2.304298e+03	1.730884e+01	86.1522	1	0
3	1	3.5610	2	0.6013	-0.172300	1.288414e+01	1.264437e+03	1.714577e+01	12.8992	0	1
3	0	4.3170	2	0.3679	0.000000	1.597497e+01	3.130016e+03	1.755421e+01	52.4760	1	0
4	1	4.9506	3	0.8012	-0.148628	1.414007e+01	1.663413e+03	2.278774e+01	70.2545	1	1
4	0	5.9007	3	0.6011	0.000000	9.002431e+00	1.680864e+03	2.471239e+01	54.9173	1	0
5	1	6.6341	4	1.0180	0.037416	5.042075e+00	4.794014e+02	1.160163e+01	92.3103	1	1
5	0	7.8095	4	0.4843	0.000000	5.281580e+00	1.007595e+03	1.428028e+01	77.7816	1	0
6	1	8.5259	1	0.4181	-0.130150	8.302907e+00	8.272734e+02	1.261257e+01	100.0000	1	1
6	0	9.2424	1	0.4175	0.000000	5.984044e+00	1.288332e+03	1.368579e+01	91.2333	1	0
7	1	9.9588	3	0.9843	-0.058599	7.256528e+00	7.587142e+02	1.265776e+01	17.0677	1	1
7	0	11.0919	3	0.4675	0.000000	5.843572e+00	1.045168e+03	1.302606e+01	95.6736	1	0
8	1	11.8081	2	0.5177	-0.075771	9.808264e+00	1.054114e+03	1.484353e+01	55.1178	1	1
8	0	12.5350	2	0.3678	0.000000	9.332856e+00	1.822541e+03	1.506341e+01	88.0202	1	0
9	1	13.2519	3	0.7511	-0.068856	1.240175e+01	1.189551e+03	3.033161e+01	12.5978	1	1
9	0	14.1573	3	0.5343	0.000000	8.198124e+00	1.465175e+03	1.137307e+01	55.2926	1	0
10	1	14.8738	2	0.3675	-0.259479	1.695113e+01	1.737046e+03	2.532633e+01	100.0000	0	1
10	0	15.5902	2	0.4511	0.000000	2.207025e+01	4.174123e+03	3.879725e+01	67.6938	1	0
11	1	16.2233	4	0.6511	-0.218110	1.367813e+01	1.418993e+03	2.086357e+01	100.0000	0	1
11	0	17.0231	4	0.4675	0.000000	1.272501e+01	2.365590e+03	1.484344e+01	53.1856	1	0
12	1	17.6563	1	0.5510	0.263181	2.380362e+01	3.005661e+03	3.324539e+01	86.8365	1	1
12	0	18.3860	1	0.3043	0.000000	3.739682e+00	7.955875e+02	9.884669e+00	53.9071	1	0
13	1	19.1057	3	0.7844	-0.005333	4.223346e+00	4.099618e+02	4.999844e+00	27.9928	1	1
13	0	20.0221	3	0.4342	0.000000	4.441879e-01	7.863124e+01	2.781984e+00	95.6537	1	0
14	1	20.7385	4	0.6509	-0.284496	1.616827e+01	1.561557e+03	2.744166e+01	94.1921	1	1
14	0	21.5383	4	0.4012	0.000000	1.322379e+01	2.786936e+03	3.012121e+01	91.2000	1	0
15	1	22.2547	2	0.3015	-0.112307	5.485546e+00	5.533127e+02	1.137602e+01	100.0000	1	1
15	0	22.9710	2	0.3514	0.000000	5.723975e+00	1.089500e+03	7.822051e+00	75.9399	1	0
16	1	23.6875	1	0.6009	-0.089963	2.945767e+00	3.131117e+02	9.363318e+00	92.9818	1	1
16	0	24.4373	1	0.3675	0.000000	5.596722e+00	1.126438e+03	8.110460e+00	62.3084	1	0
17	3	37.6889	3	0.8679	0.033779	1.604151e+01	2.373211e+03	3.469473e+01	79.6073	1	1
17	0	38.6890	3	0.6346	0.000000	3.235702e+00	5.831722e+02	7.326422e+00	98.0017	1	0
18	3	39.4558	2	0.4345	0.468240	1.796686e+01	1.625513e+03	4.558206e+01	100.0000	0	1
18	0	40.1820	2	0.6513	0.000000	1.085435e+01	2.194148e+03	1.883498e+01	92.5239	1	0
19	3	40.9894	4	0.6512	0.207444	2.081495e+01	1.967079e+03	2.646817e+01	63.9181	0	1
19	0	41.7729	4	0.7678	0.000000	1.381403e+01	2.927563e+03	2.370036e+01	93.0693	1	0
20	3	42.6811	1	0.6847	0.240010	1.722054e+01	2.082621e+03	2.856000e+01	74.5409	0	1
20	0	43.5141	1	0.6012	0.000000	2.013798e+01	4.467223e+03	3.409871e+01	91.6040	1	0
21	3	44.3639	2	0.6010	0.007673	6.743512e+00	7.202261e+02	1.971793e+01	2.0864	1	1
21	0	45.0970	2	0.4345	0.000000	1.071089e+01	2.052890e+03	1.273812e+01	54.3041	1	0
22	3	45.8134	4	0.6678	0.158397	8.243573e+00	7.748874e+02	1.740294e+01	25.0649	1	1
22	0	46.6298	4	0.5177	0.000000	1.009673e+01	1.817206e+03	1.396113e+01	54.8640	1	0
23	3	47.3461	1	0.8512	0.526183	2.272435e+01	3.304217e+03	4.946624e+01	96.5252	0	1
23	0	48.3458	1	0.5343	0.000000	2.492276e+01	5.637799e+03	4.238126e+01	93.8074	1	0
24	3	49.0123	3	1.5340	0.034613	9.427740e+00	1.308533e+03	2.294481e+01	35.5885	1	1
24	0	50.6784	3	0.6177	0.000000	3.157402e+00	5.877367e+02	6.032416e+00	100.0000	1	0
25	3	51.4282	1	0.5680	0.453035	1.986552e+01	1.953820e+03	4.253625e+01	100.0000	0	1
25	0	52.1445	1	0.6842	0.000000	2.601110e+01	5.725327e+03	3.724108e+01	85.4350	1	0
26	3	52.9610	3	0.7178	0.121615	2.316190e+01	2.896448e+03	3.708028e+01	26.1997	1	1
26	0	53.8273	3	0.6012	0.000000	2.046596e+00	3.820617e+02	4.385792e+00	87.2152	1	0
27	3	54.5604	2	0.3511	0.171695	1.019018e+01	9.810003e+02	1.669073e+01	100.0000	0	1
27	0	55.2769	2	0.4344	0.000000	1.353864e+01	2.629002e+03	1.720998e+01	92.5539	1	0
28	3	55.9100	4	0.6177	0.113277	7.324987e+00	7.055698e+02	1.579622e+01	88.2811	1	1
28	0	56.6597	4	0.5512	0.000000	3.943339e+00	7.684234e+02	6.000526e+00	50.4300	1	0
29	3	57.3763	3	0.6344	0.121615	1.996886e+01	1.953775e+03	2.725239e+01	71.3004	1	1
29	0	58.1593	3	0.6180	0.000000	1.106041e+01	2.111560e+03	1.940953e+01	87.7945	1	0
30	3	58.9257	2	0.6344	0.221169	1.040766e+01	9.740146e+02	2.092823e+01	100.0000	1	1
30	0	59.6923	2	0.3513	0.000000	4.672153e+00	8.885656e+02	7.424740e+00	100.0000	1	0
31	3	60.4092	1	0.8845	0.171222	1.469368e+01	1.525543e+03	2.651939e+01	77.0150	0	1
31	0	61.4426	1	0.4010	0.000000	1.670878e+01	3.863566e+03	2.299553e+01	47.9391	1	0
32	3	62.0760	4	0.7178	0.099545	8.927965e+00	1.105893e+03	1.828652e+01	30.6603	1	1
32	0	62.9261	4	0.5345	0.000000	5.756886e+00	1.103282e+03	9.010323e+00	54.0894	1	0
33	3	63.6429	2	0.5345	0.131947	1.934206e+01	1.883971e+03	2.693486e+01	71.9541	1	1
33	0	64.3598	2	0.3344	0.000000	6.204725e+00	1.173141e+03	8.441345e+00	54.4894	1	0
34	3	65.0765	1	0.7679	0.255785	1.089283e+01	1.120632e+03	2.518573e+01	97.2310	0	1
34	0	65.9766	1	0.5845	0.000000	1.766995e+01	3.626304e+03	4.145266e+01	91.3428	1	0
35	3	66.6934	4	0.6179	0.011833	3.271271e+00	3.200390e+02	8.212613e+00	8.7072	1	1
35	0	67.4601	4	0.4512	0.000000	1.390210e+00	2.632470e+02	3.476872e+00	97.1427	1	0
36	3	68.1768	3	0.7180	0.092372	1.993773e+01	1.988259e+03	3.601307e+01	82.7882	1	1
36	0	69.0438	3	0.5511	0.000000	9.017656e+00	1.638976e+03	1.688547e+01	64.5724	1	0
