Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.7929	3	5.7387	0.000000	4.750140e-02	5.631780e+00	2.289628e+00	0.0000	1	1
1	0	6.7153	3	0.8864	0.000000	1.607352e-14	3.369463e-12	2.009523e-14	52.1845	1	0
2	1	7.7660	4	1.8529	-0.096809	1.022838e+01	1.051208e+03	1.621608e+01	44.7283	1	1
2	0	9.7661	4	0.7528	0.000000	7.190013e+00	1.635080e+03	1.013852e+01	52.8387	1	0
3	1	10.6828	1	4.9035	0.000000	2.076530e-01	2.917562e+01	4.070450e+00	0.0000	1	1
3	0	15.7515	1	0.6686	0.000000	5.394240e-15	1.099222e-12	6.745144e-15	54.0574	1	0
4	1	16.5839	2	1.5858	-0.002597	2.541488e-01	2.515120e+01	2.544031e-01	0.0000	1	1
4	0	18.3181	2	0.5018	0.000000	2.543944e-01	5.352299e+01	2.544024e-01	51.9944	1	0
5	1	19.0344	3	0.9023	0.000000	9.297317e-15	9.035318e-13	1.775858e-14	100.0000	1	1
5	0	20.0849	3	0.5685	0.000000	1.641020e-14	3.740627e-12	2.126356e-14	55.0223	1	0
6	1	20.8013	1	1.5363	0.002667	2.541750e-01	2.463649e+01	2.544031e-01	0.0000	1	1
6	0	22.5021	1	0.6022	0.000000	1.687786e-01	3.980325e+01	2.544026e-01	54.0453	1	0
7	1	23.2523	4	0.9187	-0.123755	6.013076e+00	6.223989e+02	1.383080e+01	87.2182	1	1
7	0	24.3350	4	0.4865	0.000000	1.159656e+01	2.805757e+03	1.665175e+01	54.0818	1	0
8	1	25.0518	2	0.9528	0.040382	1.831222e+00	1.889923e+02	4.067132e+00	100.0000	1	1
8	0	26.1689	2	0.3695	0.000000	7.250757e+00	1.830972e+03	1.012873e+01	61.5728	1	0
9	1	26.8852	3	0.8195	0.000000	1.003590e-14	1.028926e-12	5.088063e-01	0.0000	1	1
9	0	27.8696	3	0.5021	0.000000	7.638157e-02	1.605075e+01	2.544016e-01	72.3966	1	0
10	1	28.5862	4	0.8027	-0.147849	5.879926e+00	5.622950e+02	1.456650e+01	95.3462	0	1
10	0	29.5528	4	0.4853	0.000000	1.138208e+01	2.592151e+03	1.909181e+01	52.3948	1	0
11	1	30.1859	1	1.4023	0.000000	8.188906e-02	7.895644e+00	2.544018e-01	82.3215	1	1
11	0	31.7365	1	0.6192	0.000000	2.198841e-01	4.122719e+01	2.544023e-01	51.6959	1	0
12	1	32.5206	2	1.3849	0.000000	2.852053e-04	3.236048e-02	2.544031e-01	0.0000	1	1
12	0	34.0532	2	0.3356	0.000000	2.391663e-14	5.798496e-12	3.016242e-14	53.7251	1	0
13	1	34.7707	1	0.7688	0.097877	2.420729e+00	2.375506e+02	9.621049e+00	100.0000	1	1
13	0	35.6879	1	0.5854	0.000000	7.868635e+00	1.842774e+03	1.289820e+01	50.5627	1	0
14	1	36.4375	3	0.8360	0.000000	9.498719e-15	9.110219e-13	2.544031e-01	0.0000	1	1
14	0	37.4371	3	0.5197	0.000000	4.090464e-02	7.378114e+00	2.543978e-01	88.7161	1	0
15	1	38.1541	2	1.1532	0.005222	1.040684e-01	1.019287e+01	5.087993e-01	100.0000	1	1
15	0	39.4716	2	0.5011	0.000000	2.276693e+00	5.541462e+02	2.797789e+00	53.5023	1	0
16	1	40.1881	4	0.7855	-0.187862	7.406836e+00	7.523040e+02	1.824468e+01	100.0000	0	1
16	0	41.1383	4	0.4858	0.000000	1.332352e+01	2.936383e+03	1.933240e+01	53.6565	1	0
17	3	47.4052	2	2.8366	0.206656	2.325502e+01	2.425268e+03	3.860617e+01	48.8738	0	1
17	0	50.3899	2	0.6016	0.000000	1.384271e+01	2.679658e+03	2.228314e+01	62.3426	1	0
18	3	51.1393	3	0.8698	0.531351	2.449236e+01	2.270276e+03	4.988647e+01	100.0000	0	1
18	0	52.1729	3	0.8530	0.000000	3.620958e+01	7.206081e+03	5.609589e+01	48.8220	1	0
19	3	53.1901	4	1.7021	0.103402	1.572694e+01	1.756143e+03	3.355972e+01	65.3822	1	1
19	0	55.0404	4	0.8027	0.000000	1.390370e+01	3.000034e+03	2.498865e+01	92.1874	1	0
20	3	56.0077	1	1.9517	0.106860	2.117770e+01	2.306812e+03	4.309474e+01	69.9266	1	1
