Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	9.998158e-01	-3.141593e+00	9.252729e-15	8.952015e-13	1.777269e-14	100	0	1
2	1	4	-1.953177e+05	-2.079104e-01	1.166986e+01	1.064875e+03	1.925000e+01	100	0	0
3	1	1	-1.953163e+05	6.123234e-17	1.724729e-15	2.414621e-13	3.735173e-15	4.357143e+01	1	0
4	1	2	9.499401e-01	-8.837679e-02	8.750000e+00	8.640625e+02	8.750000e+00	1.085130e-15	1	1
5	1	3	-1.953135e+05	-7.027142e-01	1.947855e+01	1.645937e+03	2.075000e+01	3.609467e+01	0	0
6	1	1	-1.953121e+05	2.956027e+00	5.915934e+00	6.729375e+02	1.300000e+01	100	0	0
7	1	4	1.083798e+00	5.716456e-01	2.837278e+01	2.397500e+03	5.275000e+01	100	0	1
8	1	2	6.678208e-01	4.803127e-01	1.683683e+01	1.502688e+03	4.650000e+01	100	0	1
9	1	3	-1.953079e+05	-3.771795e-02	5.000000e-01	3.762500e+01	5.000000e-01	4.219269e+01	1	0
10	1	4	1.150967e+00	-7.042027e-01	3.124749e+01	2.335750e+03	6.350000e+01	100	0	1
11	1	1	-1.953051e+05	6.123234e-17	2.395037e-16	4.730198e-15	4.745506e-16	100	1	0
12	1	2	8.180620e-01	-5.264222e-01	2.830973e+01	2.399250e+03	4.925000e+01	100	0	1
13	1	1	7.175535e-01	6.123234e-17	3.163072e-15	3.099811e-13	6.000769e-15	100	1	1
14	1	3	9.007300e-01	1.836970e-16	9.371744e-15	9.090591e-13	1.781861e-14	100	1	1
15	1	2	1.167464e+00	3.914427e-01	2.400693e+01	2.166625e+03	3.725000e+01	100	0	1
16	1	4	1.000806e+00	-4.525983e-01	1.751992e+01	1.594312e+03	4.425000e+01	100	0	1
17	2	2	1.117709e+00	1.224647e-16	6.442704e-15	6.410490e-13	1.218524e-14	100	1	1
18	2	4	8.669943e-01	2.449294e-16	1.215824e-14	1.158072e-12	2.332952e-14	100	1	1
19	2	1	9.170696e-01	-4.987490e-03	5.000000e-01	5.012500e+01	5.000000e-01	2.493766e-01	1	1
20	2	3	6.670648e-01	-1.337151e-01	4.743655e+00	4.672500e+02	1.325000e+01	100	1	1
21	2	4	7.837056e-01	2.449294e-16	1.243222e-14	1.202817e-12	2.369692e-14	100	1	1
22	2	2	5.503891e-01	4.879765e-01	1.666642e+01	1.420813e+03	4.525000e+01	100	0	1
23	2	3	-1.952758e+05	1.836970e-16	3.908981e-15	4.720095e-13	8.220442e-15	100	1	0
24	2	1	7.836303e-01	1.415276e-01	4.716173e+00	5.576875e+02	1.350000e+01	100	1	1
25	2	2	7.004495e-01	1.224647e-16	6.120910e-15	5.845469e-13	1.169538e-14	100	1	1
26	2	4	5.837859e-01	2.449294e-16	1.241741e-14	1.192071e-12	2.351322e-14	100	1	1
27	2	1	7.506585e-01	-7.499859e-03	7.500000e-01	7.500000e+01	7.500000e-01	2.500000e-01	1	1
28	2	3	7.175794e-01	-1.368935e-01	5.332270e+00	5.225625e+02	1.350000e+01	100	1	1
29	2	4	8.675257e-01	-1.253041e-01	5.268638e+00	5.123750e+02	1.225000e+01	100	1	1
30	2	2	6.673598e-01	1.204665e-01	3.738816e+00	3.551875e+02	1.150000e+01	100	1	1
31	2	3	7.842669e-01	-3.128539e+00	1.250000e+00	1.196875e+02	1.250000e+00	100	0	1
32	2	1	-1.952632e+05	5.068057e-01	1.571070e+01	3.872688e+03	4.175000e+01	9.533469e+01	0	0
33	2	2	9.007148e-01	5.818509e-01	2.091298e+01	1.772375e+03	5.575000e+01	100	0	1
34	2	4	6.673427e-01	2.449294e-16	1.249618e-14	1.199633e-12	2.351322e-14	100	1	1
35	2	1	9.175877e-01	2.557539e-03	2.500000e-01	2.443750e+01	2.500000e-01	100	1	1
36	2	3	7.006213e-01	1.836970e-16	9.608465e-15	9.536401e-13	1.823193e-14	100	1	1
