Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	8.842069e-01	1.836970e-16	9.621074e-15	9.548916e-13	1.823193e-14	100	1	1
2	1	4	7.499259e-01	2.449294e-16	1.261402e-14	1.233020e-12	2.394184e-14	100	1	1
3	1	1	6.340851e-01	-5.128160e-03	5.000000e-01	4.875000e+01	5.000000e-01	2.564103e-01	1	1
4	1	2	6.504906e-01	-1.030891e-02	1.000000e+00	9.700000e+01	1	2.577320e-01	1	1
5	1	3	9.001413e-01	-3.141593e+00	9.363720e-15	9.129627e-13	1.791046e-14	100	0	1
6	1	1	7.670884e-01	6.123234e-17	2.890465e-15	2.962727e-13	5.878305e-15	100	1	1
7	1	4	6.340553e-01	-1.595813e-01	7.906332e+00	7.491250e+02	1.525000e+01	100	0	1
8	1	2	5.673267e-01	-6.387940e-01	2.342264e+01	1.797687e+03	5.700000e+01	100	0	1
9	1	3	1.017100e+00	1.836970e-16	9.317311e-15	9.061085e-13	1.786454e-14	100	1	1
10	1	4	8.838459e-01	-2.610960e-03	2.500000e-01	2.393750e+01	2.500000e-01	2.610966e-01	1	1
11	1	1	7.506152e-01	-5.154594e-03	5.000000e-01	4.850000e+01	5.000000e-01	2.577320e-01	1	1
12	1	2	6.008102e-01	-5.928671e-01	2.133006e+01	1.765062e+03	5.575000e+01	100	0	1
13	1	1	9.839980e-01	-9.688244e-02	3.939258e+00	3.850625e+02	9.500000e+00	100	1	1
14	1	3	7.841736e-01	1.836970e-16	9.398811e-15	9.163841e-13	1.791046e-14	100	1	1
15	1	2	7.676218e-01	1.224647e-16	6.365009e-15	6.333184e-13	1.218524e-14	100	1	1
16	1	4	7.341378e-01	2.449294e-16	1.380581e-14	1.473771e-12	2.614621e-14	100	1	1
17	2	2	8.173740e-01	-5.722671e-01	1.975153e+01	1.609750e+03	5.250000e+01	100	0	1
18	2	4	7.843303e-01	2.449294e-16	1.268164e-14	1.245971e-12	2.406431e-14	100	1	1
19	2	1	-1.954147e+05	-3.141593e+00	2.144121e-15	1.409760e-13	4.026026e-15	100	0	0
20	2	3	1.051018e+00	4.342443e-01	1.855929e+01	4.245438e+03	4.000000e+01	100	0	1
21	2	4	7.664285e-01	2.449294e-16	1.278101e-14	1.265320e-12	2.424801e-14	100	1	1
22	2	2	6.504193e-01	-4.896598e-01	1.706160e+01	1.488625e+03	4.650000e+01	100	0	1
23	2	3	-1.954091e+05	-8.657792e-03	5.000000e-01	2.887500e+01	5.000000e-01	4.329004e-01	1	0
24	2	1	7.170099e-01	6.123234e-17	3.120887e-15	3.042865e-13	5.970153e-15	100	1	1
25	2	2	7.330470e-01	-2.516900e-01	9.133117e+00	8.790625e+02	2.475000e+01	100	0	1
26	2	4	7.170269e-01	2.449294e-16	1.250898e-14	1.219626e-12	2.388061e-14	100	1	1
27	2	1	1.016418e+00	-5.101997e-03	5.000000e-01	4.900000e+01	5.000000e-01	2.551020e-01	1	1
28	2	3	8.003730e-01	1.836970e-16	9.375260e-15	9.140879e-13	1.791046e-14	100	1	1
29	2	4	9.346673e-01	-2.525247e-03	2.500000e-01	2.475000e+01	2.500000e-01	2.525253e-01	1	1
