Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	6.998984e-01	2.443610e-01	9.732940e+00	9.270625e+02	2.375000e+01	100	0	1
2	1	4	8.503428e-01	1.083819e-01	1.527979e+01	1.474500e+03	1.775000e+01	3.989637e+01	1	1
3	1	1	8.338386e-01	-4.062137e-01	1.867055e+01	1.703687e+03	3.925000e+01	100	0	1
4	1	2	7.670637e-01	-1.659717e-01	4.987944e+00	4.913125e+02	1.650000e+01	100	0	1
5	1	3	7.005942e-01	1.836970e-16	9.592937e-15	9.473026e-13	1.814008e-14	100	1	1
6	1	1	7.179180e-01	2.879629e-01	7.558424e+00	6.953750e+02	2.725000e+01	100	0	1
7	1	4	6.174782e-01	2.081699e-01	1.902941e+01	1.779250e+03	2.100000e+01	7.647059e+01	0	1
8	1	2	6.673657e-01	-2.192175e-01	9.270725e+00	8.946250e+02	2.150000e+01	100	0	1
9	1	3	-1.957926e+05	-2.479930e-01	1.040559e+01	2.700250e+03	2.325000e+01	8.631985e+01	0	0
10	1	4	7.507160e-01	-1.958484e-01	7.452413e+00	6.949375e+02	1.850000e+01	100	0	1
11	1	1	-1.957898e+05	-1.557255e-01	4.092150e+00	2.997500e+02	1.150000e+01	100	0	0
12	1	2	8.006913e-01	-1.796219e-01	1.139408e+01	1.082437e+03	1.725000e+01	6.605263e+01	0	1
13	1	1	8.008678e-01	-1.813273e-02	1.472798e+00	1.421250e+02	1.750000e+00	3.341969e+01	1	1
14	1	3	8.839587e-01	-1.655788e-01	1.112106e+01	1.498562e+03	1.575000e+01	4.768089e+01	0	1
15	1	2	7.839711e-01	1.912669e-01	9.311671e+00	8.776250e+02	1.825000e+01	100	0	1
16	1	4	6.341729e-01	-1.411863e-01	5.180203e+00	5.102500e+02	1.400000e+01	100	1	1
17	2	2	8.699588e-01	-1.165182e-01	5.776718e+00	5.675625e+02	1.150000e+01	8.167939e+01	1	1
18	2	4	6.164815e-01	-2.047809e-01	8.173077e+00	7.968750e+02	2.025000e+01	100	0	1
19	2	1	-1.957661e+05	1.150269e+00	8.685089e+00	1.463438e+03	4.025000e+01	100	0	0
20	2	3	-1.957647e+05	2.572279e+00	5.282167e-01	5.850000e+01	4.000000e+00	100	0	0
21	2	4	1.017399e+00	2.449294e-16	1.226831e-14	1.177758e-12	2.351322e-14	100	1	1
22	2	2	7.174089e-01	1.224647e-16	6.599067e-15	6.698053e-13	1.243017e-14	100	1	1
23	2	3	1.117532e+00	-7.164749e-02	4.876603e+00	5.705625e+02	7.500000e+00	7.991453e+01	1	1
24	2	1	7.008007e-01	6.123234e-17	3.300051e-15	3.324801e-13	6.169158e-15	100	1	1
25	2	2	8.508260e-01	4.867946e-02	1.075641e+00	1.048750e+02	4.750000e+00	100	1	1
26	2	4	5.006919e-01	5.508207e-02	5.204261e+00	5.191250e+02	5.500000e+00	100	1	1
27	2	1	5.842018e-01	-3.141593e+00	3.133801e-15	3.000614e-13	5.862997e-15	100	0	1
28	2	3	7.342157e-01	1.836970e-16	9.024684e-15	1.003996e-12	1.850747e-14	100	1	1
29	2	4	6.674693e-01	8.950382e-02	8.499359e+00	8.286875e+02	8.750000e+00	9.410256e+01	1	1
30	2	2	5.840798e-01	3.814405e-01	2.078726e+01	1.917625e+03	3.700000e+01	100	0	1
31	2	3	-1.957493e+05	7.300225e-01	1.414534e+01	3.302937e+03	5.325000e+01	100	0	0
32	2	1	7.176523e-01	6.123234e-17	3.069909e-15	2.947113e-13	5.878305e-15	100	1	1
33	2	2	-1.957465e+05	-1.037088e+00	1.790160e+01	2.524125e+03	3.425000e+01	4.716312e+01	0	0
34	2	4	1.034113e+00	2.819765e-02	2.701282e+00	2.633750e+02	2.750000e+00	100	1	1
35	2	1	8.841235e-01	-5.167913e-03	5.000000e-01	4.837500e+01	5.000000e-01	2.583979e-01	1	1
36	2	3	6.339574e-01	1.836970e-16	9.480833e-15	9.267515e-13	1.795638e-14	100	1	1
37	2	4	9.171595e-01	-2.609282e-01	1.194045e+01	1.140312e+03	2.550000e+01	100	0	1
38	2	2	6.670678e-01	-7.556531e-03	7.500000e-01	7.443750e+01	7.500000e-01	2.518892e-01	1	1
39	2	3	7.169647e-01	2.082754e-01	7.357603e+00	7.136875e+02	2.050000e+01	100	0	1
40	2	1	6.004456e-01	6.123234e-17	3.093106e-15	2.984847e-13	5.908921e-15	100	1	1
41	2	2	9.837593e-01	8.586431e-02	4.062658e+00	4.011875e+02	8.500000e+00	100	1	1
42	2	4	6.336986e-01	4.153454e-02	3.853247e+00	3.708750e+02	4.000000e+00	100	1	1
43	2	1	6.003650e-01	6.123234e-17	3.086229e-15	2.970496e-13	5.893613e-15	100	1	1
44	2	3	8.003010e-01	1.836970e-16	9.324418e-15	8.951441e-13	1.763491e-14	100	1	1
45	2	4	7.505351e-01	-1.230592e-01	4.853289e+00	4.610625e+02	1.175000e+01	100	1	1
46	2	2	5.674390e-01	-3.225656e-01	1.375340e+01	1.265312e+03	3.075000e+01	100	0	1
47	2	3	-1.957269e+05	1.836970e-16	8.595548e-15	2.264927e-12	1.680828e-14	3.472486e+01	1	0
48	2	1	7.674499e-01	-4.079368e-02	2.415816e+00	2.367500e+02	4.000000e+00	5.790816e+01	1	1
49	2	2	7.841028e-01	1.390460e-01	8.548982e+00	8.399375e+02	1.375000e+01	100	1	1
50	2	4	6.340307e-01	5.845749e-02	5.691476e+00	5.591875e+02	5.750000e+00	100	1	1
51	2	1	8.009521e-01	-2.355585e-02	1.935864e+00	1.848750e+02	2.250000e+00	2.774869e+01	1	1
52	2	3	6.508343e-01	1.836970e-16	9.935741e-15	1.005994e-12	1.859932e-14	100	1	1
53	2	4	7.841886e-01	7.204007e-02	7.000000e+00	6.790000e+02	7.000000e+00	100	1	1
54	2	2	6.507347e-01	3.083855e-02	2.765424e+00	2.689375e+02	3.000000e+00	100	1	1
55	2	3	1.050924e+00	-2.570128e-02	1.964481e+00	4.493750e+02	2.500000e+00	3.016393e+01	1	1
56	2	1	6.841527e-01	1.789438e-01	5.898579e+00	5.706875e+02	1.750000e+01	100	0	1
57	2	2	7.509677e-01	1.224647e-16	6.104029e-15	5.814087e-13	1.166476e-14	100	1	1
58	2	4	5.839448e-01	-1.152761e-01	4.173026e+00	3.964375e+02	1.100000e+01	100	1	1
59	2	1	-1.957101e+05	-5.314141e-02	3.255208e+00	7.421875e+02	5.000000e+00	4.462719e+01	1	0
60	2	3	7.335309e-01	-5.115045e-03	3.441476e-01	3.381250e+01	5.000000e-01	3.994911e+01	1	1
61	2	4	6.670038e-01	-1.712387e-01	8.626566e+00	8.605000e+02	1.725000e+01	100	0	1
62	2	2	5.670849e-01	-5.493745e-01	2.160641e+01	1.852750e+03	5.250000e+01	100	0	1
63	2	3	9.839181e-01	-3.136330e+00	5.000000e-01	4.750000e+01	5.000000e-01	100	0	1
64	2	1	1.033633e+00	6.123234e-17	3.028148e-15	2.884311e-13	5.832380e-15	100	1	1
