Event Number	Event Type	Onset
1	cue	0.0155926230
2	trial	0.7587462290
3	return	1.8746818320
4	trial	2.6759511990
5	return	4.2928331861
6	trial	5.0097822801
7	return	6.0090426351
8	trial	6.7263401890
9	return	7.7592430641
10	trial	8.4760691640
11	return	9.3106039721
12	trial	9.9434553741
13	return	11.0603440690
14	trial	11.7765977420
15	return	13.2937472870
16	trial	14.0109557330
17	return	15.0105618760
18	trial	15.7280235650
19	return	16.4436587130
20	trial	17.1608100161
21	return	18.6111905770
22	trial	19.3283085180
23	return	20.3108155420
24	trial	21.0281881180
25	return	21.8626448280
26	trial	22.5788429681
27	return	23.4626363410
28	trial	24.1785784020
29	return	24.8955794501
30	trial	25.6119174031
31	return	26.5465053001
32	trial	27.2625310750
33	return	28.9632808471
34	rest	29.7135438920
35	cue	34.7303604281
36	trial	35.2803955801
37	return	36.0965478891
38	trial	36.7301691960
39	return	37.7637156381
40	trial	38.4644303070
41	return	39.6484602430
42	trial	40.3642236640
43	return	41.1983342080
44	trial	41.8318574601
45	return	42.9821903551
46	trial	43.7148296260
47	return	44.5485131961
48	trial	45.2651287911
49	return	46.5314634400
50	trial	47.2484837100
51	return	48.3655557211
52	trial	49.0825382650
53	return	50.5657969400
54	trial	51.2832274700
55	return	51.9999445120
56	trial	52.6665437950
57	return	53.4496259690
58	trial	54.0835269761
59	return	54.8170367980
60	trial	55.5339960550
61	return	56.2510841060
62	trial	56.8844947150
63	return	57.7000967890
64	trial	58.5011811560
65	return	59.9508773381
66	trial	60.6672509240
67	return	62.1011843571
68	rest	62.8182129840
69	cue	67.8358638240
70	trial	68.3653812051
71	return	69.3355932900
72	trial	70.0695356170
73	return	70.8855981381
74	trial	71.6026860340
75	return	72.5198332911
76	trial	73.2366523130
77	return	73.9531957520
78	trial	74.6701048830
79	return	75.3863056210
80	trial	76.0202463950
81	return	76.7363504081
82	trial	77.4532889271
83	return	78.1871220310
84	trial	78.9046875271
85	return	79.6206170321
86	trial	80.3378302500
87	return	81.3042327410
88	trial	82.0209342270
89	return	82.7712282711
90	trial	83.4873138211
91	return	84.2050172491
92	trial	84.9221911840
93	return	85.8883525981
94	trial	86.6050335941
95	return	88.0890456201
96	trial	88.8053616161
97	return	89.6223900100
98	trial	90.3389770951
99	return	91.0562244271
100	trial	91.7730412631
101	return	92.6220843260
102	rest	93.3397056950
103	cue	98.3687864500
104	trial	98.9033983310
105	return	99.7741736080
106	trial	100.6908284201
107	return	101.7076686370
108	trial	102.4746392651
109	return	103.7241325220
110	trial	104.3580837471
111	return	105.2084805081
112	trial	105.9241762351
113	return	106.7914498760
114	trial	107.5083470211
115	return	108.2247145601
116	trial	108.9416043260
117	return	109.6579743931
118	trial	110.5259516330
119	return	111.3589643320
120	trial	111.9921231770
121	return	112.8256756690
122	trial	113.5420765991
123	return	114.6253309831
124	trial	115.3427682300
125	return	116.6927777220
126	trial	117.4094135971
127	return	119.2435263160
128	trial	119.9603233921
129	return	121.0441699270
130	trial	121.7599259730
131	return	123.3108346481
132	trial	123.9445376721
133	return	125.3609134360
134	trial	126.0772545451
135	return	127.4445222621
136	rest	128.1618871250
