Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.5331	4	0.9180	-0.104061	7.249438e+00	8.862254e+02	1.012108e+01	100.0000	1	1
1	0	1.5999	4	0.4846	0.000000	1.030956e+01	2.056108e+03	1.063289e+01	53.8223	1	0
2	1	2.3242	1	0.4177	0.021105	3.137612e+00	3.397921e+02	1.433118e+01	4.8522	1	1
2	0	3.0407	1	0.3176	0.000000	8.224255e+00	1.793034e+03	1.579018e+01	83.0305	1	0
3	1	3.7571	2	0.5843	0.058756	2.245993e+01	2.380915e+03	4.602941e+01	11.5994	1	1
3	0	4.4901	2	0.2011	0.000000	7.525703e-01	1.336320e+02	1.271909e+00	55.2981	1	0
4	1	5.2066	3	0.6843	-0.026660	7.166073e+00	6.903198e+02	1.154218e+01	72.6309	0	1
4	0	6.0396	3	0.5839	0.000000	9.689302e+00	1.796468e+03	1.483658e+01	52.2174	1	0
5	1	6.7555	4	0.5179	0.034561	2.520680e+00	2.624881e+02	3.305266e+00	100.0000	1	1
5	0	7.4720	4	0.3680	0.000000	4.258556e+00	8.182311e+02	5.575493e+00	76.4219	1	0
6	1	8.1883	1	0.3513	-0.007407	1.480948e+00	1.668315e+02	8.090739e+00	4.2704	1	1
6	0	8.9177	1	0.2887	0.000000	1.456373e+01	2.331446e+03	1.665056e+01	60.0389	1	0
7	1	9.6345	3	0.7048	0.061257	7.128157e+00	6.948650e+02	1.283821e+01	92.4410	1	1
7	0	10.4881	3	0.5507	0.000000	2.834204e+00	5.105278e+02	8.359465e+00	59.7994	1	0
8	1	11.2040	2	0.5514	0.013123	1.625979e+01	1.904250e+03	2.543904e+01	17.4609	1	1
8	0	11.9205	2	0.2176	0.000000	1.751284e+00	3.133564e+02	2.281103e+00	95.8717	1	0
9	1	12.6374	3	0.6512	0.259940	5.402300e+01	4.994856e+03	9.295629e+01	14.1681	1	1
9	0	13.4372	3	0.6006	0.000000	5.251211e+00	9.889061e+02	1.458103e+01	100.0000	1	0
10	1	14.2532	2	0.4174	-0.007874	6.130546e+00	7.107835e+02	1.577094e+01	4.1131	1	1
10	0	14.9693	2	0.0682	0.000000	2.618536e+00	2.953692e+02	5.822266e+00	100.0000	1	0
11	1	15.6858	4	0.8176	0.048091	1.621334e+01	1.560526e+03	2.453879e+01	68.7999	1	1
11	0	17.2859	4	0.4839	0.000000	5.854282e+00	1.102633e+03	9.620329e+00	57.5173	1	0
12	1	18.0020	1	0.6677	-0.002645	3.496439e+00	4.177182e+02	1.289548e+01	6.8362	1	1
12	0	18.8019	1	0.3348	0.000000	3.684704e+00	7.968760e+02	9.094127e+00	73.1831	1	0
13	1	19.5187	3	0.6518	-0.002667	3.001785e+00	2.998387e+02	6.424056e+00	30.7111	1	1
13	0	20.3027	3	0.6179	0.000000	5.773198e+00	1.022602e+03	2.056396e+01	60.9867	1	0
14	1	21.0529	4	0.5179	0.026589	1.949115e+00	1.894034e+02	7.008104e+00	3.7223	1	1
14	0	21.7697	4	0.3177	0.000000	9.663552e-01	1.809275e+02	1.526250e+00	54.8893	1	0
15	1	22.4865	2	0.3345	0.010443	8.403844e-01	8.230718e+01	1.271878e+00	88.8264	1	1
15	0	23.2033	2	0.0676	0.000000	4.042361e+00	2.265143e+02	5.238719e+00	85.2196	1	0
16	1	23.9367	1	0.4845	-0.052036	3.193937e+00	3.510362e+02	1.513133e+01	7.7676	1	1
16	0	24.6535	1	0.3514	0.000000	9.776951e+00	1.954008e+03	1.432060e+01	62.4100	1	0
17	3	37.9123	3	2.1837	0.014007	1.040289e+01	1.068164e+03	2.196669e+01	76.4462	1	1
17	0	40.2448	3	1.1510	0.000000	6.224052e+00	1.108263e+03	2.286867e+01	84.5009	1	0
18	3	41.5444	2	0.5845	0.481738	2.290316e+01	2.341917e+03	4.502641e+01	100.0000	0	1
18	0	42.2775	2	0.8347	0.000000	2.677373e+01	5.216305e+03	5.494236e+01	77.8720	1	0
19	3	43.2605	4	1.5506	0.102409	1.140826e+01	1.092970e+03	1.495677e+01	36.4303	1	1
19	0	44.9599	4	1.1344	0.000000	8.212131e+00	1.656104e+03	2.387338e+01	97.8690	1	0
20	3	46.2428	1	1.5006	0.040886	7.959206e+00	9.200177e+02	1.836900e+01	73.8725	1	1
20	0	47.8922	1	0.9007	0.000000	6.991815e+00	1.273167e+03	1.906557e+01	89.9900	1	0
21	3	48.9419	2	1.9172	-0.051576	6.372732e+00	7.330432e+02	1.927307e+01	35.5419	1	1
21	0	51.0078	2	0.8012	0.000000	2.200058e+01	4.208871e+03	5.046528e+01	71.8380	1	0
22	3	51.9410	4	1.4846	0.103639	9.972355e+00	9.889349e+02	1.277155e+01	50.2482	1	1
