Event Number	Event Type	Onset
1	cue	0.0240650340
2	trial	0.7737443279
3	return	2.5838273200
4	trial	3.6395350440
5	return	4.4724974940
6	trial	5.5715380970
7	return	6.2880427390
8	trial	7.0044482540
9	return	7.9047927470
10	trial	9.2369141430
11	return	10.1039675220
12	trial	10.8703868610
13	return	11.6028637500
14	trial	12.2526310741
15	return	13.7528009710
16	trial	14.8189003241
17	return	15.5353788630
18	trial	16.1686761330
19	return	16.8854225170
20	trial	17.6356591000
21	return	18.6364120800
22	trial	19.4697777660
23	return	20.3365456380
24	trial	21.5700857540
25	return	22.4702978480
26	trial	23.3870410480
27	return	24.1038203860
28	trial	24.7539720710
29	return	25.4707086990
30	trial	26.1875137649
31	return	27.2042489870
32	trial	28.1544878090
33	return	28.8809813689
34	trial	29.5973374920
35	return	30.3297991120
36	trial	31.0542332020
37	return	32.1798264920
38	trial	32.9296208960
39	return	33.6454490640
40	trial	34.6954769579
41	return	35.4120455800
42	trial	36.0556782950
43	return	36.7950493230
44	trial	37.5113872749
45	return	38.2278308281
46	trial	38.9608677550
47	return	39.8099411300
48	trial	40.5267130110
49	return	42.1922192210
50	trial	43.0752114489
51	return	43.7916356580
52	trial	44.5087812190
53	return	45.5916446970
54	trial	46.4580870970
55	return	47.1744913349
56	trial	48.2573862600
57	return	49.0739811820
58	trial	49.7907066190
59	return	50.5074724091
60	trial	51.2243467070
61	return	52.4077898799
62	trial	53.1246188669
63	return	53.9080547910
64	trial	54.6247530640
65	return	56.1750608539
66	trial	57.3253154500
67	return	58.0421227710
68	trial	58.6872487040
69	return	59.4035895780
70	trial	60.1200870899
71	return	61.1423720990
72	trial	61.8759146400
73	return	62.5926327769
74	trial	63.3928298360
75	return	64.1095783730
76	trial	64.8351305240
77	return	66.1180624200
78	trial	67.0010758570
79	return	67.7267492110
80	trial	68.4435484800
81	return	69.1603692260
82	trial	69.8835079020
83	return	72.0826397859
84	trial	72.9656472870
85	return	73.6822126750
86	trial	74.6152362670
87	return	75.3316726570
88	trial	76.2813047010
89	return	76.9976926270
90	trial	77.7141056410
91	return	78.8971172430
92	trial	79.6301386009
93	return	80.3798952220
94	trial	81.0963182600
95	return	81.8127878309
96	trial	82.5291827050
97	return	83.2458684450
98	rest	83.9959520220
