Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	-1.856608e+05	0	0	0	0	0	1	0
2	1	4	-1.856594e+05	0	0	0	0	0	1	0
3	1	1	-1.856580e+05	0	0	0	0	0	1	0
4	1	2	-1.856566e+05	0	0	0	0	0	1	0
5	1	3	-1.856552e+05	0	0	0	0	0	1	0
6	1	1	-1.856538e+05	0	0	0	0	0	1	0
7	1	4	-1.856524e+05	0	0	0	0	0	1	0
8	1	2	-1.856510e+05	0	0	0	0	0	1	0
9	1	3	-1.856496e+05	0	0	0	0	0	1	0
10	1	4	-1.856482e+05	0	0	0	0	0	1	0
11	1	1	-1.856468e+05	0	0	0	0	0	1	0
12	1	2	-1.856454e+05	0	0	0	0	0	1	0
13	1	1	-1.856440e+05	0	0	0	0	0	1	0
14	1	3	-1.856426e+05	0	0	0	0	0	1	0
15	1	2	-1.856412e+05	0	0	0	0	0	1	0
16	1	4	-1.856398e+05	0	0	0	0	0	1	0
17	3	2	-1.856252e+05	0	0	0	0	0	1	0
18	3	3	-1.856231e+05	0	0	0	0	0	1	0
19	3	4	-1.856210e+05	0	0	0	0	0	1	0
20	3	1	-1.856189e+05	0	0	0	0	0	1	0
21	3	4	-1.856168e+05	0	0	0	0	0	1	0
22	3	3	-1.856147e+05	0	0	0	0	0	1	0
23	3	1	-1.856126e+05	0	0	0	0	0	1	0
24	3	2	-1.856105e+05	0	0	0	0	0	1	0
25	3	4	-1.856084e+05	0	0	0	0	0	1	0
26	3	2	-1.856063e+05	0	0	0	0	0	1	0
27	3	1	-1.856042e+05	0	0	0	0	0	1	0
28	3	3	-1.856021e+05	0	0	0	0	0	1	0
29	3	2	-1.856000e+05	0	0	0	0	0	1	0
30	3	3	-1.855979e+05	0	0	0	0	0	1	0
31	3	4	-1.855958e+05	0	0	0	0	0	1	0
32	3	1	-1.855937e+05	0	0	0	0	0	1	0
33	3	2	-1.855916e+05	0	0	0	0	0	1	0
34	3	4	-1.855895e+05	0	0	0	0	0	1	0
35	3	1	-1.855874e+05	0	0	0	0	0	1	0
36	3	3	-1.855853e+05	0	0	0	0	0	1	0
37	3	4	-1.855832e+05	0	0	0	0	0	1	0
38	3	2	-1.855811e+05	0	0	0	0	0	1	0
39	3	3	-1.855790e+05	0	0	0	0	0	1	0
40	3	1	-1.855769e+05	0	0	0	0	0	1	0
41	3	4	-1.855748e+05	0	0	0	0	0	1	0
42	3	1	-1.855727e+05	0	0	0	0	0	1	0
43	3	3	-1.855706e+05	0	0	0	0	0	1	0
44	3	2	-1.855685e+05	0	0	0	0	0	1	0
45	3	4	-1.855664e+05	0	0	0	0	0	1	0
46	3	3	-1.855643e+05	0	0	0	0	0	1	0
47	3	1	-1.855622e+05	0	0	0	0	0	1	0
48	3	2	-1.855601e+05	0	0	0	0	0	1	0
49	1	1	-1.855462e+05	0	0	0	0	0	1	0
50	1	4	-1.855448e+05	0	0	0	0	0	1	0
51	1	2	-1.855434e+05	0	0	0	0	0	1	0
52	1	3	-1.855420e+05	0	0	0	0	0	1	0
53	1	4	-1.855406e+05	0	0	0	0	0	1	0
54	1	3	-1.855392e+05	0	0	0	0	0	1	0
55	1	1	-1.855378e+05	0	0	0	0	0	1	0
56	1	2	-1.855364e+05	0	0	0	0	0	1	0
57	1	1	-1.855350e+05	0	0	0	0	0	1	0
58	1	2	-1.855336e+05	0	0	0	0	0	1	0
59	1	3	-1.855322e+05	0	0	0	0	0	1	0
60	1	4	-1.855308e+05	0	0	0	0	0	1	0
61	1	4	-1.855294e+05	0	0	0	0	0	1	0
62	1	2	-1.855280e+05	0	0	0	0	0	1	0
63	1	3	-1.855266e+05	0	0	0	0	0	1	0
64	1	1	-1.855252e+05	0	0	0	0	0	1	0
65	3	3	-1.855106e+05	0	0	0	0	0	1	0
66	3	4	-1.855085e+05	0	0	0	0	0	1	0
67	3	2	-1.855064e+05	0	0	0	0	0	1	0
68	3	1	-1.855043e+05	0	0	0	0	0	1	0
69	3	2	-1.855022e+05	0	0	0	0	0	1	0
70	3	4	-1.855001e+05	0	0	0	0	0	1	0
71	3	3	-1.854980e+05	0	0	0	0	0	1	0
72	3	1	-1.854959e+05	0	0	0	0	0	1	0
73	3	4	-1.854938e+05	0	0	0	0	0	1	0
74	3	3	-1.854917e+05	0	0	0	0	0	1	0
75	3	2	-1.854896e+05	0	0	0	0	0	1	0
76	3	1	-1.854875e+05	0	0	0	0	0	1	0
77	3	3	-1.854854e+05	0	0	0	0	0	1	0
78	3	1	-1.854833e+05	0	0	0	0	0	1	0
79	3	4	-1.854812e+05	0	0	0	0	0	1	0
80	3	2	-1.854791e+05	0	0	0	0	0	1	0
81	3	2	-1.854770e+05	0	0	0	0	0	1	0
82	3	4	-1.854749e+05	0	0	0	0	0	1	0
83	3	1	-1.854728e+05	0	0	0	0	0	1	0
84	3	3	-1.854707e+05	0	0	0	0	0	1	0
85	3	2	-1.854686e+05	0	0	0	0	0	1	0
86	3	4	-1.854665e+05	0	0	0	0	0	1	0
87	3	3	-1.854644e+05	0	0	0	0	0	1	0
88	3	1	-1.854623e+05	0	0	0	0	0	1	0
89	3	4	-1.854602e+05	0	0	0	0	0	1	0
90	3	2	-1.854581e+05	0	0	0	0	0	1	0
91	3	3	-1.854560e+05	0	0	0	0	0	1	0
92	3	1	-1.854539e+05	0	0	0	0	0	1	0
93	3	3	-1.854518e+05	0	0	0	0	0	1	0
94	3	4	-1.854497e+05	0	0	0	0	0	1	0
95	3	1	-1.854476e+05	0	0	0	0	0	1	0
96	3	2	-1.854455e+05	0	0	0	0	0	1	0
97	1	3	-1.854316e+05	0	0	0	0	0	1	0
98	1	1	-1.854302e+05	0	0	0	0	0	1	0
99	1	4	-1.854288e+05	0	0	0	0	0	1	0
100	1	2	-1.854274e+05	0	0	0	0	0	1	0
101	1	3	-1.854260e+05	0	0	0	0	0	1	0
102	1	4	-1.854246e+05	0	0	0	0	0	1	0
103	1	2	-1.854232e+05	0	0	0	0	0	1	0
104	1	1	-1.854218e+05	0	0	0	0	0	1	0
105	1	2	-1.854204e+05	0	0	0	0	0	1	0
106	1	4	-1.854190e+05	0	0	0	0	0	1	0
107	1	1	-1.854176e+05	0	0	0	0	0	1	0
108	1	3	-1.854162e+05	0	0	0	0	0	1	0
109	1	1	-1.854148e+05	0	0	0	0	0	1	0
110	1	2	-1.854134e+05	0	0	0	0	0	1	0
111	1	4	-1.854120e+05	0	0	0	0	0	1	0
112	1	3	-1.854106e+05	0	0	0	0	0	1	0
113	3	1	-1.853960e+05	0	0	0	0	0	1	0
114	3	2	-1.853939e+05	0	0	0	0	0	1	0
115	3	3	-1.853918e+05	0	0	0	0	0	1	0
116	3	4	-1.853897e+05	0	0	0	0	0	1	0
117	3	1	-1.853876e+05	0	0	0	0	0	1	0
118	3	3	-1.853855e+05	0	0	0	0	0	1	0
119	3	2	-1.853834e+05	0	0	0	0	0	1	0
120	3	4	-1.853813e+05	0	0	0	0	0	1	0
121	3	3	-1.853792e+05	0	0	0	0	0	1	0
122	3	2	-1.853771e+05	0	0	0	0	0	1	0
123	3	1	-1.853750e+05	0	0	0	0	0	1	0
124	3	4	-1.853729e+05	0	0	0	0	0	1	0
125	3	3	-1.853708e+05	0	0	0	0	0	1	0
126	3	4	-1.853687e+05	0	0	0	0	0	1	0
127	3	2	-1.853666e+05	0	0	0	0	0	1	0
128	3	1	-1.853645e+05	0	0	0	0	0	1	0
129	3	4	-1.853624e+05	0	0	0	0	0	1	0
130	3	1	-1.853603e+05	0	0	0	0	0	1	0
131	3	3	-1.853582e+05	0	0	0	0	0	1	0
132	3	2	-1.853561e+05	0	0	0	0	0	1	0
133	3	1	-1.853540e+05	0	0	0	0	0	1	0
134	3	3	-1.853519e+05	0	0	0	0	0	1	0
135	3	2	-1.853498e+05	0	0	0	0	0	1	0
136	3	4	-1.853477e+05	0	0	0	0	0	1	0
137	3	3	-1.853456e+05	0	0	0	0	0	1	0
138	3	1	-1.853435e+05	0	0	0	0	0	1	0
139	3	4	-1.853414e+05	0	0	0	0	0	1	0
140	3	2	-1.853393e+05	0	0	0	0	0	1	0
141	3	4	-1.853372e+05	0	0	0	0	0	1	0
142	3	1	-1.853351e+05	0	0	0	0	0	1	0
143	3	2	-1.853330e+05	0	0	0	0	0	1	0
144	3	3	-1.853309e+05	0	0	0	0	0	1	0
145	1	3	-1.853170e+05	0	0	0	0	0	1	0
146	1	1	-1.853156e+05	0	0	0	0	0	1	0
147	1	2	-1.853142e+05	0	0	0	0	0	1	0
148	1	4	-1.853128e+05	0	0	0	0	0	1	0
149	1	1	-1.853114e+05	0	0	0	0	0	1	0
150	1	3	-1.853100e+05	0	0	0	0	0	1	0
151	1	4	-1.853086e+05	0	0	0	0	0	1	0
152	1	2	-1.853072e+05	0	0	0	0	0	1	0
153	1	3	-1.853058e+05	0	0	0	0	0	1	0
154	1	1	-1.853044e+05	0	0	0	0	0	1	0
155	1	2	-1.853030e+05	0	0	0	0	0	1	0
156	1	4	-1.853016e+05	0	0	0	0	0	1	0
157	1	3	-1.853002e+05	0	0	0	0	0	1	0
158	1	2	-1.852988e+05	0	0	0	0	0	1	0
159	1	4	-1.852974e+05	0	0	0	0	0	1	0
160	1	1	-1.852960e+05	0	0	0	0	0	1	0
161	3	4	-1.852814e+05	0	0	0	0	0	1	0
162	3	2	-1.852793e+05	0	0	0	0	0	1	0
163	3	3	-1.852772e+05	0	0	0	0	0	1	0
164	3	1	-1.852751e+05	0	0	0	0	0	1	0
165	3	3	-1.852730e+05	0	0	0	0	0	1	0
166	3	1	-1.852709e+05	0	0	0	0	0	1	0
167	3	2	-1.852688e+05	0	0	0	0	0	1	0
168	3	4	-1.852667e+05	0	0	0	0	0	1	0
169	3	1	-1.852646e+05	0	0	0	0	0	1	0
170	3	2	-1.852625e+05	0	0	0	0	0	1	0
171	3	3	-1.852604e+05	0	0	0	0	0	1	0
172	3	4	-1.852583e+05	0	0	0	0	0	1	0
173	3	2	-1.852562e+05	0	0	0	0	0	1	0
174	3	4	-1.852541e+05	0	0	0	0	0	1	0
175	3	1	-1.852520e+05	0	0	0	0	0	1	0
176	3	3	-1.852499e+05	0	0	0	0	0	1	0
177	3	4	-1.852478e+05	0	0	0	0	0	1	0
178	3	1	-1.852457e+05	0	0	0	0	0	1	0
179	3	2	-1.852436e+05	0	0	0	0	0	1	0
180	3	3	-1.852415e+05	0	0	0	0	0	1	0
181	3	1	-1.852394e+05	0	0	0	0	0	1	0
182	3	4	-1.852373e+05	0	0	0	0	0	1	0
183	3	2	-1.852352e+05	0	0	0	0	0	1	0
184	3	3	-1.852331e+05	0	0	0	0	0	1	0
