Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	-1.695173e+05	1.836970e-16	1.249329e-15	1.506271e-14	2.214769e-15	100	1	0
2	1	4	1.037538e+00	-5.421260e-02	2.618366e+00	2.513376e+02	5.208984e+00	100	1	1
3	1	1	1.035201e+00	1.916839e-02	9.412507e-01	8.951809e+01	2.083984e+00	9.616585e+01	1	1
4	1	2	5.171761e-01	-6.502225e-02	3.234157e+00	3.089283e+02	6.219727e+00	100	1	1
5	1	3	8.181545e-01	-2.889978e-02	1.074758e+00	1.065260e+02	2.865234e+00	100	1	1
6	1	1	8.995942e-01	7.473450e-02	3.263774e+00	3.103677e+02	7.120117e+00	100	1	1
7	1	4	6.668237e-01	-8.876934e-02	6.549065e+00	6.388153e+02	8.681641e+00	8.771675e+01	1	1
8	1	2	5.503277e-01	-1.641634e-02	6.400188e-01	6.094929e+01	1.563477e+00	8.769228e+01	1	1
9	1	3	6.676253e-01	-1.973189e-02	5.408351e-01	5.234903e+01	1.910156e+00	100	1	1
10	1	4	6.508513e-01	3.461338e-03	8.503960e-01	8.541331e+01	1.475586e+00	6.291687e+01	1	1
11	1	1	6.675568e-01	5.451095e-03	1.529267e+00	1.462974e+02	2.083984e+00	5.970539e+01	1	1
12	1	2	6.685117e-01	-2.725335e-02	3.436444e-01	3.284488e+01	2.605469e+00	100	1	1
13	1	1	9.668254e-01	-3.349808e-02	1.116852e+00	1.070477e+02	3.211914e+00	100	1	1
14	1	3	6.503997e-01	-1.471739e-01	1.609843e+01	1.549993e+03	1.844043e+01	5.175824e+01	1	1
15	1	2	8.016663e-01	-4.157193e-02	4.501779e+00	4.367737e+02	7.033203e+00	8.371431e+01	1	1
16	1	4	6.012326e-01	-5.441835e-02	3.211680e+00	3.173133e+02	5.381836e+00	8.444614e+01	1	1
17	2	2	9.344057e-01	-1.788198e-02	1.663297e+00	1.637584e+02	2.250000e+00	7.617763e-01	1	1
18	2	4	5.846220e-01	-1.822042e-02	1.086129e+00	1.034920e+02	1.736328e+00	100	1	1
19	2	1	9.839523e-01	-2.831856e-02	1.541942e+00	1.464544e+02	5.035156e+00	9.076804e+01	1	1
20	2	3	6.841211e-01	-6.443969e-02	5.195414e+00	5.007740e+02	7.185547e+00	7.568008e+01	1	1
21	2	4	6.505432e-01	-2.804593e-02	5.066917e+00	5.058703e+02	7.750000e+00	3.004871e+00	1	1
22	2	2	5.676152e-01	-4.010125e-02	3.599570e+00	3.573662e+02	4.504883e+00	6.432035e+01	1	1
23	2	3	6.680649e-01	2.471192e-02	3.923164e+00	3.769686e+02	6.741211e+00	2.843974e+01	1	1
24	2	1	6.002733e-01	-1.875760e-02	5.316143e-01	5.163927e+01	1.822266e+00	100	1	1
25	2	2	6.842333e-01	6.674044e-02	3.911563e+00	3.708460e+02	6.336914e+00	100	1	1
26	2	4	6.163468e-01	-3.163564e-02	1.695316e+00	1.674092e+02	3.125000e+00	100	1	1
27	2	1	6.673875e-01	-1.278127e-02	6.469370e-01	6.430453e+01	1.270508e+00	100	1	1
28	2	3	7.181076e-01	-3.413907e-02	3.023989e+00	3.075698e+02	3.473633e+00	6.030763e+01	1	1
29	2	4	5.663971e-01	-1.843400e-01	1.634491e+01	1.825634e+03	2.082617e+01	100	0	1
30	2	2	6.172473e-01	1.091806e-02	1.815824e+00	1.749150e+02	2.333984e+00	2.375101e+01	1	1
31	2	3	8.501578e-01	5.821413e-02	4.338402e+00	4.135675e+02	7.465820e+00	8.934385e+01	1	1
32	2	1	5.514049e-01	1.681025e-02	2.671393e+00	2.743499e+02	4.070313e+00	7.768248e+01	1	1
33	2	2	7.999875e-01	-3.712108e-02	2.488146e+00	2.385461e+02	3.560547e+00	9.891315e+01	1	1
34	2	4	6.502876e-01	1.151106e-02	3.649079e-01	3.547589e+01	1.119141e+00	100	1	1
35	2	1	7.842818e-01	2.898581e-02	2.058173e+00	1.972228e+02	2.778320e+00	9.483511e+01	1	1
36	2	3	7.336034e-01	-2.515917e-02	2.453015e+00	2.370345e+02	2.952148e+00	8.355719e+01	1	1
37	2	4	8.166977e-01	-8.187569e-02	4.633272e+00	4.607437e+02	8.160156e+00	100	1	1
38	2	2	6.506975e-01	-1.299412e-02	2.750632e+00	2.714101e+02	3.105469e+00	9.460610e+00	1	1
39	2	3	8.672029e-01	-4.246833e-02	2.197009e+00	2.154914e+02	4.167969e+00	9.309624e+01	1	1
40	2	1	6.173320e-01	1.369214e-02	9.199270e-01	9.171959e+01	1.500000e+00	1.253722e+00	1	1
41	2	2	9.004431e-01	-4.541434e-03	3.086727e+00	2.953672e+02	5.729492e+00	7.323393e+01	1	1
42	2	4	6.014948e-01	-7.873338e-02	6.064220e+00	6.338946e+02	8.247070e+00	100	1	1
43	2	1	6.176903e-01	-1.645513e-03	4.713047e-01	4.671071e+01	6.191406e-01	7.897584e+01	1	1
