Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	-2.532363e+04	0	0	0	0	0	1	0
2	1	1	-2.532188e+04	-2.385983e-02	3.796525e+00	4.397555e+02	1.161230e+01	8.350996e+01	1	0
3	1	2	-2.532012e+04	-4.184765e-03	1.848339e+00	1.535529e+02	2.518555e+00	2.956271e+01	1	0
4	1	4	1.069607e+00	1.093385e-02	7.091133e-01	6.757558e+01	1.302734e+00	9.726694e+01	1	1
5	1	1	1.418176e+00	2.101081e-02	5.028122e+00	4.804214e+02	9.897461e+00	6.104047e+01	1	1
6	1	4	8.518611e-01	5.358894e-02	2.679068e+00	2.645527e+02	5.296875e+00	100	1	1
7	1	2	1.184282e+00	-4.172707e-02	2.295391e+00	2.195886e+02	5.556641e+00	8.184890e+01	1	1
8	1	3	1.249829e+00	2.821881e-02	1.830196e+00	1.744478e+02	2.691406e+00	4.817221e+01	1	1
9	1	4	1.068146e+00	-2.104298e-02	1.623170e+00	1.606511e+02	2.083008e+00	4.657865e+01	1	1
10	1	3	1.334476e+00	-2.201812e-02	1.864654e+00	1.838177e+02	2.170898e+00	3.641848e+01	1	1
11	1	1	1.017851e+00	1.137925e-02	1.466613e+00	1.454926e+02	2.690430e+00	3.532544e+01	1	1
12	1	2	6.347432e-01	-5.625976e-02	3.221806e+00	3.129022e+02	5.469727e+00	8.426662e+01	1	1
13	1	3	8.167862e-01	-1.149112e-02	3.387002e-01	3.327299e+01	1.128906e+00	9.284159e+01	1	1
14	1	2	7.679660e-01	-9.776660e-03	2.072332e+00	2.208612e+02	2.605469e+00	3.597046e+01	1	1
15	1	1	7.668313e-01	3.468214e-02	3.038501e+00	3.118142e+02	3.560547e+00	100	1	1
16	1	4	6.343413e-01	8.797942e-04	1.108250e+00	1.094830e+02	1.650391e+00	6.335310e+01	1	1
17	2	2	9.165437e-01	2.666489e-02	2.556634e+00	2.636079e+02	2.750000e+00	100	1	1
18	2	4	5.511631e-01	4.360471e-02	3.170862e+00	3.407222e+02	4.688477e+00	100	1	1
19	2	1	6.511611e-01	1.324284e-02	6.423757e-01	6.740428e+01	1.389648e+00	100	1	1
20	2	3	8.171216e-01	-7.828563e-02	4.686329e+00	4.616400e+02	7.727539e+00	100	1	1
21	2	4	7.505096e-01	-7.688867e-02	5.015540e+00	4.779065e+02	7.340820e+00	100	1	1
