Event Number	Event Type	Onset
1	cue	0.0308577410
2	trial	0.5642377560
3	return	5.1315766290
4	trial	6.3316199339
5	return	7.5156134570
6	trial	8.2652445129
7	return	9.9487909910
8	trial	10.7320272930
9	return	11.6985296980
10	trial	12.4160283110
11	return	13.3662225640
12	trial	14.0994820910
13	return	15.3995603210
14	trial	16.1160541030
15	return	17.0496797230
16	trial	17.7662358960
17	return	18.7004097099
18	trial	19.4172438310
19	return	20.2172599740
20	trial	20.9332805070
21	return	22.2173517150
22	trial	22.9341716790
23	return	24.4179197630
24	trial	25.1347509320
25	return	26.1014554090
26	trial	26.8177956659
27	return	28.0509797200
28	trial	28.7674616210
29	return	29.7016502630
30	trial	30.4186003830
31	return	31.3357253330
32	trial	32.0524847599
33	return	33.0017159840
34	rest	33.7520442220
35	cue	38.7695602879
36	trial	39.3196780790
37	return	40.7196335390
38	trial	41.3532662920
39	return	43.0702196310
40	trial	43.8376295730
41	return	44.8042410330
42	trial	45.4870162400
43	return	46.4209598580
44	trial	47.1712148050
45	return	48.0380590690
46	trial	48.8374119360
47	return	49.6217680570
48	trial	50.5386020400
49	return	52.1215393300
50	trial	52.7719529370
51	return	53.5048016980
52	trial	54.1386135269
53	return	54.9889175650
54	trial	55.6718638199
55	return	56.5555607060
56	trial	57.1886388060
57	return	58.5724576860
58	trial	59.2061943910
59	return	60.0056134230
60	trial	60.9064298670
61	return	61.6401221890
62	trial	62.2734717700
63	return	63.2401593560
64	trial	64.0404879170
65	return	65.5738582850
66	trial	66.3577108770
67	return	67.6078768070
68	rest	68.2406107190
69	cue	73.2588573850
70	trial	73.7923017200
71	return	75.5592313050
72	trial	76.2754595260
73	return	77.2427056230
74	trial	77.9588690870
75	return	79.0422198310
76	trial	79.7591790890
77	return	80.6930417110
78	trial	81.4097109489
79	return	82.7262284760
80	trial	83.4426016960
81	return	84.2096620470
82	trial	84.9270960210
83	return	86.2771421450
84	trial	86.9936434220
85	return	87.8770912309
86	trial	88.5936713720
87	return	89.7950155640
88	trial	90.5102608110
89	return	91.3941629080
90	trial	92.1110323240
91	return	92.9609102519
92	trial	93.6781123570
93	return	94.5123116090
94	trial	95.2282619390
95	return	96.2119655820
96	trial	96.9287333760
97	return	98.3459198710
98	trial	99.0626780799
99	return	99.8618166220
100	trial	100.5790798389
101	return	101.5954938270
102	rest	102.3125563450
103	cue	107.3305292920
104	trial	107.8631148520
105	return	109.6306938950
106	trial	110.4138189420
107	return	111.2974303600
108	trial	112.2809210890
109	return	112.9976036859
110	trial	113.6312442110
111	return	114.9309972790
112	trial	115.6474331750
113	return	116.3980337289
114	trial	117.0322739100
115	return	117.8656456340
116	trial	118.4988118110
117	return	119.3483856500
118	trial	120.4488561930
119	return	121.9659188120
120	trial	122.5997525100
121	return	123.3661931530
122	trial	124.0157470190
123	return	124.7331202379
124	trial	125.3835217850
125	return	126.9163653560
126	trial	127.6330503040
127	return	129.0339297820
128	trial	129.7497570700
129	return	131.1169716620
130	trial	131.8340815119
131	return	134.0508170010
132	trial	134.7846379930
133	return	136.1340524320
134	trial	136.8516420959
135	return	138.3179998869
136	rest	139.0349495440
