Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	3	3	1.200593e+00	2.615772e-01	7.644126e+00	7.123058e+02	2.494623e+01	100	0	1
2	3	1	8.669170e-01	7.772179e-01	4.366247e+01	2.972651e+03	6.697765e+01	100	0	1
3	3	2	9.843554e-01	1.939110e-01	8.940914e+00	8.360652e+02	1.983697e+01	8.936470e+01	0	1
4	3	4	7.299236e-01	5.084473e-01	3.084330e+01	2.601636e+03	4.701017e+01	100	0	1
5	3	1	7.334844e-01	6.639371e-01	5.693365e+01	4.723651e+03	6.340345e+01	7.802414e+01	0	1
6	3	4	5.688722e-01	9.909035e-01	6.606055e+01	3.804006e+03	8.791188e+01	100	0	1
7	3	2	-3.541556e+04	1.638936e-01	2.202784e+01	1.788780e+03	3.080334e+01	4.685454e+01	0	0
8	3	3	1.351436e+00	1.412303e-01	5.761118e+00	5.497143e+02	1.448740e+01	9.401650e+01	1	1
9	3	4	1.300737e+00	2.341024e-01	2.119383e+01	1.968240e+03	2.810266e+01	5.075174e+01	0	1
10	3	3	-3.541030e+04	1.601717e-01	1.434088e+01	1.264249e+03	1.743460e+01	8.579329e+01	0	0
11	3	1	1.200966e+00	1.535373e-01	1.763789e+01	1.665336e+03	2.369705e+01	6.215882e+01	0	1
12	3	2	1.383690e+00	1.829918e-01	1.655003e+01	1.547560e+03	2.012907e+01	7.720029e+01	0	1
13	3	3	-3.540505e+04	2.815286e-01	2.070597e+01	1.709690e+03	2.873036e+01	7.182163e+01	0	0
14	3	2	-3.540330e+04	0	0	0	0	0	1	0
15	3	1	-3.540155e+04	1.795946e-01	1.131420e+01	6.772250e+02	1.534781e+01	6.543533e+01	0	0
16	3	4	1.450741e+00	-1.771941e-01	3.802818e+01	3.828698e+03	5.537461e+01	4.951201e+01	0	1
17	1	3	1.067587e+00	-1.478915e-01	1.227692e+01	1.161584e+03	2.121484e+01	9.265941e+01	1	1
18	1	2	9.514262e-01	-4.706707e-02	8.518613e+00	8.164974e+02	1.389160e+01	6.259055e+01	1	1
19	1	4	7.510081e-01	-9.601818e-02	5.597202e+00	5.448745e+02	9.375977e+00	8.421512e+01	1	1
20	1	1	1.053235e+00	-2.081484e-02	4.983408e+00	4.778281e+02	8.507812e+00	4.811631e+01	1	1
21	1	2	9.169042e-01	-3.491558e-02	2.498501e+00	2.414811e+02	4.417969e+00	7.763262e+01	1	1
22	1	1	8.334511e-01	-1.049748e-01	6.043562e+00	5.776324e+02	1.406445e+01	8.682872e+01	1	1
23	1	4	8.995882e-01	-6.036535e-02	7.904176e+00	7.620737e+02	1.442187e+01	6.308038e+01	1	1
24	1	3	1.033296e+00	-8.226021e-02	1.097840e+01	1.086722e+03	1.337109e+01	5.315056e+01	1	1
25	1	4	5.505297e-01	-2.031459e-01	7.766273e+00	7.397678e+02	1.962109e+01	100	0	1
26	1	1	8.842908e-01	-1.055524e-02	4.422848e+00	4.218680e+02	1.278320e+01	8.854238e+01	1	1
27	1	3	8.166381e-01	-4.843734e-02	5.397143e+00	5.197227e+02	8.314453e+00	8.214833e+01	1	1
28	1	2	7.670856e-01	-2.430741e-02	1.608253e+00	1.551038e+02	3.039062e+00	8.199520e+01	1	1
29	1	1	9.682750e-01	-3.267517e-02	1.659675e+00	1.590193e+02	8.681641e+00	8.615168e+01	1	1
30	1	3	7.500058e-01	-5.633542e-02	3.612400e+00	3.447972e+02	6.859375e+00	7.535068e+01	1	1
31	1	4	6.669652e-01	3.640642e-02	2.908708e+00	2.912088e+02	4.688477e+00	9.323540e+01	1	1
32	1	2	7.835570e-01	-6.109406e-02	2.441633e+00	2.356724e+02	5.904297e+00	8.785702e+01	1	1
33	2	2	9.340298e-01	-2.551512e-02	1.607157e+00	1.531319e+02	3.212891e+00	8.542042e+01	1	1
34	2	4	9.505056e-01	-2.316775e-02	2.656817e+00	2.523795e+02	3.875977e+00	3.419551e+01	1	1
35	2	1	8.509224e-01	2.138988e-02	6.398974e+00	6.160450e+02	8.310547e+00	4.931885e+01	1	1
36	2	3	8.172695e-01	1.357378e-02	1.906215e+00	1.827993e+02	2.952148e+00	4.621886e+01	1	1
37	2	4	1.017258e+00	-6.075898e-02	2.827108e+00	2.703036e+02	5.816406e+00	9.182788e+01	1	1
38	2	2	6.840681e-01	3.598147e-02	1.082099e+00	1.043909e+02	3.472656e+00	100	1	1
39	2	3	8.508354e-01	6.578190e-02	2.402410e+00	2.279615e+02	6.250977e+00	100	1	1
40	2	1	6.676924e-01	-4.461145e-02	1.921367e+00	1.868304e+02	4.600586e+00	7.562467e+01	1	1
41	2	2	7.501725e-01	2.794467e-02	1.001305e+00	9.637758e+01	2.690430e+00	100	1	1
42	2	4	7.849334e-01	-3.740648e-02	1.226144e+00	1.194401e+02	3.645508e+00	100	1	1
43	2	1	7.503410e-01	9.043243e-04	3.359436e+00	3.228733e+02	4.601563e+00	6.901520e+01	1	1
44	2	3	7.835717e-01	3.525712e-02	1.480202e+00	1.420850e+02	3.385742e+00	100	1	1
45	2	4	7.841436e-01	-3.406809e-02	1.252861e+00	1.212681e+02	3.298828e+00	9.327253e+01	1	1
46	2	2	8.508335e-01	5.393156e-03	1.807449e+00	1.744400e+02	3.645508e+00	6.428745e+01	1	1
47	2	3	8.512672e-01	6.363240e-02	2.659258e+00	2.540344e+02	6.086914e+00	100	1	1
48	2	1	7.343091e-01	1.081198e-02	6.382651e-01	6.150968e+01	1.041992e+00	100	1	1
49	1	1	7.009155e-01	3.677689e-02	4.169273e+00	4.005882e+02	4.750000e+00	8.400602e+01	1	1
50	1	4	6.505965e-01	-4.037201e-02	7.723371e-01	7.634975e+01	3.993164e+00	100	1	1
51	1	2	6.678251e-01	-3.245870e-02	1.856749e+00	1.787538e+02	4.167969e+00	8.232454e+01	1	1
52	1	3	6.497319e-01	2.274080e-02	2.667828e+00	2.545197e+02	4.513672e+00	8.061683e+01	1	1
53	1	2	8.178104e-01	-1.063949e-02	2.823710e+00	2.765333e+02	4.341797e+00	5.753617e+01	1	1
54	1	1	7.337436e-01	-7.743381e-02	6.523229e+00	6.203756e+02	8.942383e+00	8.384145e+01	1	1
55	1	3	5.513315e-01	-5.258714e-02	3.170339e+00	3.183930e+02	5.286133e+00	8.677350e+01	1	1
56	1	4	7.677453e-01	4.017551e-02	7.384789e-01	7.038194e+01	3.831055e+00	100	1	1
57	1	2	7.169750e-01	-1.091506e-02	2.280661e-01	2.177118e+01	1.041992e+00	9.727164e+01	1	1
58	1	4	7.004008e-01	7.324770e-02	5.157336e+00	4.943186e+02	7.033203e+00	100	1	1
59	1	3	8.839423e-01	8.182455e-02	5.445435e+00	5.194754e+02	9.386719e+00	9.699650e+01	1	1
60	1	1	6.341618e-01	-1.083467e-02	6.402889e-01	6.151776e+01	1.041016e+00	7.442674e+01	1	1
61	1	2	6.168364e-01	-5.368070e-03	1.465886e+00	1.394696e+02	2.594727e+00	5.802498e+01	1	1
62	1	3	7.007110e-01	-5.390191e-02	3.690993e+00	3.511345e+02	5.718750e+00	3.392667e+01	1	1
63	1	1	9.181141e-01	-2.155858e-04	2.247047e+00	2.137526e+02	3.232422e+00	6.823907e+01	1	1
64	1	4	6.351062e-01	-7.135896e-02	5.914541e+00	5.818719e+02	9.115234e+00	7.749576e+01	1	1
65	2	2	7.502839e-01	-4.423672e-02	4.884306e+00	6.068750e+02	5.500000e+00	100	1	1
66	2	4	8.340126e-01	-6.089076e-02	2.684591e+00	2.594746e+02	5.892578e+00	9.353258e+01	1	1
67	2	1	9.005562e-01	2.369332e-02	2.115417e+00	2.015472e+02	3.299805e+00	8.952154e+01	1	1
68	2	3	7.345182e-01	-2.509351e-02	1.881999e+00	1.823334e+02	2.952148e+00	7.526712e+01	1	1
69	2	4	7.839650e-01	-2.781071e-02	3.014016e+00	2.915031e+02	5.469727e+00	4.281834e+01	1	1
70	2	2	6.175157e-01	-2.245916e-02	1.468101e+00	1.418825e+02	2.170898e+00	100	1	1
71	2	3	7.503799e-01	-1.420773e-02	1.739952e+00	1.701721e+02	1.910156e+00	2.401298e+01	1	1
72	2	1	7.843161e-01	-4.642392e-02	3.757941e+00	3.581604e+02	7.465820e+00	7.704391e+01	1	1
73	2	2	7.505093e-01	3.865790e-02	1.824075e+00	1.760268e+02	3.732422e+00	100	1	1
74	2	4	6.347672e-01	5.577386e-02	1.638518e+00	1.554496e+02	5.296875e+00	100	1	1
75	2	1	7.845179e-01	1.887618e-02	7.091286e-01	6.848631e+01	2.083984e+00	9.703325e+01	1	1
76	2	3	7.674750e-01	-1.622767e-02	7.047106e-01	6.789034e+01	1.563477e+00	9.648454e+01	1	1
77	2	4	8.517391e-01	9.533008e-03	1.142926e+00	1.120436e+02	1.997070e+00	2.957912e+01	1	1
78	2	2	7.499126e-01	1.086061e-02	1.351674e+00	1.295561e+02	2.430664e+00	8.541707e+01	1	1
79	2	3	7.339625e-01	-1.864728e-02	7.987648e-01	7.767208e+01	1.813477e+00	7.589331e+01	1	1
80	2	1	6.504243e-01	1.091740e-02	6.337655e-01	6.048624e+01	1.041992e+00	100	1	1
81	3	1	-3.522354e+04	1.453687e-01	2.590067e+01	2.409238e+03	3.522828e+01	3.664155e+01	1	0
82	3	2	-3.522179e+04	2.511381e-01	1.570614e+01	1.415972e+03	2.559257e+01	7.469228e+01	0	0
83	3	3	1.384164e+00	1.693688e-01	1.728441e+01	1.625599e+03	2.345053e+01	5.430877e+01	0	1
84	3	4	1.250978e+00	2.409364e-01	1.923675e+01	1.787950e+03	2.332831e+01	3.315725e+01	0	1
85	3	2	9.181716e-01	5.106845e-01	3.300706e+01	2.801699e+03	4.823104e+01	8.994647e+01	0	1
86	3	4	-3.521479e+04	1.211670e-01	1.035986e+01	8.775179e+02	1.645266e+01	2.927998e+01	1	0
87	3	3	1.334810e+00	6.706136e-02	1.553372e+01	1.481005e+03	3.028406e+01	4.520493e+01	1	1
88	3	1	1.418435e+00	1.039064e-01	1.708822e+01	1.634972e+03	3.140272e+01	4.860527e+01	1	1
89	3	4	1.267166e+00	5.733807e-02	9.065896e+00	8.703207e+02	1.662253e+01	5.427630e+01	1	1
90	3	1	1.218036e+00	9.032742e-02	1.768026e+01	1.701909e+03	2.909979e+01	5.369943e+01	1	1
91	3	3	9.970785e-01	2.798262e-01	2.687855e+01	2.500737e+03	4.239050e+01	7.116541e+01	0	1
92	3	2	-3.520431e+04	6.424907e-02	1.295811e+01	1.186900e+03	2.068840e+01	4.738699e+01	1	0
93	3	1	1.001531e+00	-2.916640e-02	1.293450e+01	1.231013e+03	2.227041e+01	5.200871e+01	1	1
94	3	4	1.301085e+00	9.872267e-02	9.801766e+00	9.295251e+02	1.921549e+01	4.770993e+01	1	1
95	3	3	1.083969e+00	4.396904e-02	1.669657e+01	1.593268e+03	2.746530e+01	4.924090e+01	1	1
96	3	2	1.050705e+00	1.473330e-01	1.889096e+01	1.824857e+03	2.679824e+01	4.528240e+01	1	1
97	2	2	8.669029e-01	-1.002070e-01	6.222395e+00	5.933697e+02	9.587891e+00	9.563027e+01	1	1
98	2	4	5.503397e-01	-1.860360e-01	8.430602e+00	8.011131e+02	1.788477e+01	100	0	1
99	2	1	7.678867e-01	-3.557844e-02	2.103599e+00	2.052365e+02	4.253906e+00	8.896563e+01	1	1
100	2	3	8.177444e-01	-1.408099e-01	7.599463e+00	7.168580e+02	1.363086e+01	8.343375e+01	1	1
101	2	4	8.847421e-01	-1.233515e-01	8.411596e+00	8.010320e+02	1.606152e+01	7.638722e+01	1	1
102	2	2	8.337538e-01	-2.688680e-03	1.710417e+00	1.658720e+02	2.083984e+00	3.357233e+01	1	1
103	2	3	8.842258e-01	-4.560703e-03	3.041544e+00	2.898140e+02	4.601562e+00	6.200549e+01	1	1
104	2	1	8.331386e-01	-5.334010e-02	9.458915e+00	9.074462e+02	1.362988e+01	7.194568e+01	1	1
105	2	2	8.668215e-01	-4.120844e-02	3.054915e+00	2.944115e+02	5.796875e+00	6.369495e+01	1	1
106	2	4	6.837974e-01	-5.516519e-02	1.456585e+00	1.396914e+02	5.295898e+00	100	1	1
107	2	1	7.337971e-01	-4.877105e-02	5.007974e+00	4.877542e+02	1.041797e+01	7.807145e+01	1	1
108	2	3	8.335052e-01	-1.967691e-02	3.467617e+00	3.365790e+02	4.254883e+00	7.540269e+01	1	1
109	2	4	9.670776e-01	5.781581e-03	7.341183e-01	7.018286e+01	1.073242e+00	9.427862e+01	1	1
110	2	2	8.847477e-01	1.082136e-02	2.065594e+00	1.987025e+02	2.865234e+00	2.536115e+01	1	1
111	2	3	8.339645e-01	7.303564e-03	2.470841e+00	2.348940e+02	4.514648e+00	7.159777e+01	1	1
112	2	1	6.677095e-01	1.848414e-02	2.695940e+00	2.658924e+02	3.646484e+00	7.816900e+01	1	1
113	1	3	1.017761e+00	-3.162793e-02	2.835625e+00	2.717659e+02	5.115234e+00	7.898410e+01	1	1
114	1	2	9.337497e-01	-1.518169e-02	3.601126e+00	3.502166e+02	5.904297e+00	5.991605e+01	1	1
115	1	4	7.677335e-01	-5.324435e-02	1.682302e+00	1.616834e+02	5.122070e+00	9.783163e+01	1	1
