Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	9.344288e-01	1.540126e-01	5.100079e+00	4.891775e+02	1.489013e+01	1.000000e+02	0	1
2	1	4	5.516312e-01	-3.913874e-03	2.833635e-02	2.833614e+00	3.913864e-01	100	1	1
3	1	1	9.184178e-01	-4.318301e-02	5.400963e-01	5.216495e+01	4.105758e+00	100	1	1
4	1	2	8.519025e-01	2.665470e-16	3.495858e-01	3.595429e+01	4.168297e+01	4.963324e-15	1	1
5	1	3	-3.270044e+05	0	0	0	0	0	1	0
6	1	1	-3.270030e+05	0	0	0	0	0	1	0
7	1	4	-3.270016e+05	0	0	0	0	0	1	0
8	1	2	-3.270002e+05	0	0	0	0	0	1	0
9	1	3	-3.269988e+05	0	0	0	0	0	1	0
10	1	4	-3.269974e+05	0	0	0	0	0	1	0
11	1	1	-3.269960e+05	-1.570796e+00	1.427534e+01	2.257981e-14	2.446184e+01	9.469697e+01	0	0
12	1	2	-3.269946e+05	-3.141593e+00	2.968710e-15	8.714413e-14	2.995711e-15	8.333333e+01	0	0
13	1	1	-3.269932e+05	-1.570796e+00	2.423946e+01	4.473048e-14	2.446184e+01	8.376623e+01	0	0
14	1	3	-3.269918e+05	1.570796e+00	1.783524e+01	1.718284e-13	2.446184e+01	5.037313e+01	0	0
15	1	2	-3.269904e+05	4.171695e-01	5.664823e+00	3.779973e+02	9.323847e+00	6.326327e+01	0	0
16	1	4	-3.269890e+05	2.782997e-01	3.342661e+00	8.226066e+01	6.203253e+00	9.527009e+01	0	0
17	2	2	-3.269751e+05	-3.315112e-02	2.455019e+00	1.890600e+02	3.904225e+00	7.243176e+01	1	0
