Event Number	Event Type	Onset
1	cue	0.0164213170
2	trial	0.5331694720
3	return	1.9666182260
4	trial	2.6834251271
5	return	3.4003039480
6	trial	4.1336135190
7	return	4.9337319450
8	trial	5.5671542350
9	return	6.3506880950
10	trial	7.0674796910
11	return	7.8509134850
12	trial	8.5676284611
13	return	9.2843914541
14	trial	10.0128616480
15	return	10.8679810420
16	trial	11.5847599100
17	return	12.3682604210
18	trial	13.0850550460
19	return	13.8115399351
20	trial	14.5281639720
21	return	15.3944425000
22	trial	16.1188767720
23	return	16.9356707230
24	trial	17.6602830361
25	return	18.3767160131
26	trial	19.0932409971
27	return	19.8096787541
28	trial	20.5260288640
29	return	21.3423593710
30	trial	22.0588594750
31	return	22.8085751090
32	trial	23.5250279240
33	return	24.2415033390
34	rest	24.9702047100
35	cue	36.9887156560
36	trial	37.5054646230
37	return	38.5222737270
38	trial	39.2390362630
39	return	39.9558127050
40	trial	40.6727169690
41	return	41.4060132130
42	trial	42.1187099650
43	return	42.8395688001
44	trial	43.5564408820
45	return	44.6231571350
46	trial	45.3399119920
47	return	46.0674239130
48	trial	46.7838555580
49	return	47.5569555360
50	trial	48.2738075120
51	return	49.1071466031
52	trial	49.8328564130
53	return	50.5826046510
54	trial	51.3075261361
55	return	52.3577026300
56	trial	53.0817185020
57	return	53.7981989840
58	trial	54.5144552110
59	return	55.2642589230
60	trial	55.9807653211
61	return	56.8305745110
62	trial	57.5469541330
63	return	58.2965809930
64	trial	59.0130503681
65	return	59.8961006630
66	trial	60.6124773640
67	return	61.3289418170
68	trial	62.0453399860
69	return	62.8117645041
70	trial	63.5281562960
71	return	64.2612501531
72	trial	64.9777483230
73	return	65.6942146190
74	trial	66.4106804880
75	return	67.2936594640
76	trial	68.0100730270
77	return	68.7269517221
78	trial	69.5102922720
79	return	70.2270717020
80	trial	70.8604951180
81	return	71.6940191690
82	trial	72.4109085300
83	return	73.1275238100
84	trial	73.8443226380
85	return	74.8445091520
86	trial	75.5613404460
87	return	76.4281216210
88	trial	77.1449023350
89	return	77.8616306570
90	trial	78.5898293500
91	return	79.5119453691
92	trial	80.2285796381
93	return	80.9454994820
94	trial	81.6622140621
95	return	82.3955670290
96	trial	83.1124432080
97	return	83.8379832640
98	trial	84.5545996880
99	return	85.2709453850
100	trial	85.9872550010
101	return	86.8203692921
102	trial	87.5465401501
103	return	88.4365499280
104	trial	89.1527899000
105	return	89.8693734100
106	trial	90.5857610380
107	return	91.3021371131
108	trial	92.0187156380
109	return	92.8682701010
110	trial	93.5847842051
111	return	94.3012194610
112	trial	94.9509952130
113	return	95.7006552300
114	trial	96.4171827780
115	return	97.1335857980
116	trial	97.8500258900
117	return	98.6330525241
118	trial	99.3494940450
119	return	100.0660314070
120	trial	100.7823777830
121	return	101.4988169230
122	trial	102.2320397310
123	return	103.2488258970
124	trial	103.9655152151
125	return	104.7156345980
126	trial	105.4325277450
127	return	106.2492954680
128	trial	106.9660307680
129	return	107.8494980381
130	trial	108.5663265920
131	return	109.2831159190
132	rest	109.9998828040
133	cue	122.0183904670
134	trial	122.5350731750
135	return	123.7412699020
136	trial	124.4578027620
137	return	125.1740884581
138	trial	125.8074252580
139	return	126.5357046580
140	trial	127.1692231441
141	return	127.8899354530
142	trial	128.6062908630
143	return	129.4060014550
144	trial	130.1225110680
145	return	130.8389172800
146	trial	131.5554056891
147	return	132.2884870670
148	trial	133.0047909690
149	return	133.7712691250
150	trial	134.4876645120
151	return	135.2041063251
152	trial	136.1038400930
153	return	137.0540112411
154	trial	137.7708736740
155	return	138.9210047360
156	trial	139.6376811040
157	return	140.6712298350
158	trial	141.3880110960
159	return	142.2382364770
160	trial	142.9549465120
161	return	143.6717415911
162	trial	144.3884719650
163	return	145.1175681890
164	trial	145.9054035060
165	return	146.6221173790
166	rest	147.3388944870
167	cue	159.3574091110
168	trial	159.8741179020
169	return	161.3119438631
170	trial	162.0284726830
171	return	162.7447465130
172	trial	163.4612760720
173	return	164.1776996880
174	trial	164.8940285570
175	return	165.6272340030
176	trial	166.3435699970
177	return	167.0766831990
178	trial	167.7931307741
179	return	168.5096115810
180	trial	169.1593739550
181	return	169.8757209600
182	trial	170.5925688990
183	return	171.3092499360
184	trial	172.2094044170
185	return	173.0761471700
186	trial	173.7929589630
187	return	175.0431722570
188	trial	175.7599789400
189	return	176.4767827390
190	trial	177.1936691790
191	return	178.5270022710
192	trial	179.2438231790
193	return	179.9605815870
194	trial	180.6887729170
195	return	181.4941863490
196	trial	182.1275378350
197	return	183.3776970500
198	trial	184.0944666130
199	return	184.8207394390
200	trial	185.5371230770
201	return	186.4034903730
202	trial	187.0450661241
203	return	187.8863777741
204	trial	188.6027960241
205	return	189.3193145180
206	trial	190.0356048070
207	return	190.9020460910
208	trial	191.6184394280
209	return	192.4181802130
210	trial	193.1345748850
211	return	194.0342409110
212	trial	194.7505059470
213	return	195.5337237180
214	trial	196.2501531200
215	return	196.9665604470
216	trial	197.6997829491
217	return	198.5660917240
218	trial	199.2825560661
219	return	199.9989721400
220	trial	200.7153438720
221	return	201.4485174901
222	trial	202.1648099290
223	return	203.5310809360
224	trial	204.2477384130
225	return	204.9643623630
226	trial	205.6812029860
227	return	206.6812373321
228	trial	207.3981270461
229	return	208.3482850910
230	trial	209.0652014860
231	return	209.7818398221
232	trial	210.4985827100
233	return	211.2820867191
234	trial	211.9988716750
235	return	212.7155402040
236	trial	213.4443876661
237	return	214.1608904360
238	trial	214.8773726110
239	return	215.5993601630
240	trial	216.3161585340
241	return	217.0329542670
242	trial	217.7496863190
243	return	218.4665375251
244	trial	219.1924912400
245	return	220.0333742211
246	trial	220.7502015050
247	return	221.5083457760
248	trial	222.2248133930
249	return	222.9411622620
250	trial	223.6575909921
251	return	224.8739565120
252	trial	225.6069663130
253	return	226.3234495100
254	trial	227.0511022221
255	return	227.8229059970
256	trial	228.5395485490
257	return	229.2556501970
258	trial	230.2886817160
259	return	231.1218548460
260	trial	231.8382888430
261	return	232.6714239150
262	trial	233.3876654470
