Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	1.166829e+00	1.836970e-16	9.191326e-15	8.800695e-13	1.758899e-14	100	1	1
2	1	4	8.006153e-01	-1.211652e-01	6.503886e+00	6.276250e+02	1.175000e+01	100	1	1
3	1	1	7.339617e-01	-3.138975e+00	2.500000e-01	2.387500e+01	2.500000e-01	100	0	1
4	1	2	7.008158e-01	-5.143538e-01	3.720414e+01	3.143750e+03	4.775000e+01	100	0	1
5	1	3	7.008008e-01	-3.141593e+00	9.417328e-15	9.087721e-13	1.772676e-14	100	0	1
6	1	1	-1.945756e+05	1.032175e-01	6.390157e+00	1.119875e+03	6.500000e+00	9.472183e+01	1	0
7	1	4	8.008131e-01	1.115117e+00	6.542114e+01	2.911241e+03	9.080176e+01	100	0	1
8	1	2	7.007206e-01	-3.317170e-01	1.412500e+01	1.271250e+03	3.100000e+01	100	0	1
9	1	3	-1.945714e+05	-1.945866e-01	2.504681e+00	5.685625e+02	1.350000e+01	100	0	0
10	1	4	8.341690e-01	1.408144e-01	6.206186e+00	6.020000e+02	1.375000e+01	100	1	1
11	1	1	9.507412e-01	6.123234e-17	3.149933e-15	3.071185e-13	5.970153e-15	100	1	1
12	1	2	8.006389e-01	-4.283681e-01	1.972832e+01	1.706500e+03	3.950000e+01	100	0	1
13	1	1	9.007347e-01	1.217901e-01	3.977865e+00	3.818750e+02	1.175000e+01	100	1	1
14	1	3	8.675272e-01	2.361766e-02	1.490230e+00	1.620625e+02	2.250000e+00	100	1	1
15	1	2	6.840768e-01	1.224647e-16	6.726695e-15	7.029396e-13	1.279756e-14	100	1	1
16	1	4	8.340609e-01	2.449294e-16	1.231521e-14	1.179182e-12	2.345199e-14	100	1	1
17	2	2	1.017093e+00	-2.492521e-01	1.545325e+01	1.487375e+03	2.450000e+01	100	0	1
18	2	4	8.339100e-01	5.154594e-03	5.000000e-01	4.850000e+01	5.000000e-01	100	1	1
19	2	1	1.167444e+00	-5.194758e-03	5.000000e-01	7.662500e+01	5.000000e-01	1.892333e+01	1	1
20	2	3	8.174779e-01	1.836970e-16	9.210263e-15	9.279340e-13	1.795638e-14	100	1	1
21	2	4	8.340877e-01	8.758027e-02	8.198171e+00	8.403125e+02	9.000000e+00	100	1	1
22	2	2	7.675622e-01	1.224647e-16	6.396620e-15	6.348646e-13	1.215462e-14	100	1	1
23	2	3	8.175224e-01	1.836970e-16	9.330297e-15	9.073714e-13	1.786454e-14	100	1	1
24	2	1	6.673613e-01	6.123234e-17	3.164556e-15	3.101265e-13	6.000769e-15	100	1	1
25	2	2	7.008186e-01	-2.577314e-03	2.500000e-01	2.425000e+01	2.500000e-01	2.577320e-01	1	1
26	2	4	7.674220e-01	2.208795e-01	1.217950e+01	1.166188e+03	2.150000e+01	100	0	1
27	2	1	7.674297e-01	-2.544524e-03	2.500000e-01	2.456250e+01	2.500000e-01	7.633588e-01	1	1
28	2	3	7.174734e-01	-1.328758e-01	4.919554e+00	4.968750e+02	1.350000e+01	100	1	1
29	2	4	7.506525e-01	2.449294e-16	1.229715e-14	1.177452e-12	2.345199e-14	100	1	1
30	2	2	7.674519e-01	1.796284e-01	8.634271e+00	8.440000e+02	1.775000e+01	100	0	1
31	2	3	6.842163e-01	1.836970e-16	9.493505e-15	9.184966e-13	1.777269e-14	100	1	1
32	2	1	6.340238e-01	1.458639e-01	5.787371e+00	5.613750e+02	1.425000e+01	100	1	1
33	2	2	7.670647e-01	-1.287259e-01	4.399746e+00	4.333750e+02	1.275000e+01	100	1	1
34	2	4	7.673397e-01	4.236689e-01	1.918908e+01	1.712625e+03	4.025000e+01	100	0	1
35	2	1	1.000493e+00	2.014730e-01	6.736088e+00	9.986250e+02	1.925000e+01	100	0	1
36	2	3	7.836412e-01	1.836970e-16	9.631870e-15	9.680029e-13	1.846155e-14	100	1	1
37	2	4	7.336856e-01	1.030891e-02	2.783505e-01	2.700000e+01	1.000000e+00	100	1	1
38	2	2	7.505972e-01	1.224647e-16	6.100011e-15	5.810260e-13	1.166476e-14	100	1	1
39	2	3	8.169762e-01	1.836970e-16	9.740500e-15	9.813554e-13	1.850747e-14	100	1	1
40	2	1	6.670484e-01	6.123234e-17	3.176100e-15	3.152279e-13	6.077310e-15	100	1	1
41	2	2	7.002363e-01	-5.037741e-03	5.000000e-01	4.962500e+01	5.000000e-01	2.518892e-01	1	1
42	2	4	8.171380e-01	2.449294e-16	1.213490e-14	1.158883e-12	2.339075e-14	100	1	1
43	2	1	1.167500e+00	4.366272e-01	2.042885e+01	3.947875e+03	4.025000e+01	100	0	1
44	2	3	8.009541e-01	1.836970e-16	9.566618e-15	9.399202e-13	1.804823e-14	100	1	1
45	2	4	7.173080e-01	2.449294e-16	1.284194e-14	1.271352e-12	2.424801e-14	100	1	1
46	2	2	7.506875e-01	1.224647e-16	6.246098e-15	5.980639e-13	1.172599e-14	100	1	1
47	2	3	8.174992e-01	-2.570688e-03	2.500000e-01	2.431250e+01	2.500000e-01	2.570694e-01	1	1
48	2	1	6.673542e-01	1.775962e-01	8.362179e+00	8.153125e+02	1.750000e+01	100	0	1
49	2	2	7.507387e-01	-2.564097e-03	2.500000e-01	2.437500e+01	2.500000e-01	2.564103e-01	1	1
50	2	4	7.673629e-01	2.449294e-16	1.262863e-14	1.243920e-12	2.412554e-14	100	1	1
51	2	1	8.340900e-01	-5.208286e-03	5.000000e-01	5.150000e+01	5.000000e-01	3.640777e+00	1	1
52	2	3	7.341739e-01	1.836970e-16	9.271809e-15	8.924116e-13	1.768084e-14	100	1	1
53	2	4	9.008227e-01	-5.249296e-03	5.000000e-01	4.762500e+01	5.000000e-01	2.624672e-01	1	1
54	2	2	7.173405e-01	1.224647e-16	6.389549e-15	6.357601e-13	1.218524e-14	100	1	1
55	2	3	1.017641e+00	-5.249296e-03	5.000000e-01	8.937500e+01	5.000000e-01	2.419580e+01	1	1
56	2	1	6.836164e-01	6.123234e-17	3.106279e-15	3.013090e-13	5.939537e-15	100	1	1
57	2	2	6.339445e-01	1.224647e-16	6.259167e-15	6.118335e-13	1.197092e-14	100	1	1
58	2	4	6.670818e-01	1.998598e-01	1.046282e+01	1.020125e+03	1.975000e+01	100	0	1
59	2	1	8.004854e-01	5.221885e-03	2.349869e-02	2.250000e+00	5.000000e-01	100	1	1
60	2	3	8.003632e-01	1.836970e-16	9.192247e-15	8.847537e-13	1.768084e-14	100	1	1
61	2	4	8.002503e-01	-2.531640e-03	2.500000e-01	2.468750e+01	2.500000e-01	2.531646e-01	1	1
62	2	2	7.502431e-01	1.224647e-16	6.103386e-15	5.813475e-13	1.166476e-14	100	1	1
63	2	3	6.837285e-01	-5.076099e-03	5.000000e-01	4.925000e+01	5.000000e-01	2.538071e-01	1	1
64	2	1	9.502935e-01	2.266096e-01	1.529600e+01	1.766688e+03	2.225000e+01	9.610390e+01	0	1
