Event Number	Event Type	Onset
1	cue	0.0151159250
2	trial	0.5318329670
3	return	4.7073271990
4	trial	6.0827216190
5	return	7.8229974460
6	trial	8.6227609790
7	return	10.2721822050
8	trial	11.1551119060
9	return	13.3878206370
10	trial	14.8373841880
11	return	17.9195461260
12	trial	18.9858841990
13	return	20.2354031620
14	trial	21.0851507770
15	return	23.8855167210
16	trial	25.1189091140
17	return	26.0524418700
18	trial	26.8358898780
19	return	28.7695788770
20	trial	29.8028864950
21	return	30.6364638640
22	trial	31.5365320710
23	return	33.6868787870
24	trial	34.4537194270
25	return	35.5539112880
26	trial	36.2705943720
27	return	37.8541511920
28	trial	39.0124759660
29	return	40.9784601250
30	trial	41.8447976850
31	return	43.3109746940
32	trial	44.2101024810
33	return	45.9428874900
34	rest	46.6759648470
35	cue	58.7073256570
36	trial	59.2241664520
37	return	60.4742896140
38	trial	61.3910260640
39	return	63.0580580920
40	trial	63.9915420660
41	return	64.9749820180
42	trial	65.7250643780
43	return	67.5587135990
44	trial	68.4755902890
45	return	69.8423908970
46	trial	70.5924940610
47	return	71.4927807830
48	trial	72.2179303130
49	return	73.5262911770
50	trial	74.7170772700
51	return	75.4334686560
52	trial	76.3827062240
53	return	77.2658464700
54	trial	78.2820012820
55	return	79.7481027180
56	trial	80.5146081080
57	return	81.5642443960
58	trial	82.3139270940
59	return	84.1468153070
60	trial	85.2796266840
61	return	86.7958587390
62	trial	87.5622900200
63	return	88.5786051510
64	trial	89.3949642420
65	return	90.8790698510
66	trial	92.0125100740
67	return	93.3961128480
68	trial	94.1128320310
69	return	94.9796010050
70	trial	95.9298222740
71	return	97.4466336260
72	trial	98.2634266270
73	return	99.4468938810
74	trial	100.2804818860
75	return	101.7973214130
76	trial	102.7307306180
77	return	104.5310640290
78	trial	105.3312163660
79	return	106.3146782870
80	trial	107.0394951720
81	return	108.2058128810
82	trial	109.3720642800
83	return	110.0987440280
84	trial	110.8154502600
85	return	111.7213404650
86	trial	112.4877262490
87	return	114.0372297260
88	trial	114.8036703010
89	return	115.6199983320
90	trial	116.3363728640
91	return	117.9859558180
92	trial	119.2521110320
93	return	120.5183828290
94	trial	121.2680876620
95	return	122.2177778980
96	trial	122.9342604470
97	return	124.3841044800
98	trial	125.5009730300
99	return	126.5510376250
100	trial	127.2679070290
101	return	128.4681006460
102	trial	129.2681794080
103	return	130.5684482280
104	trial	131.2851976090
105	return	132.0020082350
106	trial	132.7309116460
107	return	134.0355746250
108	trial	135.1524193470
109	return	136.3693076120
110	trial	137.0861600920
111	return	138.2195335820
112	trial	138.9363199490
113	return	140.5365668300
114	trial	141.7446127520
115	return	142.7108635260
116	trial	143.4273295280
117	return	144.1538025820
118	trial	144.8707438900
119	return	146.0929738090
120	trial	146.8095965780
121	return	147.6758643560
122	trial	148.3924779140
123	return	149.7418587840
124	trial	150.6916302660
125	return	152.3410323400
126	trial	153.1407965100
127	return	153.9570854520
128	trial	154.6736467530
129	return	156.1230171760
130	trial	157.1394297450
131	return	157.9392557810
132	rest	158.6559791990
133	cue	170.6745671100
134	trial	171.1913186160
135	return	173.0582668030
136	trial	173.9916157050
137	return	174.9667802470
138	trial	175.6831547760
139	return	176.5828879230
140	trial	177.5658050610
141	return	178.3655817800
142	trial	179.0819661450
143	return	180.0149789150
144	trial	180.7314630040
145	return	181.7145530080
146	trial	182.4308822370
147	return	183.2306916140
148	trial	183.9469917550
149	return	185.0966702320
150	trial	185.9463625910
151	return	187.1458976480
152	trial	187.8625041390
153	return	189.1120512250
154	trial	190.2616621760
155	return	191.0779450910
156	trial	191.7945448710
157	return	192.9780550540
158	trial	193.6947285310
159	return	194.9949294410
160	trial	195.8283794640
161	return	196.5785494330
162	trial	197.2953064470
163	return	198.0120564250
164	trial	198.7289736920
165	return	199.8122827530
166	rest	200.5458042510
167	cue	212.5643502220
168	trial	213.0810806100
169	return	214.3202584170
170	trial	215.1365836780
171	return	216.1861974800
172	trial	216.9025728620
173	return	217.8189227090
174	trial	218.5354438160
175	return	220.0010570570
176	trial	221.0006641170
177	return	221.7504733830
178	trial	222.5001024160
179	return	223.3331838900
180	trial	224.0496786600
181	return	225.3159535720
182	trial	226.3491602820
183	return	227.3160583610
184	trial	228.0327957950
185	return	228.9668759340
186	trial	229.6835898840
187	return	230.9339051020
188	trial	231.6673316670
189	return	232.6341219620
190	trial	233.3508669970
191	return	234.8010886210
192	trial	235.7345924970
193	return	237.0680055360
194	trial	237.7848161330
195	return	238.6850106220
196	trial	239.4017512670
197	return	240.6519868520
198	trial	241.6521077090
199	return	242.4688366720
200	trial	243.1937840190
201	return	244.1100628660
202	trial	244.8359710290
203	return	245.8261520840
204	trial	246.5426578510
205	return	247.3091115670
206	trial	248.0249984780
207	return	249.2411931710
208	trial	250.2575126220
209	return	251.3404466330
210	trial	252.0570693070
211	return	252.9398815790
212	trial	253.6563063040
213	return	254.9225784740
214	trial	255.7391164260
215	return	256.4553949920
216	trial	257.3718855410
217	return	258.2547521650
218	trial	258.9712242310
219	return	260.3377323550
220	trial	261.0550124490
221	return	262.1219981000
222	trial	262.8387204350
223	return	264.3722765180
224	trial	265.2556900890
225	return	266.3058545290
226	trial	267.0227407250
227	return	267.7394014060
228	trial	268.4728482480
229	return	269.5231453220
230	trial	270.2732733150
231	return	270.9899974460
232	trial	271.7174733710
233	return	272.6568217300
234	trial	273.3737804950
235	return	274.0903861900
236	trial	274.8072295720
237	return	275.5572771390
238	trial	276.2826355850
239	return	277.4322679670
240	trial	278.3485473430
241	return	279.2817381130
242	trial	279.9247038230
243	return	280.6415358470
244	trial	281.3581532900
245	return	282.4973595930
246	trial	283.3302531580
247	return	284.1300523800
248	trial	284.8464089640
249	return	285.5628766480
250	trial	286.2923752180
251	return	287.2289758130
252	trial	287.9453678780
253	return	288.6618058540
254	trial	289.3782642420
255	return	290.4612770190
256	trial	291.3442151590
257	return	292.2772374260
258	trial	292.9937409350
259	return	293.7100814200
260	trial	294.4268446290
261	return	295.3770245610
262	trial	296.3437926020
263	return	297.4106608670
264	rest	298.2607648310
265	cue	310.2792875400
266	trial	310.7960387440
267	return	311.6707126360
268	trial	312.6037139470
269	return	313.7034449380
270	trial	314.4863617780
271	return	315.2133543260
272	trial	315.9859189910
273	return	316.9189567350
274	trial	317.6354068480
275	return	318.5183365810
276	trial	319.3680617510
277	return	320.1345184270
278	trial	320.9176295930
279	return	321.6340606350
280	trial	322.3505048320
281	return	323.1501509050
282	trial	323.8666252300
283	return	324.5831449240
284	trial	325.2995184340
285	return	326.7989802630
286	trial	327.7819531280
287	return	328.6654637280
288	trial	329.3822930830
289	return	330.0989585180
290	trial	330.8157974430
291	return	331.6326643100
292	trial	332.4994308240
293	return	333.2161212430
294	trial	333.9330375020
295	return	334.6497278560
296	trial	335.3831042920
297	return	336.1999635210
298	rest	336.9333437010
299	cue	348.9518837600
300	trial	349.4853345570
301	return	350.6575965400
302	trial	351.3740915410
303	return	352.1405441120
304	trial	352.8569335620
305	return	353.5732929780
306	trial	354.3027251620
307	return	355.5226280200
308	trial	356.2890993560
309	return	357.0055173930
310	trial	357.7219053500
311	return	358.4384651430
312	trial	359.1547652290
313	return	360.1044304860
314	trial	361.0209681000
315	return	361.7373046680
316	trial	362.4540027450
317	return	363.1708703900
318	trial	363.8876046610
319	return	364.9210150270
320	trial	365.6378351810
321	return	366.3546132500
322	trial	367.0714196880
323	return	368.0715096900
324	trial	368.8549617730
325	return	369.5717618640
326	trial	370.2885673800
327	return	371.0173878290
328	trial	371.7338016790
329	return	372.6055072790
330	trial	373.6390191930
331	return	374.3557563440
332	trial	374.9994731270
333	return	375.7157742820
334	trial	376.4322508600
335	return	377.6563316560
336	trial	378.3397296770
337	return	379.1899209010
338	trial	379.9144298290
339	return	380.7975526920
340	trial	381.6138472090
341	return	382.3301977330
342	trial	383.0571365560
343	return	383.7739023920
344	trial	384.4906068590
345	return	385.3458885950
346	trial	386.2957069380
347	return	387.0120088240
348	trial	387.7284434210
349	return	388.4615258550
350	trial	389.0947111830
351	return	389.8444350430
352	trial	390.5942002110
353	return	391.4099812540
354	trial	392.1264858730
355	return	393.0594745470
356	trial	393.9257592160
357	return	394.6422334040
358	trial	395.3586710950
359	return	396.0752918610
360	trial	396.7919988860
361	return	397.6927112230
362	trial	398.5929686130
363	return	399.3096499180
364	trial	400.0930838080
365	return	400.8764978140
366	trial	401.5933552450
367	return	402.4767799800
368	trial	403.1934560470
369	return	403.9270817080
