Event Number	Event Type	Onset
1	cue	0.0137853640
2	trial	0.7585013950
3	return	1.6752537499
4	trial	2.5760916920
5	return	4.2757461149
6	trial	4.9089232980
7	return	5.9765641929
8	trial	6.7427951370
9	return	7.7601819170
10	trial	8.4760689490
11	return	9.2927717610
12	trial	10.0435963500
13	return	11.0766995170
14	trial	11.7942833529
15	return	12.8099909789
16	trial	13.5275926780
17	return	14.2444554740
18	trial	14.9614503830
19	return	15.6942196660
20	trial	16.4116230740
21	return	17.1781178280
22	trial	17.8116879909
23	return	18.5777258429
24	trial	19.2108875209
25	return	19.9282531909
26	trial	20.6451095940
27	return	21.5449382690
28	trial	22.2625155359
29	return	22.9794729160
30	trial	23.6952986190
31	return	24.4120679769
32	trial	25.1289429240
33	return	26.0128956439
34	rest	26.7623520009
35	cue	31.7803390069
36	trial	32.3302521550
37	return	33.2307399079
38	trial	34.1308686680
39	return	34.9298172840
40	trial	35.7977056670
41	return	36.5981981619
42	trial	37.3973727450
43	return	38.1640405200
44	trial	38.7979938829
45	return	39.5484127969
46	trial	40.2484811050
47	return	40.9648419289
48	trial	41.7987286210
49	return	42.5653493300
50	trial	43.1982441109
51	return	43.9152826669
52	trial	44.5657532860
53	return	45.2825017429
54	trial	45.9152176490
55	return	46.6326333389
56	trial	47.2995487479
57	return	48.2323626080
58	trial	48.8824186149
59	return	50.0496800289
60	trial	50.6824324479
61	return	51.4665318090
62	trial	52.0991820870
63	return	52.8835485720
64	trial	53.5663100770
65	return	54.4500030590
66	trial	55.2675867970
67	return	56.1168285080
68	rest	56.8340162640
69	cue	61.8645147369
70	trial	62.3802356659
71	return	63.3012122510
72	trial	63.9522232149
73	return	64.7685002439
74	trial	65.4854296179
75	return	66.2027202550
76	trial	66.9191035130
77	return	67.6355750109
78	trial	68.2686493070
79	return	69.9862545159
80	trial	70.7025375570
81	return	71.4858958320
82	trial	72.2028340669
83	return	72.9534701409
84	trial	73.5863871300
85	return	74.3031246259
86	trial	75.0198152759
87	return	75.9530723420
88	trial	76.6701381280
89	return	77.4033798260
90	trial	78.0371381410
91	return	78.8872096209
92	trial	79.6045819030
93	return	80.5541029950
94	trial	81.2709991069
95	return	82.1375762529
96	trial	82.8550843720
97	return	83.5712520430
98	trial	84.2877300519
99	return	85.0055723819
100	trial	85.7222662870
101	return	86.4891248379
102	rest	87.2058335199
103	cue	92.2226226350
104	trial	92.7518373999
105	return	93.6061785349
106	trial	94.4402515539
107	return	95.2402169469
108	trial	96.1565635649
109	return	96.8739296939
110	trial	97.5068393640
111	return	98.2238225660
112	trial	98.8569774090
113	return	99.5741781150
114	trial	100.2238792280
115	return	100.9406606789
116	trial	101.7076249319
117	return	102.4244226450
118	trial	103.3077769530
119	return	104.2249323820
120	trial	104.9080687079
121	return	105.8744734949
122	trial	106.5913830650
123	return	107.9085614559
124	trial	108.6250268989
125	return	109.7919345830
126	trial	110.5082278179
127	return	111.6088480649
128	trial	112.3255023600
129	return	113.1590462780
130	trial	113.8761857050
131	return	114.7105516730
132	trial	115.3598279989
133	return	116.5097829159
134	trial	117.2265323399
135	return	117.9438268429
136	rest	118.6430928319
