Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	-1.940654e+05	0	0	0	0	0	1	0
2	1	4	-1.940640e+05	3.784683e-01	1.561417e+01	9.915000e+02	2.525000e+01	100	0	0
3	1	1	-1.940626e+05	-1.887378e-01	1.650751e+01	1.923125e+03	17	1.201717e+01	0	0
4	1	2	8.003288e-01	5.520700e-02	5.250000e+00	4.987500e+02	5.250000e+00	100	1	1
5	1	3	-1.940598e+05	-3.141593e+00	8.035277e-15	1.068692e-12	1.432837e-14	5.864662e+01	0	0
6	1	1	1.016895e+00	-3.141593e+00	3.086566e-15	3.001686e-13	5.954845e-15	100	0	1
7	1	4	9.006128e-01	1.845428e-01	8.462000e+00	7.933125e+02	1.750000e+01	100	0	1
8	1	2	7.676981e-01	1.224647e-16	6.210244e-15	5.992886e-13	1.181784e-14	100	1	1
9	1	3	-1.940542e+05	-3.736578e-02	1.000000e+00	1.462500e+02	1.000000e+00	4.153846e+01	1	0
10	1	4	1.050897e+00	-1.041629e-02	1.000000e+00	9.600000e+01	1.000000e+00	1.041667e+00	1	1
11	1	1	-1.940514e+05	1.275624e+00	9.269568e+00	1.717188e+03	37	100	0	0
12	1	2	7.508874e-01	-5.132124e-01	2.865390e+01	2.478562e+03	4.875000e+01	100	0	1
13	1	1	-1.940486e+05	6.123234e-17	1.282946e-15	1.372753e-13	3.061617e-15	100	1	0
14	1	3	-1.940472e+05	1.836970e-16	8.050665e-15	7.768891e-13	1.644088e-14	100	1	0
15	1	2	9.006668e-01	-1.426280e-01	5.648825e+00	5.408750e+02	1.375000e+01	100	1	1
16	1	4	6.674928e-01	2.449294e-16	1.253969e-14	1.216350e-12	2.375815e-14	100	1	1
17	2	2	1.150932e+00	-2.061447e-01	1.004088e+01	9.363125e+02	1.950000e+01	100	0	1
18	2	4	9.504243e-01	-2.291472e-01	1.054290e+01	9.831250e+02	2.175000e+01	100	0	1
19	2	1	-1.940277e+05	6.123234e-17	3.012017e-15	2.853886e-13	5.801764e-15	100	1	0
20	2	3	8.003836e-01	1.836970e-16	9.388280e-15	9.177044e-13	1.795638e-14	100	1	1
21	2	4	8.173031e-01	1.293753e-01	4.635842e+00	4.543125e+02	1.275000e+01	100	1	1
22	2	2	7.003522e-01	1.224647e-16	6.301025e-15	6.206510e-13	1.206277e-14	100	1	1
23	2	3	9.175645e-01	-2.597397e-03	2.500000e-01	2.406250e+01	2.500000e-01	2.597403e-01	1	1
24	2	1	9.007203e-01	6.123234e-17	3.131027e-15	3.091889e-13	6.046694e-15	100	1	1
25	2	2	7.340913e-01	-4.975083e-03	5.000000e-01	5.025000e+01	5.000000e-01	2.487562e-01	1	1
26	2	4	9.008582e-01	4.110645e-01	1.678704e+01	1.473063e+03	3.825000e+01	100	0	1
27	2	1	7.174047e-01	-3.141593e+00	3.106157e-15	3.005207e-13	5.924229e-15	100	0	1
28	2	3	-1.940151e+05	-3.141593e+00	7.030259e-15	9.649030e-13	1.336396e-14	5.300546e+01	0	0
29	2	4	8.673779e-01	-9.111255e-01	5.395319e+01	3.169750e+03	7.575000e+01	100	0	1
30	2	2	1.134109e+00	-3.267422e-01	1.180833e+01	1.062750e+03	3.050000e+01	100	0	1
31	2	3	-1.940109e+05	1.836970e-16	4.194176e-15	4.478512e-13	8.955230e-15	4.565492e+01	1	0
32	2	1	-1.940095e+05	-3.141593e+00	2.775011e-15	2.400384e-13	5.143517e-15	9.710983e+01	0	0
33	2	2	-1.940081e+05	-1.255958e+00	2.997059e+01	6.368750e+02	6.525000e+01	1.000000e+02	0	0
34	2	4	-1.940067e+05	2.827369e-01	1.012080e+01	8.273750e+02	2.375000e+01	100	0	0
35	2	1	-1.940053e+05	-3.141593e+00	7.252064e-16	4.895143e-14	1.500192e-15	100	0	0
36	2	3	-1.940039e+05	-3.141593e+00	7.337155e-15	5.576238e-13	1.396097e-14	100	0	0
37	2	4	-1.940025e+05	2.449294e-16	3.588215e-15	9.419065e-14	6.429396e-15	100	1	0
38	2	2	9.005014e-01	-1.187283e-01	4.378788e+00	4.335000e+02	1.175000e+01	100	1	1
39	2	3	-1.939997e+05	1.836970e-16	4.053859e-15	5.016651e-13	8.128593e-15	100	1	0
40	2	1	-1.939983e+05	-3.141593e+00	1.385568e-15	5.680830e-14	2.510526e-15	100	0	0
41	2	2	9.669780e-01	-1.458639e-01	5.706830e+00	5.535625e+02	1.425000e+01	100	1	1
42	2	4	8.169759e-01	2.449294e-16	1.259979e-14	1.247379e-12	2.424801e-14	100	1	1
43	2	1	-1.939941e+05	3.103150e+00	9.412651e-02	7.812500e+00	1.250000e+00	100	0	0
44	2	3	1.100416e+00	-3.141593e+00	9.160446e-15	8.748226e-13	1.754307e-14	100	0	1
45	2	4	9.671828e-01	-6.417909e-02	6.250000e+00	6.078125e+02	6.250000e+00	1.574096e-15	1	1
46	2	2	1.083410e+00	-2.782997e-01	1.006604e+01	9.336250e+02	2.650000e+01	100	0	1
47	2	3	-1.939885e+05	1.836970e-16	8.420319e-15	8.125608e-13	1.680828e-14	100	1	0
48	2	1	1.000881e+00	6.123234e-17	3.104250e-15	2.995601e-13	5.908921e-15	100	1	1
49	2	2	7.007761e-01	-5.958205e-01	2.612384e+01	2.109500e+03	5.475000e+01	100	0	1
50	2	4	7.840523e-01	1.810204e-01	7.092838e+00	6.685000e+02	1.725000e+01	100	0	1
51	2	1	8.008786e-01	7.365785e-02	1.963104e+00	1.928750e+02	7.250000e+00	100	1	1
52	2	3	7.173730e-01	1.836970e-16	9.467561e-15	9.254541e-13	1.795638e-14	100	1	1
53	2	4	8.342495e-01	5.244530e-02	1.219160e+00	1.161250e+02	5.000000e+00	100	1	1
54	2	2	6.841507e-01	-2.651471e-01	1.001762e+01	9.591875e+02	2.600000e+01	100	0	1
55	2	3	-1.939773e+05	1.836970e-16	6.053261e-15	9.064759e-13	1.584387e-14	100	1	0
56	2	1	7.508929e-01	6.123234e-17	3.090594e-15	2.959244e-13	5.862997e-15	100	1	1
57	2	2	6.841301e-01	-6.464758e-01	2.746972e+01	2.211313e+03	6.075000e+01	100	0	1
58	2	4	6.674557e-01	5.859018e-01	2.966667e+01	2.447500e+03	5.475000e+01	100	0	1
59	2	1	9.841610e-01	-2.919580e-01	1.081967e+01	990	2.750000e+01	100	0	1
60	2	3	1.034267e+00	-3.447077e-01	1.635439e+01	1.537312e+03	3.375000e+01	100	0	1
61	2	4	8.008566e-01	4.659049e-01	2.126766e+01	1.882188e+03	4.450000e+01	100	0	1
62	2	2	1.133637e+00	-7.796663e-02	1.369271e+01	1.314500e+03	1.975000e+01	2.239583e+01	1	1
63	2	3	-1.939661e+05	1.836970e-16	1.435737e-15	2.045926e-14	2.617683e-15	100	1	0
64	2	1	1.083619e+00	-3.141593e+00	3.027827e-15	2.884005e-13	5.832380e-15	100	0	1
