Event Number	Event Type	Onset
1	cue	0.0165648670
2	trial	0.5497007140
3	return	2.5323196710
4	trial	3.2654023680
5	return	4.0484852060
6	trial	4.7648439420
7	return	5.4816792380
8	trial	6.1984370170
9	return	7.3319377710
10	trial	8.0486927480
11	return	8.8487337240
12	trial	9.4823312710
13	return	10.3990776250
14	trial	11.1157893810
15	return	11.9825950010
16	trial	12.6994376780
17	return	13.4161550330
18	trial	14.1330003070
19	return	15.6165913010
20	trial	16.3334214830
21	return	17.0501552990
22	trial	17.7771671950
23	return	18.7336765070
24	trial	19.4504057150
25	return	20.1839134440
26	trial	20.9094662670
27	return	21.9507766580
28	trial	22.6677554010
29	return	23.6419236760
30	trial	24.3583478880
31	return	25.0746696110
32	trial	25.7911568090
33	return	26.5409125280
34	rest	27.2572927810
35	cue	39.2868389330
36	trial	39.8034715970
37	return	40.8036707490
38	trial	41.5204866010
39	return	42.4540101120
40	trial	43.1707603520
41	return	44.1542622020
42	trial	44.8709349620
43	return	45.7544078610
44	trial	46.4712308480
45	return	47.2713712330
46	trial	47.9048181650
47	return	48.6549091560
48	trial	49.3717031020
49	return	50.2385358270
50	trial	50.9552354390
51	return	51.9053743890
52	trial	52.6221651520
53	return	53.3556544830
54	trial	54.0815641400
55	return	55.5226860510
56	trial	56.1560158990
57	return	56.8807958260
58	trial	57.5972642220
59	return	58.6301091550
60	trial	59.3565315020
61	return	60.5460939340
62	trial	61.2125925870
63	return	61.9289600690
64	trial	62.6570942760
65	return	63.4784898270
66	trial	64.1949882980
67	return	64.9114165250
68	trial	65.6278127790
69	return	66.6939847930
70	trial	67.4104484030
71	return	68.1936670930
72	trial	68.9099547960
73	return	69.9429341710
74	trial	70.6595145680
75	return	71.5924858420
76	trial	72.3088014910
77	return	73.0253327850
78	trial	73.7420770540
79	return	74.4588416610
80	trial	75.1922270570
81	return	76.0924151580
82	trial	76.8092698180
83	return	77.6426615400
84	trial	78.3594992120
85	return	79.1429522220
86	trial	79.8597291950
87	return	80.7431977260
88	trial	81.4599784250
89	return	82.2432905170
90	trial	82.9601589750
91	return	83.9103750930
92	trial	84.6270882380
93	return	85.9939177310
94	trial	86.7107348550
95	return	87.4371174520
96	trial	88.1535812390
97	return	89.0110467510
98	trial	89.7279328580
99	return	90.4946324440
100	trial	91.2191490910
101	return	91.9356229810
102	trial	92.6520004150
103	return	93.4518051890
104	trial	94.1682619450
105	return	95.1844984770
106	trial	95.9009196310
107	return	96.9005550710
108	trial	97.6170038010
109	return	99.3830611630
110	trial	100.0994678000
111	return	100.8492950030
112	trial	101.5656792830
113	return	102.5986348940
114	trial	103.3150719430
115	return	104.1481355350
116	trial	104.8645382800
117	return	105.7642873420
118	trial	106.4806083810
119	return	108.1974469290
120	trial	108.9141514760
121	return	109.6309780730
122	trial	110.3476843030
123	return	111.2812294220
124	trial	111.9980340180
125	return	113.6981537660
126	trial	114.4149788510
127	return	115.1318004190
128	trial	115.8608126550
129	return	116.7987065930
130	trial	117.5154769370
131	return	118.2321712000
132	rest	118.9598234160
133	cue	130.9891551950
134	trial	131.5222194630
135	return	132.6052350970
136	trial	133.3216119750
137	return	134.5379543720
138	trial	135.2543595290
139	return	136.1873794200
140	trial	136.9037071360
141	return	137.6201988060
142	trial	138.3367725410
143	return	139.4863188770
144	trial	140.2026686640
145	return	142.0358682390
146	trial	142.7526527290
147	return	143.4694285970
148	trial	144.3528516280
149	return	145.7531132810
150	trial	146.3866017440
151	return	147.2034072410
152	trial	147.9201270840
153	return	149.0203067760
154	trial	149.7371544940
155	return	150.7538478510
156	trial	151.4707047450
157	return	152.1987716550
158	trial	152.9150988050
159	return	153.8877345340
160	trial	154.6044464890
161	return	155.3212550680
162	trial	155.9546870630
163	return	156.6804589630
164	trial	157.3969843750
165	return	158.6800169470
166	rest	159.4052549120
167	cue	171.4255348350
168	trial	171.9586730220
169	return	172.9249683010
170	trial	173.6247620040
171	return	174.3745106540
172	trial	175.1409727580
173	return	176.0911495220
174	trial	176.8078925150
175	return	178.1247966620
176	trial	178.8415471910
177	return	179.7416179210
178	trial	180.4584615810
179	return	181.1751959200
180	trial	181.8919074000
181	return	182.9254836870
182	trial	183.6422754690
183	return	184.3757558340
184	trial	185.0924835380
185	return	186.0760055910
186	trial	186.7928091010
187	return	187.6762609850
188	trial	188.3929362680
189	return	189.2264771780
190	trial	189.9526178660
191	return	190.7434241530
192	trial	191.4601744120
193	return	192.8849639370
194	trial	193.9013072830
195	return	194.7344420040
196	trial	195.4607924370
197	return	196.5171860790
198	trial	197.2334698590
199	return	197.9498683560
200	trial	198.6663346660
201	return	199.5159816260
202	trial	200.2325741900
203	return	200.9655485570
204	trial	201.6820557600
205	return	202.3984522140
206	trial	203.1316071370
207	return	204.1146716950
208	trial	204.8309956240
209	return	205.7139988540
210	trial	206.4304702430
211	return	207.1968085850
212	trial	207.9133451940
213	return	208.9962743720
214	trial	209.7129586970
215	return	210.5296967090
216	trial	211.2464458760
217	return	212.3134189770
218	trial	213.0301590610
219	return	213.9134981620
220	trial	214.6303350390
221	return	215.4637957960
222	trial	216.1805815620
223	return	217.0640367780
224	trial	217.6975535360
225	return	218.5976043110
226	trial	219.3143609850
227	return	220.1144718690
228	trial	220.8313245480
229	return	221.7981121590
230	trial	222.5249832100
231	return	223.2817041780
232	trial	223.9984946840
233	return	225.2318740550
234	trial	225.9571313550
235	return	226.9068391870
236	trial	227.6322709520
237	return	228.5229063060
238	trial	229.2393950710
239	return	230.1390727970
240	trial	230.8554528130
241	return	231.5885899520
