Event Number	Event Type	Onset
1	cue	0.0163040650
2	trial	0.5495493220
3	return	5.2480238370
4	trial	5.9645218509
5	return	6.8641285429
6	trial	7.5805167480
7	return	8.3303481090
8	trial	9.0470349339
9	return	10.4804142660
10	trial	11.3640157169
11	return	12.3307375970
12	trial	13.0475333290
13	return	13.8476222709
14	trial	14.5645067720
15	return	15.4811575949
16	trial	16.2313883220
17	return	16.9648520979
18	trial	17.6816523409
19	return	19.4485558269
20	trial	20.3153363880
21	return	21.0320666999
22	trial	21.7591267349
23	return	22.6990022190
24	trial	23.3324590430
25	return	24.4492835150
26	trial	25.1745772010
27	return	25.9910506050
28	trial	26.8240865530
29	return	27.6738049480
30	trial	28.4067807699
31	return	29.1333181510
32	trial	29.7669064300
33	return	30.6727574579
34	rest	31.3892217380
35	cue	43.4187778230
36	trial	43.9356196449
37	return	45.9026158539
38	trial	46.8694281849
39	return	47.5862493040
40	trial	48.3863476090
41	return	49.1031053109
42	trial	50.1532095210
43	return	50.8699580180
44	trial	52.1701805260
45	return	52.8870301910
46	trial	53.7037550460
47	return	55.0372717089
48	trial	56.0541014520
49	return	57.1543737180
50	trial	58.3544520249
51	return	60.8459676560
52	trial	61.6123779929
53	return	62.3384510099
54	trial	63.6283970020
55	return	65.2111282679
56	trial	66.1442083190
57	return	66.8606229390
58	trial	67.5058441430
59	return	68.3101227659
60	trial	69.2098421580
61	return	71.0591852970
62	trial	72.1754760570
63	return	72.8919035160
64	trial	73.6083941020
65	return	74.3913836010
66	trial	75.0244680530
67	return	76.0908247259
68	trial	77.1741164780
69	return	77.9741995040
70	trial	78.6408880310
71	return	79.6077847299
72	trial	80.4245127960
73	return	81.8082083979
74	trial	82.5414934040
75	return	84.1416825750
76	trial	85.2418840659
77	return	85.9586917870
78	trial	86.6922665510
79	return	87.5589830229
80	trial	88.7591051409
81	return	89.8926685420
82	trial	90.9261294369
83	return	92.1097976080
84	trial	92.8351291060
85	return	93.5516415120
86	trial	94.2766724649
87	return	95.7176434540
88	trial	96.8004633649
89	return	98.3833294410
90	trial	99.3830256580
91	return	100.1494369530
92	trial	101.1323407750
93	return	101.8488406129
94	trial	102.5652690460
95	return	103.4483201969
96	trial	104.1981361869
97	return	105.3477176679
98	trial	106.0640836450
99	return	107.2803902760
100	trial	108.2466892140
101	return	109.7795258829
102	trial	110.6457952450
103	return	111.3625865220
104	trial	112.0793782390
105	return	113.1458713190
106	trial	113.8629898609
107	return	115.0132112909
108	trial	116.1133861160
109	return	117.3802852890
110	trial	118.0970371669
111	return	119.2471370000
112	trial	119.9639663179
113	return	120.6807099980
114	trial	121.4089451530
115	return	122.3976430959
116	trial	123.0477856270
117	return	124.2812733579
118	trial	125.0646809370
119	return	125.9482963489
120	trial	127.0150197999
121	return	128.4232719060
122	trial	129.3395448279
123	return	130.3891146609
124	trial	131.0322936489
125	return	132.5551391080
126	trial	133.2715697710
127	return	134.2712034590
128	trial	134.9876795750
129	return	135.7163731579
130	trial	136.7037960399
131	return	137.6699798179
132	rest	138.7363456590
133	cue	150.7687606090
134	trial	151.2853912980
135	return	152.0855572009
136	trial	153.0857255330
137	return	154.0357069049
138	trial	154.8860599740
139	return	155.6860366380
140	trial	156.4029368500
141	return	157.5863705460
142	trial	158.5865743969
143	return	159.7201239590
144	trial	160.5535491200
145	return	161.3202932570
146	trial	162.0870717079
147	return	162.9282847630
148	trial	163.6447459820
149	return	165.1108148110
150	trial	165.7542648170
151	return	167.0768936110
152	trial	167.7933108109
153	return	168.5930395479
154	trial	169.4594186080
155	return	170.3923873439
156	trial	171.1088923030
157	return	171.8252780170
158	trial	172.5416766560
159	return	173.7245920430
160	trial	174.4410927850
161	return	175.2074946749
162	trial	175.9238931290
163	return	176.6402525039
164	trial	177.3567143859
165	return	178.0732756320
166	rest	178.7228646589
167	cue	190.7415706060
168	trial	191.2748701139
169	return	192.4251583819
170	trial	193.1084890020
171	return	193.9086810639
172	trial	194.6920208560
173	return	195.6756105700
174	trial	196.4003630950
175	return	197.1500816060
176	trial	198.0164487070
177	return	198.8995421920
178	trial	200.0157939510
179	return	201.7318927239
180	trial	202.4482928379
181	return	203.5146731610
182	trial	204.2310600340
183	return	205.0141197699
184	trial	206.1137378509
185	return	208.4629166779
186	trial	209.3293029739
187	return	210.1290990929
188	trial	211.1619693660
189	return	212.1783930910
190	trial	212.9284322460
191	return	213.6449442910
192	trial	214.3617048420
193	return	215.0784804210
194	trial	215.7119469809
195	return	216.6954719650
196	trial	217.6622341310
197	return	218.5290544459
198	trial	219.2458199529
199	return	219.9626623649
200	trial	220.6294099840
201	return	221.5295230190
202	trial	222.1630044209
203	return	222.8913678220
204	trial	223.6298915250
205	return	225.0467177930
206	trial	226.4803020660
207	return	227.5637197900
208	trial	228.9639382530
209	return	230.5221703000
210	trial	231.5218326859
211	return	232.7715238789
212	trial	233.7711680359
213	return	234.6541423220
214	trial	235.3706170180
215	return	236.4868466220
216	trial	237.2698902859
217	return	238.5527728660
218	trial	239.4358972140
219	return	240.1855712680
220	trial	240.9020996969
221	return	242.0516585869
222	trial	242.8013931470
223	return	243.5178041330
224	trial	244.7341195790
225	return	245.6337978600
226	trial	246.4001414239
227	return	247.9335240810
228	trial	248.6503429710
229	return	249.6171670250
230	trial	250.5173017529
231	return	251.5508355950
232	trial	252.2676114420
233	return	253.0509839579
234	trial	254.3179008510
235	return	255.3681070700
236	trial	256.1014167430
237	return	256.8183180309
238	trial	257.4630747370
239	return	260.4022199679
240	trial	261.4856503640
241	return	262.5024274499
242	trial	263.9443461340
243	return	264.9272339660
244	trial	265.6438540230
245	return	267.0933282310
246	trial	267.8095944480
247	return	269.1092691720
248	trial	269.8256464839
249	return	270.7087344800
250	trial	271.3538953100
251	return	274.2242248720
252	trial	274.9906010249
253	return	275.7069659340
254	trial	276.3568103269
255	return	277.5896230900
256	trial	278.9558876780
257	return	279.7057055640
258	trial	280.5886715630
259	return	281.6054213949
260	trial	283.4556346020
261	return	284.4558892810
262	trial	285.1725932639
263	return	286.2394551990
264	rest	286.9562247510
265	cue	298.9747080080
266	trial	299.4914612219
267	return	302.3147848019
268	trial	303.6308743079
269	return	304.3973779159
270	trial	305.1305069920
271	return	306.0967682570
272	trial	306.8132258520
273	return	307.7795422740
274	trial	308.4292879089
275	return	309.5955911090
276	trial	310.2286360089
277	return	311.7282093540
278	trial	312.4446222800
279	return	313.2777871309
280	trial	314.3106782050
281	return	315.6606894559
282	trial	316.7274993419
283	return	317.5442636500
284	trial	318.5111676320
285	return	319.4445483560
286	trial	320.2279929899
287	return	323.1451920139
288	trial	323.8619234730
289	return	324.7620262770
290	trial	325.6287573710
291	return	326.3455595979
292	trial	327.0731257730
293	return	328.0957997870
294	trial	328.7293339630
295	return	330.9383976849
296	trial	331.6549176440
297	return	332.5378967000
298	rest	333.5542049579
299	cue	345.5834959070
300	trial	346.1166370619
301	return	347.1663394760
302	trial	348.2992787170
303	return	349.1657796500
304	trial	349.8825180460
305	return	350.6160264959
306	trial	351.3494412040
307	return	352.1495925600
308	trial	353.3997802150
309	return	354.1164994020
310	trial	354.8832818549
311	return	356.1168457390
312	trial	357.4170423290
313	return	358.3672149819
314	trial	359.2673143540
315	return	359.9840397440
316	trial	360.7008656870
317	return	362.1676979200
318	trial	363.1346086289
319	return	363.8606342160
320	trial	364.5180551700
321	return	365.2848375649
322	trial	367.1263345949
323	return	368.1758504340
324	trial	368.8923855680
325	return	371.1581690060
326	trial	372.0746115439
327	return	373.2908594050
328	trial	374.1738765810
329	return	375.0236350329
330	trial	375.7399766319
331	return	376.4564668660
332	trial	377.2061569300
333	return	378.0892040189
334	trial	378.9223395400
335	return	379.6553892719
336	trial	380.4384260620
337	return	381.3547590110
338	trial	382.2711733080
339	return	383.1376685690
340	trial	384.9212639009
341	return	385.8547118669
342	trial	386.5716002870
343	return	387.2883537069
344	trial	388.0050139250
345	return	389.5552823279
346	trial	390.2888061350
347	return	391.2555020819
348	trial	392.2390625840
349	return	392.9557665800
350	trial	393.6839596829
351	return	394.8394117929
352	trial	395.8562531270
353	return	396.9564006040
354	trial	397.6732401460
355	return	399.3154348619
356	trial	400.1317957289
357	return	400.9815746089
358	trial	401.8645015670
359	return	402.7641984840
360	trial	403.4807022039
361	return	404.5804236559
362	trial	405.9632309290
363	return	407.1460963349
364	trial	407.8625370510
365	return	408.6290191630
366	trial	409.3453299949
367	return	410.4616816440
368	trial	411.4780512520
369	return	412.8775435130
370	trial	413.7440000890
371	return	414.8934605359
372	trial	415.7932462849
373	return	417.7929748360
374	trial	418.7264049590
