Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.5318	4	4.0187	-0.153049	2.251785e+01	2.597114e+03	4.587605e+01	39.8675	0	1
1	0	4.7073	4	1.2177	0.000000	1.017742e+01	1.796116e+03	1.478094e+01	61.6216	1	0
2	1	6.0827	1	1.5847	0.005319	9.297304e+00	8.986881e+02	1.499089e+01	37.5864	1	1
2	0	7.8230	1	0.6678	0.000000	2.832211e+00	5.019053e+02	4.320621e+00	55.0845	1	0
3	1	8.6228	2	1.5171	0.066216	1.207208e+01	1.275226e+03	1.926612e+01	69.7430	1	1
3	0	10.2722	2	0.7342	0.000000	5.208643e+00	9.177988e+02	6.599134e+00	54.8802	1	0
4	1	11.1551	3	2.1006	0.024060	4.427183e+00	4.787038e+02	1.026784e+01	37.8077	1	1
4	0	13.3878	3	1.3007	0.000000	3.172047e+00	5.598798e+02	1.519920e+01	68.0645	1	0
5	1	14.8374	4	2.9339	-0.010695	1.669287e+01	2.257804e+03	2.762265e+01	44.8887	1	1
5	0	17.9195	4	0.9175	0.000000	9.512681e+00	1.713461e+03	3.421946e+01	71.8819	1	0
6	1	18.9859	1	1.1173	-0.005305	1.026893e+01	1.093825e+03	1.557175e+01	12.1379	1	1
6	0	20.2354	1	0.7012	0.000000	4.103900e+00	7.678442e+02	5.081777e+00	54.5928	1	0
7	1	21.0852	3	2.6513	-0.079619	4.352599e+00	4.436155e+02	1.603181e+01	93.7945	1	1
7	0	23.8855	3	1.0345	0.000000	4.586477e+00	8.443978e+02	1.588733e+01	81.9940	1	0
8	1	25.1189	2	0.7846	0.007895	2.116345e+00	2.330317e+02	3.045260e+00	47.2194	1	1
8	0	26.0524	2	0.6512	0.000000	3.288819e+00	5.955493e+02	1.170611e+01	98.8308	1	0
9	1	26.8359	3	1.7847	-0.053425	9.137659e+00	1.043588e+03	1.608044e+01	42.1079	1	1
9	0	28.7696	3	0.9010	0.000000	6.239257e+00	1.094703e+03	8.614927e+00	54.9050	1	0
10	1	29.8029	2	0.7013	0.103627	8.068108e+00	9.099317e+02	9.868497e+00	100.0000	1	1
10	0	30.6365	2	0.7678	0.000000	4.033999e+00	7.182068e+02	1.058166e+01	87.0639	1	0
11	1	31.5365	4	2.0016	-0.045302	6.107655e+00	7.203744e+02	1.253269e+01	78.9543	1	1
11	0	33.6869	4	0.6346	0.000000	9.787620e+00	1.795590e+03	1.726549e+01	76.1946	1	0
12	1	34.4537	1	0.9512	-0.063743	1.046916e+01	1.360946e+03	2.199422e+01	78.0671	1	1
12	0	35.5539	1	0.4845	0.000000	9.961822e-01	1.842881e+02	7.862076e+00	54.2125	1	0
13	1	36.2706	3	1.4348	-0.021330	1.008699e+01	1.069626e+03	1.758767e+01	43.8714	1	1
13	0	37.8542	3	1.0180	0.000000	6.099395e+00	1.103272e+03	1.708947e+01	68.0305	1	0
14	1	39.0125	4	1.8177	0.029247	7.720423e+00	1.102369e+03	2.242735e+01	75.4540	1	1
14	0	40.9785	4	0.7176	0.000000	9.743030e+00	1.790538e+03	2.405034e+01	80.4941	1	0
15	1	41.8448	2	1.3339	0.039767	5.565811e+00	6.439815e+02	1.109436e+01	83.7842	1	1
15	0	43.3110	2	0.7503	0.000000	3.827384e+00	6.732922e+02	5.081140e+00	55.6174	1	0
16	1	44.2101	1	1.5841	-0.064083	2.591819e+00	2.560555e+02	1.474879e+01	3.9810	1	1
16	0	45.9429	1	0.5341	0.000000	1.210287e+01	2.443728e+03	2.305325e+01	77.0145	1	0
17	2	59.2242	2	1.1179	-0.058599	4.821867e+00	4.687517e+02	6.541024e+00	46.8033	1	1
17	0	60.4743	2	0.7680	0.000000	5.648139e+00	1.016278e+03	9.686750e+00	85.5136	1	0
18	2	61.3910	4	1.5347	-0.045423	5.420725e+00	6.355189e+02	1.403461e+01	87.0866	1	1
18	0	63.0581	4	0.8011	0.000000	4.220100e+00	7.408023e+02	7.226429e+00	91.1779	1	0
19	2	63.9915	1	0.8513	-0.010610	6.537165e+00	6.629611e+02	1.060289e+01	36.3226	1	1
19	0	64.9750	1	0.6013	0.000000	2.120894e+00	4.058065e+02	5.080956e+00	58.3092	1	0
20	2	65.7251	3	1.6849	0.013368	6.508721e+00	6.255387e+02	1.341321e+01	63.9400	1	1
20	0	67.5587	3	0.7680	0.000000	4.856703e+00	8.839851e+02	8.108751e+00	59.8655	1	0
21	2	68.4756	4	1.2179	-0.026732	8.101931e+00	7.790637e+02	1.455112e+01	9.7326	1	1
21	0	69.8424	4	0.6179	0.000000	5.017434e+00	9.369718e+02	9.875813e+00	55.1216	1	0
22	2	70.5925	2	0.7513	-0.044707	3.063453e+00	3.121213e+02	5.081714e+00	5.4600	1	1
22	0	71.4928	2	0.5177	0.000000	4.104541e+00	7.234682e+02	5.046756e+00	87.8286	1	0
23	2	72.2179	3	1.1674	0.005333	8.016317e+00	8.321004e+02	1.465622e+01	71.9904	1	1
23	0	73.5263	3	1.0347	0.000000	2.834319e+00	5.051069e+02	8.579902e+00	73.4605	1	0
24	2	74.7171	1	0.5513	-0.060932	4.224282e+00	4.514715e+02	1.178672e+01	7.7692	1	1
24	0	75.4335	1	0.4174	0.000000	4.415211e+00	9.085512e+02	7.360892e+00	52.9166	1	0
25	2	76.3827	2	0.7507	0.002645	8.562603e+00	9.526466e+02	1.767972e+01	62.9798	1	1
25	0	77.2658	2	0.8678	0.000000	1.849430e+00	3.290251e+02	4.534639e+00	92.0099	1	0
26	2	78.2820	4	1.3177	-0.034745	6.239058e+00	6.400760e+02	1.477824e+01	88.3710	1	1
