Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
171	2	1	3.853927e-01	6.241881e-02	7.780848e+00	7.902706e+02	9.639218e+00	3.689849e+01	1	1
171	0	1	1.344134e-01	0	7.550277e+00	1.490133e+03	1.204371e+01	50	1	0
172	2	3	3.176556e-01	1.836970e-16	2.313882e-01	2.257684e+01	1.874415e+00	5.763220e-01	1	1
172	0	3	2.858136e-01	0	1.887341e+00	3.774537e+02	2.539561e+00	7.860826e+01	1	0
173	2	4	3.683382e-01	2.449294e-16	1.652207e-03	1.590774e-01	3.913894e+00	9.956478e-16	1	1
173	0	4	1.688422e-01	0	1.731045e-14	3.462090e-12	2.449294e-14	50	1	0
174	2	2	3.184285e-01	5.999928e-03	9.143412e-01	8.946426e+01	1.173878e+00	5.398764e+01	1	1
174	0	2	1.009092e-01	0	1.670685e+00	3.158282e+02	3.971662e+00	9.209642e+01	1	0
175	2	3	5.359104e-01	1.836970e-16	8.522514e-02	8.660265e+00	6.796424e-01	1.170456e+00	1	1
175	0	3	1.673084e-01	0	1.841986e-01	3.673159e+01	1.369677e+00	5.859251e+01	1	0
176	2	1	3.851744e-01	6.123234e-17	3.253627e-15	3.489212e-13	6.135217e-15	100	1	1
176	0	1	1.517551e-01	0	7.476404e-02	1.491463e+01	7.516842e-01	100	1	0
177	2	2	5.184040e-01	2.718833e-16	1.343673e-14	1.314749e-12	2.585818e-14	1.000000e+02	1	1
177	0	2	1.183848e-01	0	1.556312e-01	3.094351e+01	1.565558e+00	1.000000e+02	1	0
178	2	4	2.349000e-01	1.408358e-02	4.972527e-01	4.835813e+01	1.369727e+00	100	1	1
178	0	4	1.833343e-02	0	4.394609e-15	2.597206e-13	7.237639e-15	5.000000e+01	1	0
179	2	1	5.177551e-01	9.347678e-02	5.738122e-01	6.061127e+01	9.352337e+00	100	0	1
179	0	1	3.362170e-01	0	1.007900e+01	1.986467e+03	1.883614e+01	4.993120e+01	1	0
180	2	3	5.679554e-01	1.836970e-16	9.343838e-15	9.215840e-13	1.754289e-14	100	1	1
180	0	3	2.187412e-01	0	1.379370e+00	2.758311e+02	3.129138e+00	5.598967e+01	1	0
181	2	4	6.349038e-01	3.325584e-02	2.137106e+00	2.135924e+02	5.088063e+00	1.438737e-15	1	1
181	0	4	1.682362e-01	0	5.744463e-03	1.148893e+00	1.956947e-01	100	1	0
182	2	2	3.190311e-01	2.547006e-01	1.178060e+01	1.131130e+03	2.499834e+01	100	0	1
182	0	2	2.004981e-01	0	6.226654e+00	1.244345e+03	1.166188e+01	4.979676e+01	1	0
183	2	3	5.022740e-01	1.836970e-16	1.073906e+00	1.062955e+02	2.347109e+00	7.366610e+01	1	1
183	0	3	1.686077e-01	0	1.101978e+00	2.203955e+02	3.323486e+00	6.285516e+01	1	0
184	2	1	2.184711e-01	6.123234e-17	2.039680e-01	1.967832e+01	9.784049e-01	8.559237e+01	1	1
184	0	1	6.824893e-02	0	3.104213e-01	5.139135e+01	5.870694e-01	50	1	0
185	2	2	5.001611e-01	2.674097e-16	7.467750e-03	7.674790e-01	3.633960e-01	1.153270e+00	1	1
185	0	2	1.020065e-01	0	1.774612e-14	3.281816e-12	2.559456e-14	5.026455e+01	1	0
186	2	4	4.016728e-01	2.993118e-02	1.747603e+00	1.753639e+02	3.324521e+00	9.159639e+01	1	1
186	0	4	8.601262e-02	0	2.310774e+00	4.162012e+02	3.324589e+00	5.048893e+01	1	0
187	2	1	5.857964e-01	6.123234e-17	3.281477e-15	3.377802e-13	6.111251e-15	100	1	1
187	0	1	2.022285e-01	0	4.448141e-15	8.826644e-13	6.135217e-15	5.049310e+01	1	0
188	2	3	5.009966e-01	1.769128e-01	4.667217e+00	4.576387e+02	1.753026e+01	100	0	1
188	0	3	2.690190e-01	0	1.123853e+01	2.222664e+03	1.771903e+01	4.976324e+01	1	0
189	2	4	4.848130e-01	7.033389e-02	7.315538e+00	7.297451e+02	1.103967e+01	7.649843e+01	1	1
189	0	4	1.517273e-01	0	5.520678e+00	1.085809e+03	8.772313e+00	5.064792e+01	1	0
190	2	2	4.348187e-01	2.928850e-02	2.292865e-01	2.296367e+01	2.934162e+00	100	1	1
190	0	2	1.688683e-01	0	1.027652e+00	2.059074e+02	1.565367e+00	50	1	0
191	2	3	5.679325e-01	1.836970e-16	9.811051e-15	9.523056e-13	1.956947e-01	3.703569e-17	1	1
191	0	3	3.850521e-01	0	1.577292e+00	3.154734e+02	3.520322e+00	4.999111e+01	1	0
192	2	1	5.015818e-01	-1.861948e-01	8.876938e+00	9.178774e+02	1.839214e+01	9.260808e+01	1	1
192	0	1	2.850365e-01	0	6.982759e+00	1.378489e+03	1.319141e+01	5.031251e+01	1	0
193	1	3	2.846557e-01	-1.323980e+00	3.606261e+01	2.800195e+03	9.715929e+01	100	1	1
193	0	3	1.000779e-01	0	1.118901e+01	2.218004e+03	2.381318e+01	7.499544e+01	1	0
194	1	4	4.686342e-01	5.747631e-02	4.790963e+00	4.717530e+02	1.104304e+01	7.870130e+01	1	1
194	0	4	1.010197e-01	0	1.631403e-14	2.988245e-12	2.267154e-14	5.053419e+01	1	0
195	1	2	1.907832e-02	-3.412330e-02	1.775615e-01	1.729435e+01	3.324873e+00	100	1	1
195	0	2	-1.444257e-02	0	3.326810e+00	1.355398e-15	3.326810e+00	100	1	0
196	1	1	1.854819e-01	3.135722e+00	2.986109e-02	2.986058e+00	5.870740e-01	1.000000e+02	1	1
196	0	1	3.690038e-01	0	4.570410e-15	8.970883e-13	6.135217e-15	5.104686e+01	1	0
197	1	2	5.671526e-01	2.642957e-16	7.127645e-01	7.141593e+01	3.516223e+00	5.868423e+01	1	1
197	0	2	3.345708e-01	0	1.564459e+00	3.135040e+02	3.129588e+00	4.997560e+01	1	0
198	1	4	4.342744e-01	2.449294e-16	1.107119e-02	1.107119e+00	1.956947e-01	4.793138e-17	1	1
198	0	4	2.027907e-01	0	1.894557e-02	3.785799e+00	3.500694e-01	100	1	0
199	1	3	5.352050e-01	2.652439e-02	1.882355e-01	1.804363e+01	2.543136e+00	100	1	1
199	0	3	2.181513e-01	0	1.241183e+00	2.452915e+02	2.347689e+00	5.058639e+01	1	0
200	1	1	4.685163e-01	3.266108e-01	1.437911e+01	1.325179e+03	3.095334e+01	100	0	1
200	0	1	3.852868e-01	0	9.237985e+00	1.850994e+03	1.471161e+01	4.946395e+01	1	0
201	1	4	6.009479e-01	2.449294e-16	1.333175e-01	1.320131e+01	2.935421e+00	1.597365e-15	1	1
201	0	4	4.505170e-01	0	1.743595e-14	3.487191e-12	2.449294e-14	50	1	0
202	1	3	7.350156e-01	1.799806e-02	7.406986e-02	7.478288e+00	1.760967e+00	100	1	1
202	0	3	1.346847e-01	0	3.784750e+00	6.775455e+02	6.247263e+00	5.038260e+01	1	0
203	1	2	4.520262e-01	3.974050e-02	5.453765e-01	5.364145e+01	3.910804e+00	100	1	1
203	0	2	4.183923e-01	0	6.532134e+00	1.309919e+03	1.280986e+01	4.962631e+01	1	0
204	1	1	7.016922e-01	6.123234e-17	2.092150e+00	2.030736e+02	5.675147e+00	3.580117e-16	1	1
204	0	1	3.337646e-01	0	2.370921e+00	4.638860e+02	6.243336e+00	6.141648e+01	1	0
205	1	3	5.519003e-01	1.836970e-16	3.613338e-04	3.641622e-02	1.948910e-01	2.903850e+00	1	1
205	0	3	3.014060e-01	0	1.448857e+00	2.888864e+02	1.956573e+00	5.014722e+01	1	0
206	1	1	5.512576e-01	9.379352e-02	6.631788e+00	6.318376e+02	1.158365e+01	7.335469e+01	1	1
206	0	1	3.184612e-01	0	4.712590e+00	9.351401e+02	9.352337e+00	5.027266e+01	1	0
207	1	4	4.850370e-01	2.449294e-16	1.344706e-14	1.339443e-12	1.956947e-01	4.811972e-17	1	1
207	0	4	2.353202e-01	0	7.802449e-01	1.523844e+02	3.519521e+00	5.865433e+01	1	0
208	1	2	4.841023e-01	1.006002e-02	5.507576e-02	5.356412e+00	9.784241e-01	100	1	1
208	0	2	1.848288e-01	0	1.933649e-14	3.795400e-12	2.648129e-14	5.104686e+01	1	0
209	2	2	1.401955e+00	2.628507e-01	1.558324e+01	1.466518e+03	2.532241e+01	100	0	1
209	0	2	4.339246e-01	0	1.078728e+01	2.161678e+03	1.957617e+01	4.903639e+01	1	0
210	2	4	9.682765e-01	-5.216148e-02	4.134271e+00	4.222975e+02	5.081142e+00	1.000000e+02	1	1
210	0	4	1.848917e-01	0	2.642800e+00	5.151848e+02	5.081489e+00	5.123184e+01	1	0
211	2	1	6.518063e-01	-2.394564e-01	1.178261e+01	1.165328e+03	2.376387e+01	100	1	1
211	0	1	1.679806e-01	0	9.085042e-01	1.756560e+02	4.684074e+00	6.699162e+01	1	0
212	2	3	3.186867e-01	1.836970e-16	9.326799e-01	9.399807e+01	2.151795e+00	7.686325e+01	1	1
212	0	3	8.392833e-02	0	1.168829e-14	1.999133e-12	1.610494e-14	5.125858e+01	1	0
213	2	4	5.681780e-01	1.570796e+00	5.736301e+01	1.407738e-12	1.001957e+02	100	0	1
213	0	4	5.199071e-02	0	5.494309e+01	2.154201e-12	8.003914e+01	5.000000e+01	1	0
214	2	2	1.401179e+00	9.987112e-02	8.748250e+00	8.387589e+02	1.024877e+01	6.946340e+01	1	1
214	0	2	4.849679e-01	0	6.825932e+00	1.366156e+03	9.931283e+00	4.992432e+01	1	0
215	2	3	1.368528e+00	1.836970e-16	9.972891e-15	1.079258e-12	1.836970e-14	1.000000e+02	1	1
215	0	3	1.849733e-01	0	4.834775e-01	9.669549e+01	2.531783e+00	8.714633e+01	1	0
216	2	1	6.519323e-01	6.123234e-17	3.577628e-15	3.584630e-13	6.135217e-15	100	1	1
216	0	1	8.568742e-02	0	4.025263e-15	7.373085e-13	5.667886e-15	5.053419e+01	1	0
217	2	2	4.485472e+00	-1.588076e-01	7.187782e+00	7.210491e+02	1.584504e+01	100	0	1
217	0	2	2.014031e-01	0	1.103213e+01	2.185871e+03	1.753344e+01	4.998502e+01	1	0
218	2	4	8.019564e-01	-1.629265e-01	8.541439e+00	8.991711e+02	1.622066e+01	100	1	1
218	0	4	3.853640e-01	0	8.696608e-01	1.581569e+02	2.152010e+00	5.186101e+01	1	0
219	2	1	6.352602e-01	-4.116713e-01	1.476246e+01	1.370792e+03	3.891788e+01	100	0	1
219	0	1	4.857901e-01	0	1.510357e+01	3.027745e+03	3.056426e+01	4.759929e+01	1	0
220	2	3	6.348794e-01	-3.911898e-02	1.575792e+00	1.600286e+02	4.495926e+00	9.496024e+01	1	1
220	0	3	1.354117e-01	0	2.378964e+00	4.725983e+02	4.106123e+00	5.029553e+01	1	0
221	2	4	8.514798e-01	2.449294e-16	1.264164e-14	1.239425e-12	2.382190e-14	100	1	1
221	0	4	4.349328e-01	0	1.873589e-07	3.747186e-05	1.956943e-01	50	1	0
222	2	2	6.354259e-01	-3.117568e-01	1.985876e+01	1.893848e+03	3.073314e+01	1.000000e+02	0	1
222	0	2	3.847914e-01	0	2.003463e+00	4.014767e+02	3.910912e+00	4.996190e+01	1	0
223	2	3	6.020473e-01	-5.731421e-02	8.855566e-01	8.443093e+01	5.470455e+00	100	1	1
223	0	3	3.511791e-01	0	3.998320e+00	7.940634e+02	6.833305e+00	5.023495e+01	1	0
224	2	1	5.684116e-01	-1.891188e-01	5.353552e+00	5.274887e+02	1.883614e+01	100	0	1
224	0	1	4.188217e-01	0	9.371868e+00	1.878042e+03	1.883614e+01	4.910851e+01	1	0
225	2	2	4.860877e-01	-2.777616e-01	1.858038e+01	1.716888e+03	2.634717e+01	100	0	1
225	0	2	4.012343e-01	0	1.464970e+01	2.922149e+03	2.885978e+01	4.810263e+01	1	0
226	2	4	9.018967e-01	7.617327e-02	2.311669e+00	2.304965e+02	7.609963e+00	100	1	1
226	0	4	3.682699e-01	0	3.883389e+00	7.599587e+02	7.609963e+00	5.095182e+01	1	0
227	2	1	4.347116e-01	6.123234e-17	2.223963e+00	2.184794e+02	6.623980e+00	7.159377e+01	1	1
227	0	1	3.508619e-01	0	4.219857e+00	8.447183e+02	7.221872e+00	4.996374e+01	1	0
228	2	3	5.016167e-01	1.981836e-01	9.220898e+00	8.633500e+02	1.880269e+01	1.000000e+02	0	1
228	0	3	4.019596e-01	0	9.466826e+00	1.894135e+03	1.697132e+01	4.925464e+01	1	0
229	2	4	5.355320e-01	-1.110868e-01	8.510575e+00	8.591356e+02	1.108584e+01	100	1	1
229	0	4	3.679044e-01	0	3.206761e+00	6.383287e+02	6.055404e+00	5.014465e+01	1	0
230	2	2	3.346434e-01	2.654125e-16	2.520184e-02	2.505388e+00	4.892368e+00	6.026805e-16	1	1
230	0	2	1.894237e-02	0	3.830333e-15	3.912786e-13	6.255045e-15	50	1	0
231	2	3	5.510595e-01	1.836970e-16	2.112782e+00	2.100378e+02	3.905226e+00	5.892432e+01	1	1
231	0	3	6.850582e-02	0	1.318787e+00	2.606604e+02	4.903931e+00	9.102988e+01	1	0
232	2	1	-1.425264e-02	-1.910023e-01	1.902145e+01	1.871209e+03	1.902145e+01	1.000000e+02	0	1
232	0	1	4.846935e-01	0	3.665760e+00	7.461131e+02	7.997881e+00	4.940929e+01	1	0
233	2	2	6.191822e-01	-7.019697e-02	6.446642e+00	6.443350e+02	7.412416e+00	9.211705e+01	1	1
233	0	2	1.522276e-01	0	4.364791e+00	9.934666e+02	6.832662e+00	4.297044e+01	1	0
234	2	4	6.755687e-02	1.605495e-01	2.163155e+01	2.064298e+03	2.481207e+01	5.552923e+01	1	1
234	0	4	-1.479703e-02	0	4.892368e+00	5.862449e-15	4.892368e+00	1.000000e+02	1	0
235	2	1	4.509003e-01	-3.319093e-02	3.111541e-01	3.420369e+01	3.324978e+00	100	1	1
235	0	1	1.685543e-01	0	2.570112e+00	5.610139e+02	5.870841e+00	9.177354e+01	1	0
236	2	3	3.674686e-01	2.739041e-02	6.484061e-01	6.506958e+01	2.738698e+00	1.000000e+02	1	1
236	0	3	1.891521e-02	0	5.632897e+00	1.739926e+02	6.177731e+00	5.000000e+01	1	0
237	2	4	1.852157e-01	1.338726e+00	7.678907e+01	1.829658e+03	9.750968e+01	1.000000e+02	0	1
237	0	4	1.976474e-03	0	5.080815e+00	6.575323e-15	5.088063e+00	9.629630e+01	1	0
238	2	2	4.349125e-01	2.343321e-02	3.276364e-01	3.372801e+01	2.347692e+00	100	1	1
238	0	2	5.231479e-02	0	7.113647e-01	1.361538e+02	2.940195e+00	100	1	0
239	2	3	5.515132e-01	1.533845e-01	8.823785e+00	8.720190e+02	1.527838e+01	100	1	1
239	0	3	3.512278e-01	0	8.821381e+00	1.764276e+03	1.072977e+01	9.499277e+01	1	0
240	2	1	4.360474e-01	-3.694417e-02	2.059437e+00	1.961373e+02	3.520101e+00	1.000000e+02	1	1
240	0	1	2.184686e-01	0	2.108226e+00	4.137716e+02	3.324978e+00	5.102944e+01	1	0
241	2	2	4.524363e-01	1.362474e-01	4.841671e+00	4.855778e+02	1.318392e+01	100	1	1
241	0	2	2.011586e-01	0	8.341296e+00	1.647199e+03	1.300071e+01	5.030944e+01	1	0
242	2	4	3.508953e-01	-6.024024e-03	5.892496e-01	5.742485e+01	1.151367e+00	5.907220e+00	1	1
242	0	4	1.836258e-02	0	3.085092e-02	2.270769e+00	1.898518e-01	100	1	0
243	2	1	3.508027e-01	6.123234e-17	3.161364e-15	3.377896e-13	5.919526e-15	1.000000e+02	1	1
243	0	1	3.518691e-02	0	2.913457e-15	4.162081e-13	4.373739e-15	50	1	0
244	2	3	3.007380e-01	8.145204e-02	3.444330e+00	3.337251e+02	7.801837e+00	1.000000e+02	1	1
244	0	3	6.986475e-02	0	8.497911e+00	1.444610e+03	1.509583e+01	7.763923e+01	1	0
245	2	4	5.013959e-01	-1.073098e-01	8.196890e+00	8.039994e+02	1.031216e+01	100	1	1
245	0	4	3.521148e-01	0	5.364702e+00	1.072940e+03	8.772313e+00	4.980724e+01	1	0
246	2	2	4.687578e-01	-6.825319e-02	2.787526e+00	2.786478e+02	6.833368e+00	100	1	1
246	0	2	1.335942e-01	0	8.305604e-01	1.597077e+02	5.000093e+00	8.834138e+01	1	0
247	2	3	5.002217e-01	-1.072193e-01	5.268162e+00	5.402862e+02	1.070140e+01	100	0	1
247	0	3	4.511549e-01	0	9.452798e+00	1.891134e+03	1.603255e+01	4.936860e+01	1	0
248	2	1	4.025458e-01	-1.262776e-01	4.949609e+00	4.919807e+02	1.261887e+01	100	0	1
248	0	1	3.343120e-01	0	7.962581e+00	1.588226e+03	1.584504e+01	4.960107e+01	1	0
249	2	2	6.019521e-01	1.968501e-03	2.580975e-02	2.565818e+00	1.956943e-01	100	1	1
249	0	2	3.508936e-01	0	7.528283e-01	1.508603e+02	3.477876e+00	8.920107e+01	1	0
250	2	4	4.687873e-01	1.416909e-02	4.191738e-01	4.117504e+01	1.369726e+00	100	1	1
250	0	4	3.519283e-01	0	4.099736e+00	8.113848e+02	7.609963e+00	5.039589e+01	1	0
251	2	1	4.679756e-01	-1.757631e-02	1.992448e-01	1.996039e+01	1.760980e+00	100	1	1
251	0	1	3.348992e-01	0	1.509678e+00	2.951031e+02	2.738702e+00	5.123862e+01	1	0
252	2	3	6.188248e-01	-1.989459e-01	6.636648e+00	6.314772e+02	1.918347e+01	100	1	1
252	0	3	3.689717e-01	0	1.420363e+00	2.774724e+02	5.081489e+00	5.121708e+01	1	0
253	2	4	6.017463e-01	8.620557e-02	5.569819e+00	5.277652e+02	9.529861e+00	9.010634e+01	1	1
253	0	4	5.172278e-01	0	4.163990e+00	8.278307e+02	1.067742e+01	5.830821e+01	1	0
254	2	2	6.024313e-01	2.709667e-16	1.198084e-14	1.169949e-12	2.593008e-14	100	1	1
254	0	2	4.182375e-01	0	2.878124e+00	5.767513e+02	1.033478e+01	9.849969e+01	1	0
255	2	3	5.531104e-01	6.290901e-02	5.084522e+00	5.044672e+02	6.249843e+00	100	1	1
255	0	3	4.360540e-01	0	5.554006e+00	1.088861e+03	6.216385e+00	7.583637e+01	1	0
256	2	1	6.016978e-01	-6.090021e-02	1.179749e+00	1.221388e+02	5.859958e+00	100	1	1
256	0	1	3.681230e-01	0	3.910952e+00	7.832885e+02	5.666065e+00	4.994756e+01	1	0
257	1	3	5.681155e-01	-1.444061e-01	3.741705e+00	3.725412e+02	1.413702e+01	100	0	1
257	0	3	4.343106e-01	0	1.128528e+01	2.204865e+03	1.809175e+01	5.033893e+01	1	0
258	1	1	5.006543e-01	-2.134930e-01	1.210167e+01	1.279736e+03	2.122895e+01	100	0	1
258	0	1	4.178965e-01	0	1.178711e+01	2.364258e+03	2.213948e+01	4.871829e+01	1	0
259	1	4	4.012505e-01	-4.397164e-02	4.529993e+00	4.463628e+02	5.088063e+00	3.969152e-01	1	1
259	0	4	3.683793e-01	0	1.662104e+00	3.324379e+02	3.324971e+00	4.996977e+01	1	0
260	1	2	3.848703e-01	2.709667e-16	1.391210e-14	1.331314e-12	2.593008e-14	1.000000e+02	1	1
260	0	2	2.682240e-01	0	1.184870e-01	2.374378e+01	1.956947e+00	100	1	0
261	1	3	4.015163e-01	1.836970e-16	1.115878e-01	1.160165e+01	1.918516e+00	4.534182e+00	1	1
261	0	3	3.513612e-01	0	2.002453e+00	3.937619e+02	6.152902e+00	8.518370e+01	1	0
262	1	4	4.853490e-01	-6.984505e-02	8.150174e+00	7.764437e+02	9.929757e+00	4.691375e+01	1	1
262	0	4	4.510081e-01	0	3.336890e+00	6.668815e+02	6.833305e+00	4.993340e+01	1	0
263	1	2	5.347739e-01	3.709235e-02	2.627871e+00	2.631202e+02	4.305284e+00	5.265776e-16	1	1
263	0	2	3.022986e-01	0	2.280481e+00	4.570888e+02	4.305284e+00	100	1	0
264	1	1	4.516564e-01	6.123234e-17	1.036830e+00	1.167692e+02	2.541630e+00	6.363438e+01	1	1
264	0	1	4.187914e-01	0	3.416847e+00	6.800110e+02	4.508806e+00	100	1	0
265	1	2	5.847760e-01	2.688709e-16	1.274420e-14	1.266938e-12	2.609784e-14	100	1	1
265	0	2	2.347348e-01	0	2.339163e-01	4.687482e+01	3.326810e+00	100	1	0
266	1	4	3.195368e-01	2.449294e-16	9.305771e-02	9.018812e+00	2.988587e+00	1.305128e+00	1	1
266	0	4	6.838118e-02	0	6.907683e-01	1.370796e+02	4.632770e+00	1.000000e+02	1	0
267	1	1	2.854375e-01	-3.092752e+00	1.066523e+00	1.023558e+02	4.691072e+00	1.000000e+02	0	1
267	0	1	-1.428507e-02	0	7.827789e-01	3.751967e-17	7.827789e-01	100	1	0
268	1	3	-1.553765e-02	2.835153e+00	3.022564e+01	2.887393e+03	3.022564e+01	1.000000e+02	1	1
268	0	3	2.514466e-01	0	1.946409e+00	3.892818e+02	5.729020e+00	8.720519e+01	1	0
269	1	1	6.674243e-01	-3.682287e-01	1.284083e+01	1.190973e+03	3.578501e+01	1.000000e+02	0	1
269	0	1	5.172554e-01	0	1.872350e+01	3.761150e+03	3.879289e+01	4.598858e+01	1	0
270	1	2	4.843089e-01	2.642957e-16	1.401685e-14	1.404428e-12	5.870841e-01	2.631077e-16	1	1
270	0	2	2.186667e-01	0	1.796490e-14	3.526182e-12	2.648129e-14	5.104686e+01	1	0
271	1	4	3.181227e-01	2.449294e-16	2.015022e-02	2.049823e+00	5.034205e-01	1.417045e+00	1	1
271	0	4	1.684196e-01	0	1.116581e+00	2.233162e+02	4.892368e+00	100	1	0
272	1	3	4.847689e-01	-1.149509e-01	2.347808e+00	2.332313e+02	1.146979e+01	1.000000e+02	1	1
272	0	3	4.510523e-01	0	9.690157e+00	1.938743e+03	1.223612e+01	4.960606e+01	1	0
