Event Number	Event Type	Onset
1	cue	0.0162385340
2	trial	0.5493859720
3	return	3.4491007960
4	trial	4.6826805180
5	return	6.0328296970
6	trial	7.0662842880
7	return	8.5999469750
8	trial	9.4500296841
9	return	11.9004713720
10	trial	13.5006791350
11	return	15.8510801260
12	trial	16.9178963960
13	return	18.1681353480
14	trial	19.2682224580
15	return	21.5090767340
16	trial	23.0918474930
17	return	24.7414264040
18	trial	25.5577934870
19	return	27.7071031990
20	trial	29.5890735140
21	return	31.1219254790
22	trial	32.3215432391
23	return	35.1873062761
24	trial	36.3369796380
25	return	38.3540135490
26	trial	39.5547110610
27	return	41.9884006670
28	trial	43.6053452480
29	return	45.8223578940
30	trial	47.0891765420
31	return	48.8560853290
32	trial	50.0563352850
33	return	52.3233083020
34	rest	53.5235176820
35	cue	65.5442716971
36	trial	66.0774182020
37	return	68.5926765680
38	trial	69.9588943720
39	return	73.5099529710
40	trial	75.1267809410
41	return	76.5603582740
42	trial	77.5437785940
43	return	79.3941128500
44	trial	80.7610070130
45	return	83.1613562910
46	trial	84.7449501630
47	return	86.5952288510
48	trial	87.5203095260
49	return	89.4522443991
50	trial	90.9685667300
51	return	93.2183642000
52	trial	94.4339065770
53	return	96.4506173800
54	trial	97.5830090520
55	return	100.5486609500
56	trial	101.9319954050
57	return	103.7477387530
58	trial	104.7980117980
59	return	106.9649735710
60	trial	108.5819017080
61	return	111.1322744080
62	trial	112.6491869451
63	return	114.3994598910
64	trial	115.3996480500
65	return	117.5499717980
66	trial	119.3501939671
67	return	121.8419403801
68	trial	123.0416016310
69	return	124.7744317901
70	trial	125.7406328380
71	return	128.5730822471
72	trial	129.9225818350
73	return	132.0885094160
74	trial	133.2381243550
75	return	135.8373285320
76	trial	137.2368337850
77	return	140.0201001800
78	trial	141.5536102951
79	return	143.3873376400
80	trial	144.3874636421
81	return	146.8045187620
82	trial	148.1046098160
83	return	150.1548960260
84	trial	151.2551929880
85	return	153.2221563320
86	trial	154.2223075700
87	return	157.1634145911
88	trial	158.5963471101
89	return	159.9957130480
90	trial	160.9622528670
91	return	163.2947773010
92	trial	164.7775386660
93	return	167.3433971400
94	trial	168.8762802880
95	return	170.6755927560
96	trial	171.8251210570
97	return	173.7752952110
98	trial	175.4922025580
99	return	178.0926402290
100	trial	179.1760610371
101	return	181.0430726371
102	trial	181.8931958220
103	return	184.4436256110
104	trial	185.7270754220
105	return	187.0772606180
106	trial	188.0274127900
107	return	190.7189067850
108	trial	192.3016688270
109	return	194.7341510620
110	trial	195.9171703670
111	return	197.5665432150
112	trial	198.3662481210
113	return	200.5822704160
114	trial	202.0483829840
115	return	203.9312191870
116	trial	205.0640249080
117	return	206.6470223360
118	trial	207.7305507271
119	return	210.0642094270
120	trial	211.4644120000
121	return	213.0813400860
122	trial	214.2982076880
123	return	217.2653496070
124	trial	219.2489370520
125	return	221.7660112630
126	trial	223.3077802080
127	return	225.0830861341
128	trial	226.1236515151
129	return	228.4562074990
130	trial	230.2722139090
131	return	231.9716826130
132	rest	233.0879308260
133	cue	245.1194887940
134	trial	245.6362865270
135	return	248.2701253400
136	trial	250.0369019780
137	return	251.8039697540
138	trial	253.0707712550
139	return	255.6378502700
140	trial	257.0465615020
141	return	258.2215828100
142	trial	259.2550395650
143	return	261.2784208290
144	trial	262.2947907330
145	return	265.6763936270
146	trial	267.5091042740
147	return	269.3584062760
148	trial	270.7246451980
149	return	273.4072714380
150	trial	275.1402464910
151	return	276.3070998410
152	trial	277.0410940330
153	return	279.2914072650
154	trial	280.7416333320
155	return	282.3919953870
156	trial	283.2254933770
157	return	286.1592062491
158	trial	287.5928021920
159	return	289.8097352070
160	trial	291.4100880960
161	return	293.1176701530
162	trial	294.1007487400
163	return	295.5168737610
164	trial	296.4165339660
165	return	298.8325179390
166	rest	300.2654367960
167	cue	312.2965821410
168	trial	312.8132425420
169	return	315.5969916470
170	trial	316.9472694610
171	return	320.4310679660
172	trial	322.2981055600
173	return	323.8482714440
174	trial	324.8151541990
175	return	327.1062881260
176	trial	328.7724090070
177	return	331.8880372450
178	trial	333.2875916190
179	return	335.2202657430
180	trial	336.2032825541
181	return	338.5691728391
182	trial	340.3518303540
183	return	341.7014992670
184	trial	342.4678312090
185	return	344.2681779800
186	trial	345.4850006721
187	return	348.8187545600
188	trial	350.5522959140
189	return	353.4028556020
190	trial	354.8197669890
191	return	357.8959594360
192	trial	360.6206190420
193	return	364.0938604820
194	trial	365.8599175020
195	return	368.6089812740
196	trial	370.1419177630
197	return	373.3740616690
198	trial	375.4568001120
199	return	377.1398869970
200	trial	378.1733046080
201	return	380.1068829300
202	trial	381.1071500100
203	return	384.6576312220
204	trial	386.4246172030
205	return	388.2248985100
206	trial	389.4916426030
207	return	392.2921335840
208	trial	394.0671048081
209	return	396.8162341970
210	trial	398.1823010560
211	return	399.8486015170
212	trial	400.6649152620
213	return	402.9634339170
214	trial	404.4464694330
215	return	405.9958928720
216	trial	406.9455561040
217	return	408.4282905380
218	trial	409.4114396960
219	return	412.3780002570
220	trial	413.5787901930
221	return	415.0623264650
222	trial	416.1124716360
223	return	418.7962305950
224	trial	420.6131141040
225	return	423.4970063790
226	trial	425.2471512250
227	return	427.2641935860
228	trial	428.6555249760
229	return	431.2541928890
230	trial	433.2034309650
231	return	434.6361699170
232	trial	435.6525447480
233	return	437.4852525941
234	trial	438.4851638090
235	return	441.2007042380
236	trial	442.4670024251
237	return	443.8664689970
238	trial	444.9829677650
239	return	447.6506567900
240	trial	449.3175889740
241	return	451.7679449720
242	trial	453.1849006440
243	return	455.0851027560
244	trial	456.3520247670
245	return	459.0357117700
246	trial	460.8280460601
247	return	462.3529036950
248	trial	463.1938947360
249	return	465.1098393040
250	trial	466.2262745630
251	return	469.2751771290
252	trial	470.5413885191
253	return	472.2241637110
254	trial	473.4070754480
255	return	476.6227166820
256	trial	478.2887731621
257	return	480.6057041530
258	trial	481.9058606460
259	return	483.7062480340
260	trial	484.4896013390
261	return	486.7899975720
262	trial	488.3568561430
263	return	490.0405337090
264	rest	490.8405555020
265	cue	502.8591016131
266	trial	503.3758494270
267	return	505.5796597010
268	trial	506.6459785840
269	return	508.8118154830
270	trial	510.4446577590
271	return	511.6108672190
272	trial	512.3273685130
273	return	514.4777317640
274	trial	515.8944647540
275	return	518.1113979830
276	trial	519.6117632460
277	return	521.6954107850
278	trial	523.1456258741
279	return	524.5291390600
280	trial	525.5626202260
281	return	527.4795665810
282	trial	528.2796546500
283	return	530.0214857991
284	trial	531.0376642080
285	return	533.2369847290
286	trial	535.0864763031
287	return	537.6689306850
288	trial	539.1683905360
289	return	541.1177458030
290	trial	541.9841512330
291	return	544.0001151951
292	trial	545.5829066811
293	return	547.0993389870
294	trial	547.8326720820
295	return	549.6162877950
296	trial	550.6332310700
297	return	553.6668374500
298	rest	554.7670491280
299	cue	566.7856308960
300	trial	567.3024080490
301	return	570.2911473140
302	trial	571.4074864250
303	return	574.0733122310
304	trial	575.5387969030
305	return	577.0717053210
306	trial	578.0712462770
