Event Number	Event Type	Onset
1	cue	0.0152640070
2	trial	0.7487223880
3	return	3.6092612060
4	trial	4.4658636150
5	return	6.9914429600
6	trial	7.7741893380
7	return	11.0228788450
8	trial	11.9724559670
9	return	14.1384151080
10	trial	15.2383596720
11	return	17.8039222820
12	trial	19.2038201170
13	return	21.9857738200
14	trial	22.9187566020
15	return	24.7518729480
16	trial	25.6519452020
17	return	28.2862057340
18	trial	29.6197229050
19	return	31.7367040690
20	trial	32.9535964330
21	return	35.2872150900
22	trial	36.2707241180
23	return	38.6807633300
24	trial	39.7376870420
25	return	42.2461057770
26	trial	43.4291302910
27	return	45.9447136600
28	trial	47.0942748890
29	return	49.1932231100
30	trial	50.5095298280
31	return	52.4595371460
32	trial	53.5920956060
33	return	55.7414190440
34	rest	56.7903999810
35	cue	61.8077222760
36	trial	62.3577934710
37	return	66.9084974500
38	trial	68.2587012200
39	return	70.8257384580
40	trial	72.2690572010
41	return	75.0930217670
42	trial	76.5009993240
43	return	80.8662078700
44	trial	82.3656302800
45	return	85.3980607820
46	trial	86.7141467800
47	return	90.0797167330
48	trial	92.3790093890
49	return	96.9629984330
50	trial	98.6466023660
51	return	101.3971495400
52	trial	102.8472418270
53	return	105.8310547450
54	trial	106.9313069500
55	return	110.8227013090
56	trial	112.2223181370
57	return	115.8377300550
58	trial	117.5205113800
59	return	120.9027183400
60	trial	122.5521024100
61	return	125.5178019570
62	trial	126.7342950970
63	return	129.0013009310
64	trial	130.4015619830
65	return	132.7685857940
66	trial	133.9354385530
67	return	137.4858593150
68	rest	138.8194893210
