Event Number	Event Type	Onset
1	cue	0.0165236569
2	trial	0.5496850259
3	return	1.9824599549
4	trial	2.7655083260
5	return	3.4820514299
6	trial	4.3150821989
7	return	5.1315327080
8	trial	5.8482953450
9	return	6.6151081569
10	trial	7.3319191970
11	return	9.0487593650
12	trial	9.7655797950
13	return	10.4823576789
14	trial	11.1991095550
15	return	12.0325854300
16	trial	12.7493309069
17	return	13.5493966029
18	trial	14.2662129389
19	return	15.2330011399
20	trial	15.9498455030
21	return	16.7332581630
22	trial	17.4500401720
23	return	18.1834573150
24	trial	18.9100301870
25	return	19.8170706229
26	trial	20.5339889439
27	return	21.4839646650
28	trial	22.2090499450
29	return	22.9255143040
30	trial	23.6585503409
31	return	24.3843694769
32	trial	25.1011727450
33	return	25.8180205360
34	rest	26.5409543179
35	cue	38.5702910320
36	trial	39.1033647950
37	return	40.2535332909
38	trial	41.2036712030
39	return	41.9204154699
40	trial	42.5538747930
41	return	43.2873627540
42	trial	44.0874337850
43	return	44.8042853749
44	trial	45.4376318350
45	return	46.1711126110
46	trial	46.8046055069
47	return	47.6213144240
48	trial	48.3380958210
49	return	49.0549852339
50	trial	49.8383305289
51	return	50.9552038279
52	trial	51.6718675010
53	return	52.8222130550
54	trial	53.5484545709
55	return	54.9725907800
56	trial	55.7892841400
57	return	56.5141224490
58	trial	57.1472001850
59	return	57.9802925149
60	trial	58.7133992939
61	return	59.5296906049
62	trial	60.2565722880
63	return	61.1458534619
64	trial	61.8623026289
65	return	63.4617404379
66	trial	64.1782281779
67	return	65.6610837720
68	trial	66.4775223919
69	return	67.5937998199
70	trial	68.3102209149
71	return	69.0598740459
72	trial	69.6931228619
73	return	70.4594712210
74	trial	71.1759497169
75	return	72.5754627199
76	trial	73.3253977109
77	return	74.1253582359
78	trial	74.8421536169
79	return	75.5589706879
80	trial	76.1923136519
81	return	77.3258977609
82	trial	78.0426838510
83	return	78.8761136120
84	trial	79.6428625729
85	return	80.3597862789
86	trial	81.0765143019
87	return	82.0766536869
88	trial	82.7601071809
89	return	83.6102397270
90	trial	84.3270348329
91	return	85.6772941130
92	trial	86.3940173809
93	return	87.2273341350
94	trial	87.9440857359
95	return	88.6699807059
96	trial	89.5111836030
97	return	90.4279673450
98	trial	91.1113908880
99	return	92.0447108409
100	trial	92.7685947750
101	return	93.7015902549
102	trial	94.5841659480
103	return	95.5504336229
104	trial	96.1836767510
105	return	97.0666585399
106	trial	97.7829624380
107	return	98.9659719409
108	trial	99.7491495289
109	return	100.4655598049
110	trial	101.1818203250
111	return	102.1314779290
112	trial	102.9812416539
113	return	103.8976759770
114	trial	104.6139985879
115	return	105.3305322779
116	trial	106.1468589499
117	return	107.5632991090
118	trial	108.3300055109
119	return	109.1135745900
120	trial	109.8302704609
121	return	111.1643866809
122	trial	111.8813167970
123	return	112.6313793149
124	trial	113.3480885590
125	return	114.8650067729
126	trial	115.6984002530
127	return	116.5819353350
128	trial	117.2988113379
129	return	118.2154385409
130	trial	118.9322530200
131	return	120.3991628119
132	rest	121.1160671629
133	cue	133.1344972650
134	trial	133.6549095199
135	return	134.3379444029
136	trial	134.9704953890
137	return	135.7008847860
138	trial	136.5367135060
139	return	137.2537375879
140	trial	137.9700989689
141	return	139.3696322780
142	trial	140.0853636740
143	return	140.8018517230
144	trial	141.5351822750
145	return	142.3686318559
146	trial	143.1354603500
147	return	143.8527337889
148	trial	144.5695546180
149	return	145.2862888350
150	trial	145.9364490439
151	return	146.6532252430
152	trial	147.4200419210
153	return	148.2200136799
154	trial	148.9368925920
155	return	149.6536311510
156	trial	150.4205030480
157	return	151.1539248839
158	trial	151.8706527980
159	return	152.5875230059
160	trial	153.3148947039
161	return	154.0312916259
162	trial	154.7477472640
163	return	155.4713426080
164	trial	156.1879014949
165	return	157.0214019809
166	rest	157.7466973809
167	cue	169.7760617080
168	trial	170.3090991989
169	return	170.9589282629
170	trial	171.5920955549
171	return	172.3085004620
172	trial	173.0582651510
173	return	173.9747139310
174	trial	174.6910798739
175	return	175.6409853640
176	trial	176.3744244749
177	return	177.0911445729
178	trial	177.7246489750
179	return	178.7081512470
