Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	5.328563e-01	-8.127992e-02	6.145132e+00	5.895066e+02	7.814453e+00	7.203486e+01	1	1
2	1	1	4.509165e-01	8.315847e-02	8.382768e+00	9.430614e+02	9.637695e+00	7.408594e+01	1	1
3	1	2	6.002297e-01	-1.331045e-01	6.176548e+00	5.972493e+02	1.294727e+01	9.542099e+01	1	1
4	1	4	7.671906e-01	-6.688625e-02	1.615535e+00	1.570224e+02	6.510742e+00	100	1	1
5	1	1	7.669797e-01	-6.046605e-02	3.998596e+00	3.949395e+02	8.844727e+00	8.233142e+01	1	1
6	1	4	8.016931e-01	-9.122017e-02	3.389218e+00	3.282743e+02	8.768555e+00	9.596604e+01	1	1
7	1	2	6.503664e-01	-3.632332e-02	1.845649e+00	1.764235e+02	3.473633e+00	7.411399e+01	1	1
8	1	3	6.839062e-01	-1.757957e-02	3.511132e+00	3.350559e+02	4.802734e+00	1.820870e+01	1	1
9	1	4	7.507696e-01	5.419743e-02	3.894575e+00	3.740161e+02	7.292969e+00	9.403396e+01	1	1
10	1	3	7.012089e-01	-6.450138e-02	1.527928e+00	1.478927e+02	6.251953e+00	100	1	1
11	1	1	5.174040e-01	-3.973471e-02	1.570387e+00	1.508676e+02	3.819336e+00	100	1	1
12	1	2	5.171829e-01	1.224647e-16	6.507651e-15	6.296280e-13	1.184870e-14	100	1	1
13	1	3	6.835412e-01	3.874603e-02	1.718124e+00	1.654248e+02	3.732422e+00	100	1	1
14	1	2	6.173616e-01	1.153641e-02	4.364771e+00	4.570264e+02	5.895508e+00	5.472808e+01	1	1
15	1	1	5.503661e-01	-2.346175e-02	1.339438e+00	1.323872e+02	2.319336e+00	100	1	1
16	1	4	5.336147e-01	-2.386443e-02	3.128579e-01	3.072026e+01	2.343750e+00	100	1	1
17	3	3	9.519753e-01	4.481247e-01	2.966716e+01	2.599635e+03	4.212602e+01	1.000000e+02	0	1
18	3	2	-3.220024e+04	1.035698e-01	1.569123e+01	1.415982e+03	2.079129e+01	7.489555e+01	1	0
19	3	4	1.335475e+00	9.510502e-02	1.189156e+01	1.129816e+03	1.888610e+01	8.268248e+01	1	1
20	3	1	1.234224e+00	1.326684e-01	8.020519e+00	7.726291e+02	1.285567e+01	100	1	1
21	3	2	-3.219499e+04	9.799340e-02	1.084474e+01	9.197728e+02	1.488101e+01	3.175164e+01	1	0
