Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	9.497283e-01	7.894373e-02	5.101416e+00	4.982599e+02	7.726563e+00	100	1	1
2	1	4	8.679399e-01	2.320446e-02	4.470927e+00	4.475511e+02	6.750977e+00	5.524706e+01	1	1
3	1	1	8.008327e-01	6.423612e-03	2.555925e+00	2.463497e+02	3.733398e+00	8.681318e+01	1	1
4	1	2	5.013070e-01	2.532740e-02	8.496135e-01	8.151976e+01	2.430664e+00	100	1	1
5	1	3	7.163409e-01	-9.142203e-03	6.690286e+00	6.360215e+02	9.376953e+00	4.246518e+01	1	1
6	1	1	8.014128e-01	2.173527e-02	1.759614e+00	1.695553e+02	3.136719e+00	8.702570e+01	1	1
7	1	4	5.846021e-01	-6.970394e-02	3.277712e+00	3.301431e+02	7.032227e+00	100	1	1
8	1	2	5.507217e-01	1.224647e-16	6.635235e-15	6.457755e-13	1.191890e-14	100	1	1
9	1	3	6.341266e-01	5.834248e-02	2.791550e+00	2.779855e+02	5.816406e+00	100	1	1
10	1	4	7.511018e-01	-1.196072e-01	6.574541e+00	6.221673e+02	1.276172e+01	8.284385e+01	1	1
11	1	1	6.004877e-01	-2.677370e-03	3.152211e-01	3.058353e+01	5.214844e-01	4.201468e+01	1	1
12	1	2	5.846545e-01	6.027192e-02	5.420256e+00	5.148925e+02	7.295898e+00	9.012994e+01	1	1
13	1	1	1.168493e+00	-8.749774e-04	2.562831e-01	2.517131e+01	1.041016e+00	8.208782e+01	1	1
14	1	3	6.172352e-01	-5.064411e-02	6.003551e+00	5.837691e+02	6.491211e+00	2.758936e+01	1	1
15	1	2	7.840833e-01	-3.256068e-02	9.174615e-01	8.804943e+01	3.125977e+00	100	1	1
16	1	4	5.510869e-01	-1.327228e-01	4.553069e+00	4.352182e+02	1.276172e+01	100	1	1
17	3	2	8.670531e-01	7.808282e-01	3.775836e+01	2.567659e+03	6.738369e+01	100	0	1
18	3	3	-1.699667e+05	1.303609e-01	1.146378e+01	9.930152e+02	1.725023e+01	2.884441e+01	1	0
19	3	4	-1.699650e+05	2.233352e-01	2.222893e+01	2.012839e+03	2.762550e+01	6.915222e+01	0	0
20	3	1	-1.699632e+05	1.569434e-01	1.661212e+01	1.262420e+03	2.534812e+01	3.173801e+01	0	0
21	3	4	-1.699615e+05	1.923090e-01	2.022228e+01	1.711211e+03	2.703579e+01	7.939580e+01	0	0
22	3	3	1.217589e+00	1.458596e-01	1.630767e+01	1.544390e+03	2.293678e+01	2.123883e+01	1	1
23	3	1	9.999777e-01	1.178202e-01	2.447631e+01	2.348595e+03	3.714175e+01	4.612899e+01	1	1
24	3	2	4.845148e-01	7.277156e-01	3.819877e+01	2.964177e+03	6.912590e+01	100	0	1
25	3	4	1.217198e+00	1.347573e-01	1.861935e+01	1.763031e+03	2.339736e+01	7.004587e+01	1	1
26	3	2	-1.699527e+05	1.142582e-01	8.921431e+00	7.684179e+02	1.436587e+01	5.630792e+01	1	0
27	3	1	-1.699510e+05	1.446267e-01	3.330693e+00	1.893738e+02	8.280883e+00	100	1	0
28	3	3	1.118421e+00	1.145965e-01	1.725433e+01	1.647136e+03	2.774773e+01	4.964628e+01	1	1
