Trial	Type	Onset	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Target (1)/Return (0)
1	1	0.7761	3	0.7849	0.000000	2.797794e+00	3.032130e+02	4.816053e+00	51.9229	1	1
1	0	1.7247	3	0.6371	0.000000	2.486484e-01	6.415765e+01	1.017274e+00	85.4879	1	0
2	1	2.5270	4	0.7337	0.054002	1.912091e+00	2.156653e+02	6.096775e+00	100.0000	1	1
2	0	3.4259	4	0.4345	0.000000	9.569102e+00	2.303763e+03	1.366170e+01	53.6989	1	0
3	1	4.1425	1	0.9685	0.007538	5.659853e+00	5.755290e+02	1.511729e+01	64.5264	1	1
3	0	5.2762	1	0.4688	0.000000	5.853329e-15	1.301478e-12	7.383829e-15	54.2334	1	0
4	1	5.9930	2	0.6517	0.071307	4.902851e+00	5.473615e+02	7.850645e+00	81.2137	1	1
4	0	6.8100	2	0.3679	0.000000	1.289485e+00	2.571272e+02	2.543307e+00	53.7028	1	0
5	1	7.5267	3	0.6014	-0.031078	4.455250e-01	4.372926e+01	3.051363e+00	100.0000	1	1
5	0	8.2759	3	0.5019	0.000000	1.617938e-14	3.638619e-12	2.145049e-14	51.9231	1	0
6	1	8.9929	1	0.7682	0.256556	1.620044e+01	1.534820e+03	2.493469e+01	91.3432	0	1
6	0	9.9099	1	0.7353	0.000000	1.396296e+01	3.273207e+03	2.127764e+01	50.0820	1	0
7	1	10.7936	4	0.7021	0.176801	7.435790e+00	6.983247e+02	1.677930e+01	100.0000	0	1
7	0	11.6607	4	0.3843	0.000000	1.523552e+01	3.738168e+03	2.155830e+01	51.4079	1	0
8	1	12.2935	2	0.9690	0.000000	1.402167e-14	1.433997e-12	2.673532e-14	100.0000	1	1
8	0	13.4275	2	0.1839	0.000000	2.202601e-14	4.656498e-12	2.829309e-14	54.3923	1	0
9	1	14.1444	3	0.6348	-0.023192	5.194392e-01	5.149787e+01	6.105675e+00	0.0000	1	1
9	0	14.9439	3	0.4022	0.000000	1.700364e-14	4.122467e-12	2.289922e-14	51.4166	1	0
10	1	15.6607	4	0.5677	0.000000	1.357268e-14	1.301755e-12	5.088063e+00	0.0000	1	1
10	0	16.3776	4	0.3356	0.000000	4.109447e-01	9.921380e+01	7.631962e-01	53.8452	1	0
11	1	17.0949	1	0.8007	0.242500	1.453316e+01	1.367478e+03	2.477369e+01	95.9345	1	1
11	0	18.0609	1	0.5355	0.000000	4.898912e-15	1.025704e-12	6.604944e-15	51.5188	1	0
12	1	18.7783	2	1.1012	-0.010256	6.609255e-02	6.725315e+00	1.017559e+00	100.0000	1	1
12	0	20.0286	2	0.2684	0.000000	5.458451e+00	1.170728e+03	1.162078e+01	85.0833	1	0
13	1	20.7450	1	0.6179	0.075995	2.129337e+00	2.128178e+02	7.610066e+00	100.0000	1	1
13	0	21.5119	1	0.4846	0.000000	4.242341e+00	8.437266e+02	8.118241e+00	54.9436	1	0
14	1	22.2284	3	0.7691	0.000000	9.543495e-15	9.128885e-13	1.757164e-14	100.0000	1	1
14	0	23.1619	3	0.4015	0.000000	1.345465e-14	2.642483e-12	1.831937e-14	50.7772	1	0
15	1	23.8789	2	0.9691	-0.096637	5.118320e+00	5.197251e+02	9.622214e+00	100.0000	1	1
15	0	25.0124	2	0.3687	0.000000	1.099562e+01	2.207063e+03	1.138480e+01	53.6942	1	0
16	1	25.7295	4	0.7836	0.030066	3.455587e-01	3.558819e+01	3.051458e+00	100.0000	1	1
16	0	26.6628	4	0.3015	0.000000	4.265958e+00	9.865016e+02	6.604469e+00	52.7733	1	0
17	3	32.9965	2	0.8012	0.590325	3.352354e+01	2.968668e+03	5.933407e+01	100.0000	0	1
17	0	33.9472	2	0.2353	0.000000	4.671875e+01	8.893863e+03	6.536601e+01	53.8648	1	0
18	3	34.5809	3	0.6848	0.500043	2.547929e+01	2.341364e+03	4.659519e+01	100.0000	0	1
18	0	35.4307	3	0.7349	0.000000	3.582335e+01	8.272146e+03	5.669974e+01	50.6609	1	0
19	3	36.3310	4	0.7511	0.574357	2.099137e+01	2.227740e+03	5.169279e+01	100.0000	0	1
19	0	37.2476	4	0.5516	0.000000	2.979041e+01	5.127215e+03	5.121926e+01	47.1143	1	0
20	3	37.9640	1	0.8189	0.619687	3.587006e+01	3.082897e+03	6.131727e+01	100.0000	0	1
20	0	38.9313	1	0.7178	0.000000	3.801453e+01	9.355575e+03	6.731756e+01	45.3100	1	0
21	3	39.8151	4	0.7504	0.523599	2.244102e+01	2.549411e+03	4.986301e+01	100.0000	0	1
21	0	40.7148	4	0.6349	0.000000	3.611285e+01	8.759453e+03	5.647193e+01	48.2745	1	0
22	3	41.5146	3	0.7682	0.441895	2.757779e+01	2.555806e+03	4.384493e+01	100.0000	0	1
22	0	42.4489	3	0.7509	0.000000	3.383751e+01	8.002691e+03	5.919512e+01	49.4235	1	0
23	3	43.3652	1	0.8177	0.521028	2.526286e+01	2.257396e+03	4.926093e+01	100.0000	0	1
23	0	44.3314	1	0.5691	0.000000	2.100697e+01	4.561878e+03	3.281299e+01	48.7912	1	0
24	3	45.0657	2	0.6180	0.523599	2.075365e+01	2.617069e+03	4.820939e+01	100.0000	0	1
24	0	45.8487	2	0.4181	0.000000	3.404256e+01	6.041065e+03	5.253425e+01	51.2757	1	0
25	3	46.4826	4	0.7016	0.373374	2.068917e+01	2.232537e+03	3.739676e+01	100.0000	0	1
25	0	47.3490	4	0.3851	0.000000	3.835845e+01	8.512334e+03	6.077193e+01	51.7858	1	0
26	3	47.9822	2	1.1692	-0.008589	2.210383e+01	2.145681e+03	4.337573e+01	77.3945	1	1
26	0	49.3156	2	0.5182	0.000000	1.618720e+01	4.028824e+03	2.516705e+01	97.4367	1	0
27	3	50.0335	1	0.6516	0.534070	2.680341e+01	2.242070e+03	4.946956e+01	100.0000	0	1
27	0	50.8326	1	0.6026	0.000000	3.402112e+01	7.545038e+03	6.058190e+01	47.5435	1	0
28	3	51.5835	3	0.5009	0.523599	3.059031e+01	2.823911e+03	5.329746e+01	100.0000	0	1
28	0	52.2995	3	0.5016	0.000000	3.684775e+01	7.672835e+03	5.902153e+01	49.0937	1	0
29	3	52.9665	2	0.7188	0.499857	2.664245e+01	2.254539e+03	4.621349e+01	100.0000	0	1
29	0	53.8505	2	0.6681	0.000000	3.274704e+01	6.886111e+03	4.420723e+01	46.5251	1	0
30	3	54.6840	3	0.7839	0.268633	1.555232e+01	1.434310e+03	2.538830e+01	100.0000	0	1
30	0	55.6173	3	0.6186	0.000000	3.118681e+01	7.583313e+03	3.892664e+01	51.0102	1	0
31	3	56.3844	4	0.6841	0.396023	1.652438e+01	1.540436e+03	3.748819e+01	100.0000	0	1
31	0	57.2169	4	0.5354	0.000000	3.248693e+01	7.197647e+03	4.388507e+01	49.0892	1	0
32	3	57.9003	1	0.7860	0.443980	2.225969e+01	2.230751e+03	4.108763e+01	100.0000	0	1
32	0	58.8514	1	0.4847	0.000000	1.952077e+01	4.037901e+03	3.292274e+01	49.9170	1	0
33	1	65.0317	1	0.9004	0.039780	7.987667e-01	8.162529e+01	4.067230e+00	100.0000	1	1
33	0	66.0692	1	0.3843	0.000000	2.530109e+00	6.169557e+02	4.322471e+00	53.3874	1	0
34	1	66.7859	4	0.5182	0.000000	2.903604e+00	3.444467e+02	2.889092e+01	6.0366	1	1
34	0	67.5022	4	0.2356	0.000000	2.439158e-14	5.994314e-12	3.184082e-14	52.8986	1	0
35	1	68.2356	2	1.1351	-0.013157	2.693839e-02	2.699477e+00	1.271906e+00	100.0000	1	1
35	0	69.5186	2	0.3351	0.000000	5.146688e+00	1.118903e+03	7.053806e+00	83.3870	1	0
36	1	70.2354	3	0.4530	0.000000	1.069926e-14	1.066994e-12	1.831937e-14	100.0000	1	1
36	0	70.9528	3	0.4180	0.000000	4.027066e-01	9.825922e+01	3.000549e+00	100.0000	1	0
37	1	71.6699	4	0.9513	-0.010152	1.655247e+00	1.876537e+02	2.842765e+01	3.7724	1	1
37	0	72.7863	4	0.2511	0.000000	6.128045e-01	1.487562e+02	2.287862e+00	80.6112	1	0
38	1	73.5033	3	0.4844	0.000000	1.022728e-14	1.004315e-12	1.803898e-14	100.0000	1	1
38	0	74.2203	3	0.4336	0.000000	1.699543e-14	3.696756e-12	2.168416e-14	54.2690	1	0
39	1	74.9373	1	0.8341	0.000000	5.113481e+00	5.184417e+02	1.333958e+01	92.8816	1	1
39	0	75.9372	1	0.3347	0.000000	4.115011e+00	7.582974e+02	7.357686e+00	54.4245	1	0
40	1	76.6539	2	0.8854	-0.028939	1.004312e+00	9.967685e+01	3.304868e+00	90.4936	1	1
40	0	77.7034	2	0.3182	0.000000	6.695981e+00	1.415917e+03	1.157417e+01	70.3573	1	0
41	1	78.4202	1	0.8029	0.063593	2.143690e+00	3.092903e+02	6.855000e+00	100.0000	1	1
41	0	79.3873	1	0.4350	0.000000	7.724021e+00	1.873155e+03	9.135512e+00	53.0528	1	0
42	1	80.1041	2	0.5853	-0.030294	1.140142e+00	1.153894e+02	3.051437e+00	100.0000	1	1
42	0	80.8379	2	0.3511	0.000000	8.093419e+00	1.639853e+03	1.153870e+01	82.5453	1	0
43	1	81.5540	3	0.5186	0.000000	9.871413e-15	9.844368e-13	1.831937e-14	100.0000	1	1
43	0	82.2714	3	0.3847	0.000000	2.913695e-01	6.055178e+01	3.952468e+00	100.0000	1	0
44	1	82.9873	4	1.0196	0.000000	2.973904e+00	2.892888e+02	1.185688e+01	95.5485	1	1
44	0	84.1714	4	0.3350	0.000000	5.632208e-01	1.198955e+02	3.295276e+00	100.0000	1	0
45	1	84.8887	4	0.5506	0.000000	1.508870e-14	1.562316e-12	2.536049e-14	100.0000	1	1
45	0	85.6055	4	0.3018	0.000000	2.464392e-14	5.993633e-12	3.184082e-14	53.4519	1	0
46	1	86.3226	2	0.9841	-0.050489	4.281938e-01	4.159047e+01	4.827500e+00	100.0000	1	1
46	0	87.4565	2	0.4011	0.000000	3.163151e+00	6.664149e+02	3.813184e+00	62.1843	1	0
47	1	88.1720	3	0.5685	0.000000	9.580656e-15	9.213179e-13	1.766511e-14	100.0000	1	1
47	0	88.9058	3	0.3844	0.000000	1.606500e-14	3.261415e-12	2.028216e-14	54.6366	1	0
48	1	89.6227	1	0.5347	0.000000	3.124470e-15	3.092064e-13	5.903948e-15	100.0000	1	1
48	0	90.3391	1	0.3678	0.000000	5.068115e-15	1.022450e-12	6.589367e-15	53.5939	1	0
49	3	96.6021	3	0.6521	0.523599	2.710113e+01	2.322684e+03	4.948141e+01	100.0000	0	1
49	0	97.3897	3	0.7015	0.000000	3.572816e+01	8.030342e+03	6.169276e+01	47.5413	1	0
50	3	98.2408	4	0.7015	0.507685	2.369411e+01	2.319010e+03	4.662717e+01	100.0000	0	1
50	0	99.1066	4	0.5357	0.000000	2.432531e+01	5.053139e+03	3.436760e+01	48.8322	1	0
51	3	99.8072	2	0.6852	0.523599	2.304645e+01	2.197625e+03	4.757339e+01	100.0000	0	1
51	0	100.6578	2	0.4840	0.000000	2.969588e+01	5.140226e+03	5.164384e+01	51.6765	1	0
52	3	101.2914	1	0.6168	0.523599	2.726364e+01	2.336612e+03	4.948141e+01	100.0000	0	1
52	0	102.0575	1	0.5010	0.000000	3.443764e+01	7.807359e+03	6.210832e+01	47.6748	1	0
53	3	102.7243	2	0.8681	0.523599	2.404615e+01	2.600827e+03	5.075342e+01	100.0000	0	1
53	0	103.7413	2	0.5183	0.000000	3.386522e+01	6.104948e+03	5.240705e+01	50.3526	1	0
54	3	104.4245	4	0.5184	0.444944	2.549922e+01	2.377319e+03	4.445574e+01	100.0000	0	1
54	0	105.1414	4	0.3681	0.000000	2.784064e+01	6.444733e+03	4.564566e+01	52.5832	1	0
55	3	105.7741	3	0.5018	0.523599	2.817547e+01	2.433382e+03	4.986301e+01	100.0000	0	1
55	0	106.4913	3	0.6682	0.000000	3.869346e+01	8.027189e+03	6.181996e+01	51.6135	1	0
56	3	107.3086	1	0.6513	0.494429	2.424135e+01	2.185408e+03	4.573284e+01	95.3472	0	1
56	0	108.1249	1	0.4186	0.000000	1.646403e+01	2.904580e+03	2.419113e+01	53.2028	1	0
57	3	108.7583	4	0.4182	0.523599	2.948499e+01	2.640751e+03	5.138943e+01	100.0000	0	1
57	0	109.4749	4	0.4858	0.000000	3.225908e+01	8.056650e+03	5.659081e+01	44.1303	1	0
58	3	110.1259	3	0.5516	0.523599	2.702523e+01	2.302001e+03	4.859100e+01	100.0000	0	1
58	0	110.8426	3	0.6685	0.000000	2.909247e+01	5.063098e+03	4.897260e+01	48.7392	1	0
59	3	111.6756	2	0.5844	0.523599	2.532263e+01	2.265939e+03	4.884540e+01	100.0000	0	1
59	0	112.4087	2	0.4852	0.000000	2.889174e+01	5.157867e+03	4.958528e+01	50.1027	1	0
60	3	113.0427	1	0.5510	0.403445	2.361402e+01	2.105087e+03	3.805275e+01	100.0000	0	1
60	0	113.7589	1	0.4524	0.000000	2.864678e+01	6.948128e+03	4.072988e+01	50.4578	1	0
61	3	114.3928	3	0.5343	0.507811	2.747061e+01	2.320556e+03	4.700882e+01	100.0000	0	1
61	0	115.1090	3	0.4682	0.000000	2.820756e+01	4.862187e+03	4.971250e+01	52.0188	1	0
62	3	115.7424	1	0.5521	0.523599	2.622714e+01	2.178439e+03	4.795499e+01	100.0000	0	1
62	0	116.4760	1	0.4353	0.000000	2.268220e+01	4.609714e+03	3.630971e+01	51.8361	1	0
63	3	117.1096	4	0.6352	0.523599	2.708837e+01	2.321591e+03	4.948141e+01	100.0000	0	1
63	0	117.8934	4	0.4844	0.000000	3.089974e+01	6.334526e+03	4.976587e+01	46.2627	1	0
64	3	118.6099	2	3.5185	-0.116423	1.671472e+01	3.244619e+03	4.426614e+01	62.1969	1	1
64	0	122.2943	2	0.4342	0.000000	1.056324e+01	2.566644e+03	3.892968e+01	92.0617	1	0
