Event Number	Event Type	Onset
1	cue	0.0231317290
2	trial	0.7728673710
3	return	5.7378356600
4	trial	6.6547246471
5	return	7.7882028470
6	trial	8.6717295340
7	return	9.6385604989
8	trial	10.5053398610
9	return	11.7888348510
10	trial	12.5056463690
11	return	13.6558114790
12	trial	14.3725913800
13	return	15.3727668260
14	trial	16.0895110189
15	return	17.5230557850
16	trial	18.2398791880
17	return	19.4233887250
18	trial	20.1497722811
19	return	21.2569046250
20	trial	21.9737245940
21	return	23.5152581310
22	trial	24.2316864580
23	return	25.3645226880
24	trial	26.0911079170
25	return	26.8078503840
26	trial	27.5246402340
27	return	28.3468185950
28	trial	29.0634178760
29	return	29.7797831100
30	trial	30.4962489690
31	return	31.8124561200
32	trial	32.5288571360
33	return	33.3953464800
34	trial	34.1116330450
35	return	35.3446449180
36	trial	36.0776061011
37	return	37.0439565690
38	trial	37.7604871750
39	return	38.4768924090
40	trial	39.2099687960
41	return	39.9265468370
42	trial	40.6432363640
43	return	41.6767727860
44	trial	42.3935441560
45	return	43.1769744550
46	trial	43.8938653370
47	return	44.6439777249
48	trial	45.3606907621
49	return	46.1941526741
50	trial	46.9108689100
51	return	47.6276345700
52	trial	48.2735746610
53	return	49.6611794590
54	trial	50.3781087820
55	return	51.0948618320
56	trial	51.8116468750
57	return	53.0784800471
58	trial	53.7953217661
59	return	54.5214124400
60	trial	55.2379749269
61	return	56.0289634640
62	trial	56.7456368899
63	return	57.5039143490
64	trial	58.2201932690
65	return	59.3198910740
66	trial	60.0362587660
67	return	60.9858643340
68	trial	61.7023473670
69	return	62.4300803340
70	trial	63.1467042320
71	return	64.0848876371
72	trial	64.8012462429
73	return	65.9009807770
74	trial	66.6174255250
75	return	67.3337892829
76	trial	68.0668485400
77	return	69.1165169410
78	trial	69.8330257590
79	return	70.5660854500
80	trial	71.2824448510
81	return	72.6653122650
82	trial	73.3818234670
83	return	74.0983003740
84	trial	74.8150923760
85	return	75.6486590910
86	trial	76.2820602180
87	return	76.9988801820
88	trial	77.7155781870
89	return	78.4490584520
90	trial	79.1658073450
91	return	80.0659609290
92	trial	80.6993236030
93	return	81.4161371290
94	trial	82.1496276460
95	return	83.1997182320
96	trial	83.9164716610
97	return	84.6446089540
98	rest	85.3833792090
99	cue	97.4019586430
100	trial	97.9186957480
101	return	98.9064363920
102	trial	99.6229638699
103	return	100.5226791650
104	trial	101.2390864850
105	return	102.0387296081
106	trial	102.7551911480
107	return	103.5216494570
108	trial	104.2380190730
109	return	104.9544962010
110	trial	105.6708243140
111	return	106.4872615630
112	trial	107.2036588400
113	return	108.0535633280
114	trial	108.7702961370
115	return	109.7205333270
116	trial	110.4373181250
117	return	111.1540252240
118	trial	111.8707663210
119	return	112.6542926440
120	trial	113.3711547360
121	return	114.2045362460
122	trial	114.9212492940
123	return	115.6380501590
124	trial	116.3716084290
125	return	117.1549451830
126	trial	117.8717565821
127	return	118.5885628660
128	trial	119.3162688620
129	return	120.5888000990
130	trial	121.3056116680
131	return	122.0224312400
