Event Number	Event Type	Onset
1	cue	0.0319953580
2	trial	0.7929065860
3	return	6.7153021320
4	trial	7.7660410930
5	return	9.7660766820
6	trial	10.6828151430
7	return	15.7515170610
8	trial	16.5838587720
9	return	18.3181126120
10	trial	19.0343797680
11	return	20.0849217710
12	trial	20.8013466010
13	return	22.5021285820
14	trial	23.2522637850
15	return	24.3350127170
16	trial	25.0517634660
17	return	26.1689196290
18	trial	26.8852230870
19	return	27.8695733170
20	trial	28.5862370450
21	return	29.5527925960
22	trial	30.1859268600
23	return	31.7364666840
24	trial	32.5205720220
25	return	34.0531967580
26	trial	34.7707014420
27	return	35.6878651360
28	trial	36.4374767630
29	return	37.4370900020
30	trial	38.1540866950
31	return	39.4715527600
32	trial	40.1880794390
33	return	41.1382857860
34	rest	41.8217733220
35	cue	46.8520885770
36	trial	47.4052360340
37	return	50.3898571200
38	trial	51.1393321660
39	return	52.1728860360
40	trial	53.1901388430
41	return	55.0404015560
42	trial	56.0076781560
43	return	58.1076058170
44	trial	58.9239899590
45	return	59.8410855600
46	trial	60.6916050490
47	return	61.6576254600
48	trial	63.1405921110
49	return	65.8923148960
50	trial	66.8085869800
51	return	67.8250603890
52	trial	68.4591307300
53	return	69.4927139770
54	trial	70.2920872240
55	return	71.4424730770
56	trial	72.0760773050
57	return	72.9600541520
58	trial	74.0269280900
59	return	76.0604835390
60	trial	76.7937252260
61	return	83.3279696920
62	trial	84.1611498260
63	return	85.1277097740
64	trial	86.2109852360
65	return	88.0782342680
66	trial	88.8283707970
67	return	91.1617939170
68	rest	92.8293028350
