Event Number	Event Type	Onset
1	cue	0.0152754300
2	trial	0.5485593290
3	return	2.9490282760
4	trial	4.1824546830
5	return	5.7660902040
6	trial	6.8328725580
7	return	8.4663959440
8	trial	9.1919580340
9	return	12.1243320850
10	trial	13.4400427440
11	return	15.8897397540
12	trial	16.9721335060
13	return	19.5545873150
14	trial	20.7209355200
15	return	23.6865440430
16	trial	24.8700980400
17	return	26.9354821350
18	trial	27.6528197390
19	return	29.8858549310
20	trial	31.2865845450
21	return	32.9869239470
22	trial	33.7036603240
23	return	35.6372681750
24	trial	36.5374928640
25	return	38.2877380590
26	trial	39.0044234100
27	return	40.6713325910
28	trial	41.6882784830
29	return	43.8219223200
30	trial	44.7300441740
31	return	46.2288850000
32	trial	46.9452929480
33	return	49.0451925040
34	rest	49.7777383590
35	cue	61.8079159570
36	trial	62.3246097900
37	return	63.9749425090
38	trial	64.8250495610
39	return	66.0252772000
40	trial	66.8920557680
41	return	67.7587701270
42	trial	68.4755958910
43	return	70.6426182360
44	trial	71.9595044790
45	return	73.7931360250
46	trial	75.1766518830
47	return	77.1690446360
48	trial	78.0104007540
49	return	80.8177956580
50	trial	82.5672890260
51	return	84.2500002020
52	trial	84.9663703820
53	return	87.2156809980
54	trial	88.1819575210
55	return	90.2146341960
56	trial	91.3807802450
57	return	92.9136867760
58	trial	93.8134512940
59	return	95.6965078480
60	trial	96.8632519110
61	return	98.8969167320
62	trial	100.1137637380
63	return	101.7640687830
64	trial	102.5141188230
65	return	104.4979806110
66	trial	105.7813456890
67	return	106.8981895620
68	trial	107.6150257500
69	return	108.7817201090
70	trial	109.5082406770
71	return	111.3156026080
72	trial	112.1405552650
73	return	113.0736239960
74	trial	113.8400695340
75	return	115.2062468600
76	trial	116.2893157090
77	return	118.3551053420
78	trial	119.3714531020
79	return	120.8542382100
80	trial	121.6873485600
81	return	123.9199410300
82	trial	125.3362542320
83	return	126.4856982420
84	trial	127.8686146660
85	return	129.0183033510
86	trial	129.7350074850
87	return	131.4519463560
88	trial	132.3021372580
89	return	133.4189548490
90	trial	134.1523720360
91	return	136.2526365380
92	trial	137.1695788570
93	return	139.3865011300
94	trial	140.3698992390
95	return	141.8202080940
96	trial	142.5370172870
97	return	145.1294167010
98	trial	146.1125438450
99	return	147.1787716210
100	trial	147.9044282230
101	return	148.7449259050
102	trial	149.4613790150
103	return	151.5106745450
104	trial	152.2770991150
105	return	153.0935934200
106	trial	153.8098566910
107	return	156.0925057560
108	trial	156.9416271620
109	return	158.0078554490
110	trial	158.7243837750
111	return	159.4407009900
112	trial	160.1572067900
113	return	161.3233934890
114	trial	162.0398771900
115	return	162.7563698030
116	trial	164.1396816940
117	return	164.8731045040
118	trial	165.5899446130
119	return	166.4406338250
120	trial	167.1574205520
121	return	167.8741209190
122	trial	168.5909303330
123	return	169.6411031880
124	trial	170.4078841250
125	return	171.8247896830
126	trial	172.5415520190
127	return	173.2749803400
128	trial	173.9917635690
129	return	175.9254439700
130	trial	176.8421625260
131	return	177.5685301960
132	rest	178.8591357240
133	cue	190.8807271180
134	trial	191.4139222880
135	return	192.8794420250
136	trial	193.8625180400
137	return	194.5789734440
138	trial	195.2953999500
139	return	196.8281980360
140	trial	197.6782323590
141	return	198.5782828540
142	trial	199.2951249410
143	return	200.0118132330
144	trial	200.8452183950
145	return	202.2293739390
146	trial	203.0461725920
147	return	203.8130479790
148	trial	204.5297641000
149	return	206.7968343790
150	trial	207.6469638030
151	return	208.3802778070
152	trial	209.0971590310
153	return	210.6305995800
154	trial	211.5641614740
155	return	212.4810246930
156	trial	213.2064865400
157	return	214.4388517800
158	trial	215.2053176930
159	return	217.4385652550
160	trial	218.4875255780
161	return	219.3539117850
162	trial	220.0702931820
163	return	221.4032274750
164	trial	222.1197188690
165	return	222.9859355470
166	rest	223.8196848290
167	cue	235.8511639000
168	trial	236.3679371060
169	return	239.9185602530
170	trial	240.6354053990
171	return	241.6188279100
172	trial	242.3355026960
173	return	243.0631871400
174	trial	243.7795737980
175	return	245.7527789530
176	trial	246.7453539290
177	return	247.7697207100
178	trial	248.5198108920
179	return	249.3533605970
180	trial	250.0775510820
181	return	252.0600826860
182	trial	252.9098692210
183	return	253.6595568330
184	trial	254.3760155290
185	return	255.1257544910
186	trial	255.8421565700
187	return	257.3750625320
188	trial	258.1580825740
189	return	258.8746069350
190	trial	259.5909633530
191	return	261.3569882530
192	trial	262.0734835460
193	return	263.3396998920
194	trial	264.1894167710
195	return	264.9891112640
196	trial	265.7057908960
197	return	267.1060251670
198	trial	268.0227851570
199	return	268.7397078840
200	trial	269.4563281280
201	return	270.1898296420
202	trial	270.9065443610
203	return	272.2735284700
204	trial	273.1402849430
205	return	275.3573037950
206	trial	276.0740729480
207	return	277.0075739500
208	trial	277.8576489120
209	return	278.6076459830
210	trial	279.3344397770
211	return	280.0580433750
212	trial	280.7747310580
213	return	281.9001276850
214	trial	282.6166106880
215	return	283.3328932150
216	trial	284.0494765330
217	return	284.7658123090
218	trial	285.4921456080
219	return	286.3486169750
220	trial	287.1982912000
221	return	287.9146954140
222	trial	288.6426310620
223	return	290.0474079090
224	trial	290.8470663770
225	return	291.6800780740
226	trial	292.3965259550
227	return	293.1130556020
228	trial	293.8294471940
229	return	294.7623836890
230	trial	295.4956243400
231	return	296.2119353320
232	trial	296.9283942190
233	return	297.6447994480
234	trial	298.2946661740
235	return	299.0444082840
236	trial	299.7609919340
237	return	300.4778292060
238	trial	301.1945604790
239	return	302.0613346340
240	trial	302.9281811440
241	return	303.7283283690
242	trial	304.4452166080
243	return	305.1619186660
244	trial	305.8452456430
245	return	307.0288004660
246	trial	307.7621994840
247	return	308.4789901750
248	trial	309.5792752940
249	return	310.2959939810
250	trial	311.0236483680
251	return	311.7795302230
252	trial	312.4962482420
253	return	313.2132654180
254	trial	313.9298568700
255	return	315.2800844000
256	trial	316.0134855300
257	return	317.4048479660
258	trial	318.1212175410
259	return	318.8376084490
260	trial	319.5541753200
261	return	321.3868360630
262	trial	322.1032513220
263	return	322.8312615480
264	rest	323.5480516140
265	cue	335.5665334120
266	trial	336.0832654750
267	return	336.9667507070
268	trial	337.6001593300
269	return	338.7836919160
270	trial	339.5671617740
271	return	340.2839782570
272	trial	341.0008084750
273	return	341.9509349320
274	trial	342.7342245720
275	return	343.7678314470
276	trial	344.4845905150
277	return	345.2120795210
278	trial	345.9285170970
279	return	346.6449978370
280	trial	347.3614741290
281	return	348.0851787750
282	trial	348.7184833550
283	return	349.4352582160
284	trial	350.1521217250
285	return	351.2434588140
286	trial	351.9598162800
287	return	353.2427244610
288	trial	353.9693549860
289	return	354.6861714200
290	trial	355.4028362950
291	return	356.3750158460
292	trial	357.0914420630
293	return	357.8078917110
294	trial	358.5242311220
295	return	359.2406874930
296	trial	359.9572142660
297	return	361.2561542570
298	rest	362.0725807780
299	cue	374.1057307720
300	trial	374.6224700700
301	return	375.6061046420
302	trial	376.3227609770
303	return	377.1729068300
304	trial	377.9563844910
305	return	379.5732608690
306	trial	380.2899822480
307	return	381.5735552240
308	trial	382.3570527290
309	return	383.5738384450
310	trial	384.2990135550
311	return	385.0153671210
312	trial	385.7317882020
313	return	386.5144046380
314	trial	387.2307395180
315	return	387.9572347430
316	trial	388.6740656260
317	return	389.3914605150
318	trial	390.0303965040
319	return	390.7468438050
320	trial	391.3911269790
321	return	392.1457570220
322	trial	392.8621285610
323	return	393.7785641360
324	trial	394.6116494260
325	return	395.4779759280
326	trial	396.1943820340
327	return	396.9275327660
328	trial	397.6439643810
329	return	399.6599058350
330	trial	400.3762880890
331	return	401.0927582580
332	trial	402.2594426130
333	return	402.9762689260
334	trial	403.6935606940
335	return	404.4437494900
336	trial	405.1604497200
337	return	405.8772981350
338	trial	406.5941157050
339	return	407.9942394850
340	trial	408.8443699450
341	return	409.7611555010
342	trial	410.4946818060
343	return	411.2114034100
344	trial	411.9282138110
345	return	412.9783138380
346	trial	413.6951688690
347	return	414.4285726100
348	trial	415.1551934050
349	return	415.8715826430
350	trial	416.5880037660
351	return	417.3457257560
352	trial	418.0624710650
353	return	419.6371744000
354	trial	420.3534150510
355	return	422.1528262820
356	trial	423.0526092610
357	return	423.8856139570
358	trial	424.6020277890
359	return	425.3350835000
360	trial	426.0515753080
361	return	427.2511168350
362	trial	428.0342472460
363	return	429.6835941230
364	trial	430.7999986860
365	return	431.5331512920
366	trial	432.2494617520
367	return	433.2491532530
368	trial	433.9655401260
369	return	434.6986267130
370	trial	435.4150812450
371	return	436.5819829390
372	trial	437.3154217620
373	return	438.2656414290
374	trial	438.9823555930
375	return	439.6991725880
376	trial	440.4158382090
377	return	442.3328242550
378	trial	443.0495915720
379	return	443.7664344980
380	trial	444.4953585690
381	return	445.2118044180
382	trial	445.9281750110
383	return	446.6502436500
384	trial	447.3668974540
385	return	448.0837739230
386	trial	448.8005352590
387	return	450.0340181770
388	trial	450.7598769850
389	return	451.4762769350
390	trial	452.1928372000
391	return	452.9093059590
392	trial	453.6256058660
393	return	454.3512736050
394	trial	455.0917450460
395	return	455.8081722040
396	rest	456.5246623400
397	cue	468.5539280050
398	trial	469.0870630560
399	return	470.0371756290
400	trial	470.7539276460
401	return	472.1707290440
402	trial	472.8875070470
403	return	474.2212510850
404	trial	474.9878086130
405	return	475.8213739090
406	trial	476.5381142430
407	return	477.2549226890
408	trial	477.9883428060
409	return	478.7005133790
410	trial	479.4169711360
411	return	480.9721077510
412	trial	481.7221733130
413	return	482.6723327840
414	trial	483.3989205930
415	return	484.1153355480
416	trial	484.8484522320
417	return	485.5728630050
418	trial	486.2896431110
419	return	487.5230792790
420	trial	488.2473777020
421	return	488.9636825640
422	trial	489.7634136630
423	return	490.5298824440
424	trial	491.3129085940
425	return	492.0292700760
426	trial	492.7573153160
427	return	493.4739846650
428	trial	494.2120166080
429	return	495.1782265960
430	rest	495.8947614510
431	cue	507.9262446260
432	trial	508.4429580690
433	return	508.5763908550
434	trial	509.5598673010
435	return	510.5765708590
436	trial	511.2933418080
437	return	512.0101519230
438	trial	512.7391541110
439	return	514.4772960120
440	trial	515.1940209600
441	return	515.9274725590
442	trial	516.6942953760
443	return	517.4110230310
444	trial	518.1372893840
445	return	519.5201585630
446	trial	520.2447726530
447	return	520.9615354010
448	trial	521.6784334780
449	return	522.3951121010
450	trial	523.0356209960
451	return	523.9020213470
452	trial	524.6288508510
453	return	525.3455169650
454	trial	526.0625979070
455	return	526.7791762750
456	trial	527.5007678610
457	return	528.2172381290
458	trial	528.9336089790
459	return	529.6501686230
460	trial	530.3664156020
461	return	531.1162163510
462	trial	531.8326519760
463	return	532.5490412070
464	trial	533.2654992950
465	return	533.9986728630
466	trial	534.7150394000
467	return	535.4980665930
468	trial	536.2145927480
469	return	536.9310071340
470	trial	538.1142131740
471	return	539.0309544330
472	trial	539.7478326530
473	return	540.4645933030
474	trial	541.1813361820
475	return	541.9813768600
476	trial	542.6982059290
477	return	544.1318514860
478	trial	544.8485959220
479	return	545.5654813250
480	trial	546.2988369440
481	return	547.0156731420
482	trial	547.6490406890
483	return	548.8825679360
484	trial	549.9493533650
485	return	551.1661610250
486	trial	551.8829955360
487	return	552.6090521110
488	trial	553.3254508490
489	return	554.0418562050
490	trial	554.7581578100
491	return	555.4836138650
492	trial	556.2000013960
493	return	557.4907867680
494	trial	558.2070457390
495	return	558.9570236610
496	trial	559.6725788880
497	return	560.4003545820
498	trial	561.0338524930
499	return	561.7726124240
500	trial	562.4889930700
501	return	563.2053469520
502	trial	563.9219490790
503	return	564.7548669530
504	trial	565.4706588430
505	return	566.5369737270
506	trial	567.1701239710
507	return	567.8865587260
508	trial	568.6196338980
509	return	569.3367273100
510	trial	570.0530994910
511	return	570.7695729290
512	trial	571.4853588990
513	return	572.2028115580
514	trial	572.9195484520
515	return	573.6362736980
516	trial	574.3531297720
517	return	575.0698118520
518	trial	575.8033598580
519	return	577.3868876280
520	trial	578.1036660350
521	return	579.6372500960
522	trial	580.3540647450
523	return	581.0707389530
524	trial	581.7991949920
525	return	582.5155956430
526	trial	583.2321353810
527	return	583.9545015510
528	rest	584.6712611900
529	cue	596.6898621180
530	trial	597.2065457480
531	return	598.2936100060
532	trial	599.0101255840
533	return	599.7265979730
534	trial	600.4595523380
535	return	601.2426090580
536	trial	601.9590618680
537	return	602.8086878420
538	trial	603.5251796630
539	return	604.3249134690
540	trial	605.0412961030
541	return	606.7914195800
542	trial	607.5080881180
543	return	608.4916733950
544	trial	609.1251401150
545	return	610.3918784040
546	trial	611.1086491160
547	return	611.8255261620
548	trial	612.5422191130
549	return	613.3756579960
550	trial	614.0924553400
551	return	614.8092586530
552	trial	615.5377871900
553	return	616.2542223290
554	trial	617.0263266110
555	return	618.2931563810
556	trial	619.0766714540
557	return	619.9100856180
558	trial	620.6268303390
559	return	621.3525496720
560	trial	622.0690700200
561	return	622.9271835800
562	rest	623.6439062680
