Trial	Type	Target #	Time to Target	Endpoint Error	Est. Avg. Error Mag	Accum. Error x dMagProj	Max Error Mag.	Max Error Pos. (% of trajectory)	Feedback	Reached Target
1	1	3	7.999541e-01	-4.833432e-03	1.763861e+00	1.728411e+02	3.000000e+00	2.539913e+01	1	1
2	1	1	5.838143e-01	-3.650020e-02	1.198964e+00	1.196950e+02	3.645508e+00	100	1	1
3	1	2	7.511131e-01	-1.220519e-01	7.222174e+00	7.310406e+02	1.241602e+01	100	1	1
4	1	4	8.350185e-01	-2.657376e-02	1.648221e+00	1.595057e+02	3.093750e+00	8.987356e+01	1	1
5	1	1	6.163432e-01	-5.103145e-02	2.591637e+00	2.466686e+02	4.861328e+00	8.330751e+01	1	1
6	1	4	8.006912e-01	-5.129059e-02	2.968226e+00	2.817032e+02	4.872070e+00	8.810812e+01	1	1
7	1	2	6.182101e-01	-1.901981e-02	2.328721e-01	2.232047e+01	1.823242e+00	100	1	1
8	1	3	7.337849e-01	1.343466e-02	7.078463e-01	6.858298e+01	1.563477e+00	6.218616e+01	1	1
9	1	4	6.175620e-01	-7.994953e-03	3.643675e+00	3.560447e+02	5.209961e+00	6.828135e+01	1	1
10	1	3	6.508813e-01	-8.715385e-02	3.059693e+00	3.196064e+02	9.126953e+00	100	1	1
11	1	1	5.177847e-01	7.606113e-03	3.637187e+00	3.740478e+02	5.209961e+00	5.111957e+01	1	1
12	1	2	4.511967e-01	-6.358059e-02	6.855308e+00	6.686603e+02	8.814453e+00	6.849119e+01	1	1
13	1	3	5.006752e-01	7.056114e-03	1.195083e+00	1.175967e+02	1.650391e+00	2.006312e+01	1	1
14	1	2	6.673492e-01	3.384945e-02	1.888429e+00	1.888152e+02	3.385742e+00	100	1	1
15	1	1	5.003524e-01	-6.491733e-02	2.864744e+00	3.222837e+02	7.313477e+00	100	1	1
16	1	4	4.347226e-01	1.132772e-01	1.115346e+01	1.128994e+03	1.307910e+01	8.816339e+01	1	1
17	3	3	9.508206e-01	5.083480e-01	3.501345e+01	2.912551e+03	5.058507e+01	8.738036e+01	0	1
18	3	2	1.083574e+00	-5.442031e-02	1.803012e+01	1.732001e+03	3.196965e+01	6.459615e+01	1	1
19	3	4	1.180457e+00	-4.707843e-02	1.895742e+01	1.833856e+03	3.319811e+01	4.612101e+01	1	1
20	3	1	8.190069e-01	5.187614e-01	4.128758e+01	3.520673e+03	5.291907e+01	7.818556e+01	0	1
21	3	2	7.679037e-01	4.924418e-01	2.591614e+01	2.210744e+03	4.613596e+01	9.654586e+01	0	1
22	3	1	7.509842e-01	4.639374e-01	3.162444e+01	2.712205e+03	4.364934e+01	9.441617e+01	0	1
23	3	4	8.803610e-01	-5.505487e-02	1.597400e+01	1.540985e+03	3.127221e+01	5.252575e+01	1	1
24	3	3	9.344480e-01	1.078907e-01	2.295200e+01	2.177528e+03	3.569163e+01	3.697404e+01	1	1
25	3	4	1.067774e+00	4.269449e-01	3.580104e+01	3.145112e+03	5.764508e+01	6.561783e+01	0	1
26	3	1	8.833356e-01	2.832764e-01	2.875288e+01	2.743959e+03	4.153286e+01	4.544974e+01	0	1
27	3	3	8.005693e-01	3.824653e-01	3.169345e+01	2.810086e+03	4.565189e+01	4.444315e+01	0	1
28	3	2	9.504196e-01	1.500566e-02	1.810205e+01	1.723399e+03	3.144899e+01	6.124638e+01	1	1
29	3	1	8.341504e-01	2.087319e-01	2.355431e+01	2.252889e+03	2.965222e+01	5.911372e+01	0	1
30	3	3	8.959502e-01	3.106922e-01	2.613744e+01	2.382440e+03	3.239916e+01	7.622500e+01	0	1
31	3	4	8.504061e-01	4.342742e-01	3.345669e+01	2.911207e+03	4.809362e+01	8.052774e+01	0	1
32	3	2	1.118118e+00	2.397716e-01	2.893318e+01	2.731856e+03	4.659585e+01	5.078035e+01	0	1
33	1	1	6.398951e-01	-2.011663e-01	8.503123e+00	7.964038e+02	1.909961e+01	100	0	1
34	1	4	8.007198e-01	-1.048812e-01	7.447662e+00	7.124736e+02	1.137305e+01	8.230298e+01	1	1
35	1	2	8.345156e-01	-3.699121e-02	5.774118e+00	5.555277e+02	1.267578e+01	8.727657e+01	1	1
36	1	3	5.508563e-01	-1.848028e-01	1.091458e+01	1.069607e+03	1.831934e+01	100	0	1
37	1	2	8.676235e-01	1.779197e-03	2.291206e+00	2.225938e+02	2.952148e+00	6.130495e+01	1	1
38	1	1	8.668106e-01	-6.120691e-02	3.389180e+00	3.264734e+02	9.115234e+00	9.260949e+01	1	1
39	1	3	6.845605e-01	-6.976739e-02	3.515889e+00	3.402000e+02	6.761719e+00	100	1	1
40	1	4	1.068165e+00	-2.192762e-02	3.334374e+00	3.166972e+02	5.208984e+00	5.649040e+01	1	1
41	1	2	8.674443e-01	-9.076752e-03	4.110437e+00	3.935823e+02	8.595703e+00	8.340745e+01	1	1
42	1	4	9.501527e-01	-5.381303e-02	4.171309e+00	3.966532e+02	1.033105e+01	8.612244e+01	1	1
43	1	3	6.503576e-01	-6.215624e-02	3.537804e+00	3.506157e+02	6.167969e+00	100	1	1
44	1	1	7.350558e-01	-9.664640e-02	6.490921e+00	6.161050e+02	1.180664e+01	8.929791e+01	1	1
45	1	2	9.021125e-01	-2.219934e-02	8.250739e+00	7.911122e+02	9.942383e+00	4.838825e+01	1	1
46	1	3	6.507735e-01	-7.252747e-02	3.775920e+00	3.650732e+02	6.988281e+00	100	1	1
47	1	1	6.340505e-01	-6.884948e-02	3.066263e+00	2.933671e+02	6.597656e+00	9.074327e+01	1	1
48	1	4	8.675293e-01	-1.367515e-01	7.849250e+00	7.427966e+02	1.354297e+01	7.862317e+01	1	1
49	2	2	8.673390e-01	-1.013518e-01	8.026965e+00	7.874264e+02	9.976562e+00	9.548640e+01	1	1
50	2	4	8.683912e-01	5.387574e-03	3.822388e+00	3.699803e+02	5.903320e+00	4.645163e+01	1	1
51	2	1	7.175128e-01	-8.383844e-02	2.437138e+00	2.316424e+02	7.987305e+00	9.890371e+01	1	1
